"CodMat","CodFam","Descri","UniMat","CosMat","Desper","Provee","Consum","FecMat","Importado"
"MZ0253","00","ENGOMADO EN INTERCAMBIADOR CATODICO","m2","1322,37","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0254","00","ENGRAPADORA /GRAPADORA HOJAS/OFICINA","und","8,81","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0255","00","ENSAYO PROCTOR MODIFICADO","serv","396,71","0","","","4/5/2026 12:00:00 a. m.","False"
"MZ0256","00","ENSAYO RESISTENCIA CONCRETO COMPRESION 7","serv","88,17","0","","","4/5/2026 12:00:00 a. m.","False"
"MZ0257","00","ROLLO D/ENVOPLAST INDUSTRIAL 50CMX450M P","rll","22,02","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0258","00","ESPAGUETI O TUBO TERMOCONTRAIBLE","m","11,02","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0259","00","EPOXI ALTO ESPESOR (80% DE SOLIDOS) DUPO","cte","991,78","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0260","00","EPOXI MODIFICADO MAYOR AL 78%","gln","87,07","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0261","00","EPOXICO HILTI HIT - RE-500SD","und","99,08","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0262","00","EPOXI UNIVERSAL HB MONTANA","gln","118,79","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0263","00","EQUIPO PROTECCION PERSONAL FABRICADOR","kit","55,1","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0264","00","EPP -TRAJE BASICO SOLDADOR","kit","110,19","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0265","00","EQUIPO DE PINTURA","und","55,1","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0266","00","EQUIPOS DE SEGURIDAD P/TRABAJADORES","p/per","176,32","0","","","4/5/2026 12:00:00 a. m.","False"
"MZ0267","00","ESMALTE EPOXY MANPICA","gln","121,22","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0268","00","PINTURA KEM INDUSTRIAL AMARILLO RAL 1003","gln","80,47","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0269","00","PINTURA ESMALTE POLIURETANO RAL 1021 AMA","gln","63,93","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0270","00","PINTURA POLIURETANO RAL 2010 COLOR ANARA","gln","82,64","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0271","00","PINTURA DE ESMALTE POLIURETANO RAL 5017 ","gln","108","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0272","00","PINTURA POLIURETANO RAL 6019 VERDE","gln","108","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0273","00","PINTURA DE ESMALTE POLIURETANO RAL 7005 ","gln","108","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0274","00","PINTURA DE ESMALTE POLIURETANO RAL 7040","gln","108","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0275","00","PINTURA DE ESMALTE POLIURETANO RAL 9005 ","gln","108","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0276","00","PINTURA DE ESMALTE POLIURETANO RAL 9006","gln","108","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0277","00","ESPATULAS","und","3,76","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0278","00","PALETA / ESTIBA DE MADERA 1X1.2 M","und","15,4","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0279","00","EXAMEN MEDICO","p/per","88,17","0","","","4/5/2026 12:00:00 a. m.","False"
"MZ0280","00","EXAMEN MEDICO POST EMPLEO CONVENIO","p/per","11,02","0","","","4/5/2026 12:00:00 a. m.","False"
"MZ0281","00","EXAMEN MEDICO PREEMPLEO BASICO/CONVENIO","p/per","44,07","0","","","4/5/2026 12:00:00 a. m.","False"
"MZ0282","00","EXAMEN MEDICO P/ESPACIO CONFINADO","p/per","110,19","0","","","4/5/2026 12:00:00 a. m.","False"
"MZ0283","00","EXAMENES MEDICOS ESPECIALES","p/per","110,19","0","","","4/5/2026 12:00:00 a. m.","False"
"MZ0284","00","EXAMENES MEDICOS P/ALTURA Y ESPACIO CONF","p/per","110,19","0","","","4/5/2026 12:00:00 a. m.","False"
"MZ0285","00","EXAMEN MEDICO PRE Y POST EMPLEO","p/per","55,1","0","","","4/5/2026 12:00:00 a. m.","False"
"MZ0286","00","FABRICACION Y PLANOS DE CONEXIONES","und","2203,96","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0287","00","FAROS LED ALTA LUMINOSIDAD","m","22,02","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0288","00","FIBRA DE CERAMICA 2""","und","176,32","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0289","00","FIELTRO DE FIBRA MAT 305","kgf","9,88","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0290","00","FIELTRO DE FIBRA MAT GRAMAJE 450","kgf","16,5","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0291","00","FIELTRO DE VELO EN SUPERFICIE (TIPO C)","m","55,1","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0292","00","FIJADOR DE ROSCA","und","41,85","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0293","00","FILTRO DE ACEITE (VOOLCO MODELO: LF777)","und","330,58","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0294","00","FILTRO DE ACEITE DE MOTOR","und","7,69","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0295","00","FILTRO DE AIRE","und","44,07","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0296","00","FILTRO DE COMBUSTIBLE","und","30,85","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0297","00","FILTRO DE COMPRESOR","und","60,63","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0298","00","FILTRO HIDRAULICO","und","55,01","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0299","00","FILTROS P-100 P/MASCARILLAS","par","18,85","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0300","02","FIVE STAR CEMENTOSO P/REP ESTRUCTURALES","sco","176,32","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0301","00","FLEJE DE FIJACION","m","2,18","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0302","00","FLEJE 3/4""-1/2"" ACERO INOXIDABLE","kgf","15,4","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0303","00","FLEJE DE 1/2"" ACERO INOXIDABLE","rll","127,82","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0304","00","FLEJE DE 3/4"" ACERO INOXIDABLE","rll","49,54","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0305","00","FLEJE PARA EMBALAR","rll","71,65","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0306","00","FLEJE METALICO PARA ALTA TEMPERATURA","und","33,09","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0307","00","GALON DE FONDO EPOXY ALTO SOLIDO","gln","154,29","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0308","00","PINTURA DE FONDO ANTICORROSIVO","gln","43,5","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0309","00","CUÑETE FONDO EPOXICO","cte","826,5","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0310","17","FONDO EPOXICO AMINA HB- HIGH BUILD ALTO ","gln","209,36","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0311","00","FONDO EPOXY DE ALTO SOLIDO","cte","826,5","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0312","00","PINTURA DE FONDO RAL 7040 (GRIS)","gln","77,13","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0313","00","ACCESORIO CONDULET FORMA 8","und","25,36","0","","","4/5/2026 12:00:00 a. m.","False"
"MZ0314","00","FORMULA MARINA","env","11,02","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0315","00","FRESA DE DESGASTE","und","24,26","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0316","00","FUNDA DE RODILLO PELO CORTO 4"" X 6 MM","und","3,28","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0317","00","FUNDA P/RODILLO DE PINTAR","und","4,32","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0318","00","MATERIAL PAPELERIA FUNDAS TRASNP.","paq","5,54","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0319","00","RECUBRIMIENTO/GALVANIZADO AL FRIO","cte","826,5","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0320","00","GANCHO CON ARANDELA Y TUERCA","und","2,18","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0321","00","GANCHO TIPO S ACERO INOX 304","und","3,28","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0322","00","GASOIL PUESTO EN OBRA","lt","1,08","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0323","00","GASTOS REEMBOLSABLES","sg","35372,88","0","","","4/5/2026 12:00:00 a. m.","False"
"MZ0324","00","GEL ACOPLANTE (250 ML)","env","5,54","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0325","00","GEL ANTIBACTERIAL","gln","32,73","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0326","00","GLICERINA","kgf","8,81","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0327","00","GOMA AISLANTE/PROTECCION MOTORES ELECTRI","m","8,81","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0328","00","GOMA DE CURADO QUIMICO CLOROBUTILO C623B","m2","440,79","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0329","00","GOMA SOPORTE","m","13,22","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0330","00","GRAPA TIPO CHAQUETA TEE 3 TAPAS","kgf","137,72","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0331","00","GRAPAS PARA GRAPADORA DE OFICINA","caj","2,18","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0332","00","GALON DE GRASA","gln","22,02","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0333","00","GRASA","und","81,56","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0334","00","PAILA DE GRASA","und","199,47","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0335","00","KILO DE GRASA","kgf","99,36","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0336","00","GRASA ANIMAL","kgf","27,55","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0337","00","GRASA DE ALTA TEMPERATURA","tubo","66,14","0","","","4/5/2026 12:00:00 a. m.","False"
"MZ0338","00","GRASA GRAFITADA","gr","6,89","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0339","00","GRASA LUBRICANTE ANTI SIZE DE MOLIGDENO","gln","430,87","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0340","00","GRASA LUBRICANTE ANTIFRICCION ALTA TEMPE","kgf","66,14","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0341","00","GRASA PARA RODAMIENTOS","env","16,5","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0342","00","GUANTES","und","2,18","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0343","00","GUANTES CARNAZA REFORZADO SOLDADOR C/MAT","und","12,13","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0344","00","GUANTES CAROLINA CON PUNTOS DE PVC","und","1,08","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0345","00","GUANTES DE CARNAZA LARGO PARA SOLDADOR/F","und","11,02","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0346","00","GUANTES DE CUERO ANDAMIEROS","und","3,07","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0347","00","GUANTES TIPO VAQUETA","und","6,51","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0348","00","HEBILLA DE 1/2"" ACERO INOXIDABLE","und","5,54","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0349","00","HEBILLA DE ACERO INOXIDABLE PARA FLEJE 3","und","5,54","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0350","00","HEMBRILLA DE ACERO INOXIDABLE","pza","0,44","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0351","00","SERVICIO DE HIELO Y AGUA","serv","27,55","0","","","4/5/2026 12:00:00 a. m.","False"
"MZ0352","00","HISOPOS","und","0,53","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0353","00","CONECTOR HUB DE FERALOY ELECTROGALVANIZA","pza","18,73","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0354","00","IDENTIFICACION DE ESTATUS/ETIQUETA","und","0,61","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0355","00","IMPERMEABILIZANTE XYPEX CONCENTRADO","kgf","19,22","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0356","00","IMPERMEABLE P/LLUVIA","und","15,4","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0357","00","IMPLEMENTOS BASICO DE SEGURIDAD","und","220,4","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0358","00","IMPLEMENTOS DE LIMPIEZA (SOLVENTE, ESPAT","sg","117,47","0","","","4/5/2026 12:00:00 a. m.","False"
"MZ0359","00","INFORME TOPOGRAFICO","und","132,23","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0360","00","INFORME TECNICO FINAL","und","11,7","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0361","00","INHIBIDOR DE CORROSION","gln","165,32","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0362","00","PERFIL UNISTRUD GALVANIZADO EN CALIENTE","m","22,02","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0363","00","INSPECCION FINAL (PLANOS AS BUILT)","und","2203,96","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0364","00","INSPECCION POR RADIOGRAFIA","und","2203,96","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0365","00","INSUMOS DE BAÑO","und","2,51","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0366","00","INSUMOS DE LIMPIEZA","und","2,51","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0367","00","PINTURA INTER ZINC 22 EPOXI","und","771,4","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0368","00","PINTURA POLIURETANO INTERTHANE 50","cte","495,91","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0369","00","PINTURA INTERTHEM 50","gln","99,2","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0370","00","PINTURA INTERZINC","cte","936,68","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0371","00","PINTURA INTERZINC 52","cte","661,2","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0421","00","LIPESA 1540 PLV COAGULANTE","kgf","9,88","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0422","00","LIQUIDOS DESINFECTANTES","lt","8,81","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0423","00","PROCURA EQ RESPUESTOS 1 AÑO VS-C-2024-01","sg","44740,77","0","","","4/5/2026 12:00:00 a. m.","False"
"MZ0424","00","PROCURA ARRANQUE EQUIPOS REPUESTOS VB-C-","sg","6281,35","0","","","4/5/2026 12:00:00 a. m.","False"
"MZ0425","00","PROCURA DE MATERIALES VS-C-2024-019-012-","sg","2203,96","0","","","4/5/2026 12:00:00 a. m.","False"
"MZ0426","00","LISTON DE MADERA DE 1X1 PLG","m","2,18","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0427","00","LOGISTICA DE VIAJES","sg","551,02","0","","","4/5/2026 12:00:00 a. m.","False"
"MZ0428","00","LOGISTICA PERSONAL DIRECTO","sg","13884,77","0","","","4/5/2026 12:00:00 a. m.","False"
"MZ0429","00","LOGISTICA PERSONAL INDIRECTO","sg","8582,76","0","","","4/5/2026 12:00:00 a. m.","False"
"MZ0430","00","LONA","und","55,1","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0431","00","PROCURA EQUIPOS/ACCE PROYECTO: HARDWARE ","sg","166400,48","0","","","4/5/2026 12:00:00 a. m.","False"
"MZ0432","00","LUBRICANTE DIELECTRICO","lt","27,55","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0433","00","LUMINARIA CONDORLED DE 200W (120-277)V","und","683,22","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0434","00","MADERAS PARA SOPORTE Y NIVELACION","pza","210,48","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0435","00","MALLA GALLINERO HUECO 2X2 1.65MTX30MTX1M","rll","88,17","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0436","00","MANGA AISLANTE ESPARRAGOS 1/2","und","23,12","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0437","00","MANGA AISLANTE ESPARRAGOS 5/8","und","27,55","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0438","00","MANGAS DE CARNAZA","par","9,88","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0439","00","MANGUERA  HIDRAULICA MANLIFT","und","551,02","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0440","00","MANGUERA DEL SISTEMA HIDRAULICO","und","385,72","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0441","00","MANTA DE LANA MINERAL DE ROCA DE PULG (5","rll","137,72","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0442","00","MANTENIMIENTO DE OBRAS PROVISIONALES","sg","551,02","0","","","4/5/2026 12:00:00 a. m.","False"
"MZ0443","00","MANTENIMIENTO DE PLANTA ELECTRICA","gln","132,23","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0444","00","MANTENIMIENTO PLANTA ILUMINACION","gln","132,23","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0445","00","MARCA METAL","und","11,02","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0446","00","MARQUILLAS PARA IDENTICACION DE CABLES","und","1,61","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0447","00","MASCARA 3M MODELO 2091/2097MEDIA CARA CO","und","34,15","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0448","00","MASCARAS DESECHABLE P/POLVO 8210","und","0,53","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0449","00","CAJA MASCARILLA DESECHABLE 3M P/POLVO 82","caj","38,58","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0450","00","MATERIALES CONSUMIBLES (CAL, PINTURA)","sg","11,02","0","","","4/5/2026 12:00:00 a. m.","False"
"MZ0451","00","MATERIALES CONSUMIBLES (ESTACAS, CAL, PI","sg","5,54","0","","","4/5/2026 12:00:00 a. m.","False"
"MZ0452","00","MATERIALES DE LIMPIEZA P/OBRA PROVISIONA","sg","27,55","0","","","4/5/2026 12:00:00 a. m.","False"
"MZ0453","00","MATERIAL DE LIMPIEZA","und","20,91","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0454","00","MATERIAL DE PRESTAMO GRANULAR","m3","77,13","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0455","00","MATERIAL DE VIDRIO","und","661,2","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0456","00","MATERIAL ELASTOMERICO PARA JUNTAS","m3","11,02","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0457","00","MATERIAL FIBRA DE VIDRIO ","rll","431,41","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0458","00","MATERIAL PARA INFORME","kit ","3,01","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0459","00","MATERIAL P.O.P.","sg","330,58","0","","","4/5/2026 12:00:00 a. m.","False"
"MZ0460","00","MATERIAL P.O.P. POR UNIDAD","und","165,32","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0461","00","MATERIAL DE PRESTAMO PARA RELLENO","m3","11,02","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0462","00","MATERIALES CONSUMIBLES","und","22,02","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0463","00","MAT.CONSUMIBLE, MECHAS,ALAMB,ACEITE, TRA","sg","440,79","0","","","4/5/2026 12:00:00 a. m.","False"
"MZ0464","00","MAT.ELECTRICIDAD P/INSTALACIONES PROVISI","sg","5,54","0","","","4/5/2026 12:00:00 a. m.","False"
"MZ0465","00","MATERIALES DE ELECTRICIDAD P/INST.PROVIS","sg","0,53","0","","","4/5/2026 12:00:00 a. m.","False"
"MZ0466","00","MATERIALES DE LIMPIEZA P/FACILIDADES PRO","sg","27,55","0","","","4/5/2026 12:00:00 a. m.","False"
"MZ0467","00","MATERIALES DE OFICINA","sg","1377,49","0","","","4/5/2026 12:00:00 a. m.","False"
"MZ0468","00","MATERIALES D/PINTURA(SOLVENTE,BROCHAS Y ","sg","352,52","0","","","4/5/2026 12:00:00 a. m.","False"
"MZ0469","00","MATERIALES ELECTRICOS VARIOS ","sg","165,32","0","","","4/5/2026 12:00:00 a. m.","False"
"MZ0470","00","MATERIALES MENORES ","sg ","936,68","0","","","4/5/2026 12:00:00 a. m.","False"
"MZ0471","00","MAT. P/INSTALACION SELLO MECANICO TIPO C","sg ","275,51","0","","","4/5/2026 12:00:00 a. m.","False"
"MZ0472","00","MATERIALES DE LIMPIEZA","xdia","2,18","0","","","4/5/2026 12:00:00 a. m.","False"
"MZ0473","00","MATERIALES P/MANTENIMIENTO ","sg ","122,42","0","","","4/5/2026 12:00:00 a. m.","False"
"MZ0474","00","MATERIALES P/TOPOGRAFIA ","sg","29,74","0","","","4/5/2026 12:00:00 a. m.","False"
"MZ0475","00","CONSUMIBLES VARIOS: CAUCHOS, LUBRICANTES","sg","0,49","0","","","4/5/2026 12:00:00 a. m.","False"
"MZ0476","00","MATERIALES VARIOS OBRA CIVIL","sg","1818,29","0","","","4/5/2026 12:00:00 a. m.","False"
"MZ0477","00","MECATILLO POR ROLLO","rll","82,64","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0478","00","MECATILLO","m","1,34","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0479","00","MECHAS","jgo","40,77","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0480","00","MECHAS INSERTOS","pza","11,9","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0481","00","MEMBRANA DE PLASTICO NEGRO P/CONFINAR","m2","6,18","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0482","00","MEMORIA USB","und","16,5","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0483","00","DESPLAZADOR DE HUMEDAD/AGENTE HIDROFOBIC","gln","16,5","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0484","00","MOBILIARIO DE OFICINA SEGUN TIPO DE OBRA","und","16,5","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0485","00","MONOLENTES DE SEGURIDAD","und","5,54","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0486","00","MOPA DE ALAMBRE DE 4""","und","17,74","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0487","14","MORDAZA PARA RETENER EL CABLE DE TIERRA ","pza","27,55","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0488","00","MORTERO ","sco","93,67","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0489","00","MORTERO HIDROFUGO","m3","198,38","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0490","00","MOVILIZACION / DESMOVILIZACION GRUA 200 ","serv","25345,75","0","","","4/5/2026 12:00:00 a. m.","False"
"MZ0491","00","PINTURA BAJO SISTEMA MUNSELL NEGRO","gln","88,17","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0492","00","PINTURA BAJO SISTEMA MUNSELL VERDE","gln","88,17","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0493","00","NITROGENO N2 LIQUIDO","nm3","1,29","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0494","00","OJETES METALICOS DE 17MM","und","0,42","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0495","00","DESGASTE TUBO DE ESCAPE. EMPACADURAS, ET","sg","0,62","0","","","4/5/2026 12:00:00 a. m.","False"
"MZ0496","00","OTROS MATERIALES","gln","551,02","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0497","00","PALETAS DE MADERA","pza","29,54","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0498","00","PANEL FRONTAL DE TIERRA P/MANLIFT","und","440,79","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0499","00","PANEL FRONTAL MANDO CESTA P/MANLIFT","und","391,67","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0500","00","PAÑO DE FIBRA Y MICROCLOTH PARA PULIDO","und","0,21","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0501","00","PANTALLA FACIAL / CARETA PARA ESMERILAR","und","12,13","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0502","00","PAPEL HIGIENICO ","und ","2,72","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0503","00","PAPEL P/DOCUMENTOS Y OTROS","resma","2,18","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0504","00","PAPEL P/IMPRESION PLANOS","rll","16,5","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0505","00","PAPEL BOND 20 TAMAÑO CARTA","caj","63,93","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0506","00","PAPELERIA P/LOGISTICA Y SEGURIDAD","sg","1289,34","0","","","4/5/2026 12:00:00 a. m.","False"
"MZ0507","00","PAPELERIA ","sg","551,02","0","","","4/5/2026 12:00:00 a. m.","False"
"MZ0508","00","PAPELERIA GENERAL PARA REALIZACION DE PL","xdia","55,1","0","","","4/5/2026 12:00:00 a. m.","False"
"MZ0509","00","PAQUETE (1) DE VASOS Y 3 BOLSAS NEGRAS","xdia","11,02","0","","","4/5/2026 12:00:00 a. m.","False"
"MZ0510","00","PAQUETE DE 100 VASOS CONICOS P/ TOMA DE ","paq","3,07","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0511","00","PASTA DE LAPEADO","und","23,63","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0512","00","PASTA DIAMANTE PARA LAPEADO 10,20,30,40 ","und","121,22","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0513","00","PASTA EPOXICA","kgf","17,84","2","","","4/5/2026 12:00:00 a. m.","False"
