"CodMat","CodFam","Descri","UniMat","CosMat","Desper","Provee","Consum","FecMat","Importado"
"MZ0035","00","ARTICULOS DE LIMPIEZAS","sg","1322,37","0","","","4/5/2026 12:00:00 a. m.","False"
"MZ0036","00","ARTICULOS DE OFICINA (HOJAS, CARTUCHO, L","und","44,07","0","","","4/5/2026 12:00:00 a. m.","False"
"MZ0037","00","AUTOMATICO DE ARRANQUE","und","93,67","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0038","00","AYUDANTE DE MECANICO POR X 6UND","und","49,54","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0039","00","AZUL DE PRUSIA 22ML","und","22,02","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0040","00","BACTERICIDA","lt","0,53","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0041","00","BANCO DE CAPACITADORES 16 KV","und","50217,67","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0042","00","BANDAS DE AMARRE SIN HUECOS","pza","27,55","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0043","00","BANDAS DE FRENO","und","66,14","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0044","00","BANDEJA PLASTICA PARA PINTAR","und","6,62","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0045","00","BANNER P/PANCARTAS 15 OZ 500 X 500 HILOS","m2","5,54","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0046","00","BAÑO PORTATIL /SANITARIO","und","16,5","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0047","00","BARBIQUEJO PARA CASCO","und","1,08","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0048","00","BARNIZ ANTIFLASH 214 SR ROYAL DIAMOND","gln","145,46","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0049","00","BARNIZ DIELECTRICO","gln","82,64","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0050","00","BARNIZ ROJO ANTIFLASH IMPORTADO","lt","38,58","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0051","00","BARNIZ SECADO AL HORNO","lt","25,25","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0052","00","BARRA DE ACERO INOXIDABLE SS304 D=1""","m","34,88","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0053","00","BARRA DE ACERO INOXIDABLE SS316 D=1""","m","102,15","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0054","00","BARRA DE ALUMINIO D= 1""","m","17,38","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0055","00","BARRA DE BRONCE FOSFORO D=1""","kgf","28,62","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0056","00","BARRA ACERO CARBONO D=25 MM, MAT SAE2010","m","44,07","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0057","00","BASE PARA PERFIL TIPO UNISTRUT","pza","33,09","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0058","00","BASES PARA LUMINARIAS","und","55,1","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0059","00","BATERIA ALCALINAS","pza","6,62","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0060","00","BENDIX PARA ARRANQUE / ENCENDIDO","und","220,4","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0061","00","BICARBONATO DE SODIO","kgf","24,14","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0062","00","BOLSAS PARA DESECHOS","und","6,62","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0063","00","BOLSAS PLASTICAS 60L","und","5,54","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0064","00","BORAX","und","5,54","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0065","00","BORNE DE TOPE","und","0,86","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0066","00","BORNES DE CONTROL CON ACCESORIOS","pza","7,69","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0067","00","BORNES SECCIONABLE P/CABLE 26-14AWG 500V","pza","5,54","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0068","00","BOTAS PLASTICAS CAÑA LARGA (GOMA) C/PUNT","und","38,58","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0069","00","BOTONES DE ACCIONAMIENTO EN CESTA","und","27,55","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0070","00","BRAGA /UNIFORME DE TRABAJO","und","44,07","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0071","00","BRAGA DE SEGURIDAD","und","37,71","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0072","00","BRAGA DESECHABLE TYVEK","und","6,62","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0073","00","BRAGAS DE ALGODON /UNIFORME TRABAJADOR","und","44,07","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0074","00","BRAGAS ESTAMPADAS","und","49,54","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0075","00","BRIDA Ø 1"" C/REDUC A Ø 1/2"" ASTM A-105,1","und","49,54","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0076","00","BROCA/ KIT DE 15 A 50 MM","und","44,07","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0077","00","BROCHAS DE 2"" A 4"" (JUEGO)","und","13,22","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0078","00","BUSHING DE 1""","pza","55,1","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0079","00","BUSHING DE 3/4""","pza","33,09","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0080","00","CABLE CONEXION BAJA TENSION","m","3,87","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0081","00","CABLE DE CONTROL","m","8,81","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0082","00","CABLE DE POTENCIA/ MOTORES MEDIA TENSION","m","11,02","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0083","00","CABLE DE SALIDA DE MOTOR MEDIA TENSION","m","70,34","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0084","00","CABLE ELECTRICO BAJA TENSION","m","3,87","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0085","00","CABLE ST PVC 4X10 AWG CU 75°C 600V","m","12,44","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0086","00","CABLE ST PVC 4X12 AWG CU 75°C 600V","m","8,11","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0087","00","CABLE ST PVC 4X14 AWG CU 75°C 600V","m","8,79","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0088","00","CABLE ST PVC 4X4 AWG CU 75°C 600V","m","47,38","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0089","00","CABLE ST PVC 4X8 AWG CU 75°C 600V","m","17,55","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0090","14","CAJA DE CONEXION JB-11-DIN-02","und","4958,96","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0091","00","CAJA DE PASO P/CABLES DE CONTROL 400X400","und","335","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0092","00","CARBONERA DE ALTERNADOR","und","55,1","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0093","00","CARBONERA DE ARRANQUE","und","110,19","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0094","00","CARPETA AMARILLA","caj","13,21","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0095","00","CARPETA BLANCA","und","4,41","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0096","00","CARTUCHODE MASCARILLA P/POLVO P100 3M","par","11,02","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0097","00","CATALIZADOR MEK P/CURADO DE RESINAS","kgf","38,58","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0098","00","CARTUCHOS DE PULIDO CON PAÑO DE FIBRA Y ","und","0,7","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0099","00","CEPILLO DE CERDAS GRUESAS","und","3,28","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0100","00","CEPILLO DE ALAMBRE CON MANGO DE MADERA 4","und","3,28","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0101","00","CEPILLO DE ALAMBRE DE COBRE MANGO MADERA","und","4,41","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0102","00","CEPILLO DE ALAMBRE TIPO COPA ENTORCHADO ","und","8,81","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0103","00","CEPILLO PARA ESMERIL","und","27,55","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0104","00","CERTIFICACION DE PRUEBA HIDROSTATICA","und","2203,96","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0105","00","CERTIFICACION EN ALTURA","serv","88,17","0","","","4/5/2026 12:00:00 a. m.","False"
"MZ0106","00","CERTIFICACION EN ESPACIOS CONFINADOS Y A","serv","88,17","0","","","4/5/2026 12:00:00 a. m.","False"
"MZ0107","00","CHAMPU INDUSTRIAL","lt","22,02","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0108","00","CHAQUETA DE ALUMINIO (1.22 X 30 X 1MM)","rll","440,79","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0109","17","PINTURA ESMALTE EPOXI PASIVO CHARTEK 221","cte","1102","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0110","00","CILINDRO/ REPUESTO P/EQUIPOS - MAQUINAS","und","110,19","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0111","14","CINTA ELECTRICA DE FIBRA DE VIDRIO #27 S","rll","22,02","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0112","00","CINTA DE ACORDONAMIENTO (SEGURIDAD)","rll","11,02","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0113","00","CINTA ADHESIVA DE ALUMINIO 50 MTS. ESPES","rll","8,81","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0114","00","CINTA DE AMARRE","m","1,18","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0115","00","CINTA DE AMARRE RESISTENTE AL FREON","m","2,18","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0116","00","CINTA DE AMARRE TIRRAP /TIE-WRAP","und","0,02","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0117","00","CINTA DE SEGURIDAD DE 200M","rll","16,62","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0118","14","CINTA FIBRA D/VIDRIO ALTA RESISTENCIA TE","rll","22,02","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0119","00","CINTA DE ACORDONAMIENTO/SEGURIDAD DE 200","m","0,08","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0120","00","CLAVO P/FIJACION EN CONCRETO C/ARAND PLA","pza","0,53","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0121","00","CLAVOS 3 1/2"" X 10MM","kgf","13,22","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0122","00","CODO DE 90","und","16,5","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0123","00","CODO DE COBRE RIGIDO","pza","2,18","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0124","00","CODO DE COBRE RIGIDO 7/8""","pza","3,87","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0125","01","CODO DE 45 Ø1"" 3000 LBS, A-105 SW","und","71,65","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0126","01","CODO DE 90 Ø1"" 3000 LBS, A-105 SW","und","71,65","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0127","00","COLUMNA CENTRAL DEL ACTUADOR ELECTRICO H","und","385,72","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0128","00","COMBUSTIBLE","lt","0,53","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0129","00","COMBUSTIBLE DIESEL","lt","0,53","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0130","00","COMBUSTIBLE GASOLINA","lt","0,53","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0131","00","COMBUSTIBLES Y ADITIVOS P/ INST Y RETIRO","sg","23,12","0","","","4/5/2026 12:00:00 a. m.","False"
"MZ0132","00","COMBUSTIBLES Y LUBRICANTES","lt","2,93","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0133","00","COMIDAS (ALMUERZO + REFRIGERIO)","und","16,5","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0134","00","COMPUESTO SELLADO C/FIBRA CHICO CROUSE H","kgf","55,1","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0135","00","COMPUESTO UNIONES INHIBIDOR D/CORR BURND","env","44,07","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0136","00","COMPUESTO SELLADOR CHICO A3 CON 1/16 OZ.","pza","132,23","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0137","00","COMPUESTO SELLANTE","pza","132,23","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0138","00","COMPUESTO SELLANTE DEACON 3100-S/DEACON ","gln","3686,17","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0139","00","MATERIALES PARA CONCRETO FC=250 KG/CM2","m3","418,76","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0140","00","CONCRETO FC =350KGF/CM2 C/FIBRA DE POLIP","m3","495,91","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0141","00","CONCRETO FC = 350 KGF/CM2 CON FIBRA DE V","m3","495,91","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0142","00","CONCRETO SEGUN ESPECIFICACIONES","m3","176,32","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0143","14","CONDUCTOR-CABLE TRENZADO COBRE 6 AWG VER","m","4,03","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0144","00","CONDUIT FLEXIBLE ACERO GALV RECUBIERTO D","m","15,4","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0145","14","CONDULET D= 2"" TIPO C","pza","22,02","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0146","00","CONDULET D= 2"" TIPO L","pza","30,36","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0147","00","CONDULET ""T"" DE FERALOY ELECTROGALVANIZA","pza","66,14","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0148","00","CONDULET  D=1-1/2"" TIPO C","und","21,81","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0149","00","CONDULET  D=1-1/2"" TIPO LR","und","13,22","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0150","00","CONDULET D=3/4"" TIPO LC","pza","49,54","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0151","00","CONDULET D=1"" TIPO TB","pza","22,02","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0152","00","CONDULET D=3/4"" TIPO TB","pza","22,02","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0153","00","CONECTOR CONDUIT PESADO HUB  Ø 1"" ESTD","pza","22,02","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0154","14","CONECTOR CONDUIT PESADO HUB  Ø 3/4"" STAN","und","16,5","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0155","00","CONECTOR RECTO CON OREJA DE TIERRA DE 1""","pza","27,55","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0156","00","CONECTOR CODO 90° DE 3/4""","pza","16,5","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0157","00","CONECTOR COMPRESION P/CABLE EN DERIVACIO","und","6,07","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0158","00","CONECTOR HIDRAULICO","und","27,55","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0159","00","CONECTOR TERMINAL DE COMPRESION CAL #2AW","paq","9,12","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0160","00","CONECTORES DE PROTECCION DE 3/4""","und","1,08","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0161","00","CONEXION EXOTERMICA","und","154,29","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0162","00","CONSUMIBLE PARA LIMPIEZA","sg","16,05","0","","","4/5/2026 12:00:00 a. m.","False"
"MZ0163","00","CONSUMIBLE DE LIMPIEZA","sg","0,53","0","","","4/5/2026 12:00:00 a. m.","False"
"MZ0164","00","CONSUMIBLE LIMPIEZA INTERCAMBIADOR","sg","319,57","0","","","4/5/2026 12:00:00 a. m.","False"
"MZ0165","00","CONSUMIBLES P/INSTALACION PROVISIONAL","sg","363,67","0","","","4/5/2026 12:00:00 a. m.","False"
"MZ0166","00","CONSUMIBLES VARIOS P/MOVILIZACION DESMOV","sg","440,79","0","","","4/5/2026 12:00:00 a. m.","False"
"MZ0167","00","CONSUMIBLES (ESTACA, CABILLA, PINTURA)","sg","33,09","0","","","4/5/2026 12:00:00 a. m.","False"
"MZ0168","00","CONSUMIBLES P/MANTENIMIENTO AREAS VERDES","sg","17,1","0","","","4/5/2026 12:00:00 a. m.","False"
"MZ0169","00","CONSUMIBLES DE INSPECCION","sg","30,29","0","","","4/5/2026 12:00:00 a. m.","False"
"MZ0170","00","CONSUMIBLES DE LAPEADO / PULITURA","sg","76,04","0","","","4/5/2026 12:00:00 a. m.","False"
"MZ0171","00","CONSUMIBLES DE OBRA (CLAVO, ALAMBRE, MAD","sg","15,11","0","","","4/5/2026 12:00:00 a. m.","False"
"MZ0172","00","CONSUMIBLES DE SOLDADURA Y ESMERILADO","sg","2,18","0","","","4/5/2026 12:00:00 a. m.","False"
"MZ0173","00","CONSUMIBLE ELECTRICOS: TEIPE, TIRRO, TIE","sg","11,02","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0174","00","CONSUMIBLES ELECTRICOS TEIPE TIRROTIE-WR","m","1,08","0","","","4/5/2026 12:00:00 a. m.","False"
"MZ0175","00","CONSUMIBLES PARA FIJACION DE TUBERIA","sg","1,08","0","","","4/5/2026 12:00:00 a. m.","False"
"MZ0176","00","CONSUMIBLES P/PROTECCION DE CABLES FUERZ","sg","826,5","0","","","4/5/2026 12:00:00 a. m.","False"
"MZ0177","00","CONSUMIBLES VARIOS FACILIDADES PROVISION","sg","165,32","0","","","4/5/2026 12:00:00 a. m.","False"
"MZ0178","00","CONSUMIBLES VARIOS","und","27,55","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0179","00","CONSUMIBLES VARIOS (LIJAS, CEPILLOS DE A","sg","5,41","0","","","4/5/2026 12:00:00 a. m.","False"
"MZ0180","00","CONSUMIBLES P/ACOND: GRANZON, LISTONES, ","sg","1,97","0","","","4/5/2026 12:00:00 a. m.","False"
"MZ0181","00","CONSUMIBLES TAPE-TIRRAP- CONECTORES-TEFL","sg","2,18","0","","","4/5/2026 12:00:00 a. m.","False"
"MZ0182","00","CONSUM. ESCOBA BOLSAS COLETO JABON PAPEL","sg","3,28","0","","","4/5/2026 12:00:00 a. m.","False"
"MZ0183","00","CONSUMIBLES VARIOS PERSONAL DIARIO","sg","66,14","0","","","4/5/2026 12:00:00 a. m.","False"
"MZ0184","00","CONSUMO DE GASOIL/DISEL","lt","0,58","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0185","00","CONTROL DE MATERIALES (BILL OF MATERIAL)","und","2203,96","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0186","00","CONTROL DE SOLDADURA (WPS)","und","2203,96","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0187","00","CONVENIO CLINICA PEQUIVEN-SERV. EMERGENC","p/mes","33,09","0","","","4/5/2026 12:00:00 a. m.","False"
"MZ0188","00","CONVENIO CLINICA  PEQUIVEN PARA 30 PERSO","p/mes","991,78","0","","","4/5/2026 12:00:00 a. m.","False"
"MZ0189","00","CONVENIO CLINICA PEQUIVEN P/PERSONA (MES","p/mes","33,09","0","","","4/5/2026 12:00:00 a. m.","False"
"MZ0190","00","COPAS DE COBRE 7/8""","und","3,45","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0191","00","CORREA ALTERNADOR","und","33,09","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0192","00","CORREA DE VENTILADOR","und","66,14","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0193","00","CORREA TRANSPORTADORA DE MANGUERAS","und","330,58","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0194","00","COSTO PEAJE SEGUN DISTANCIA MEDIA 6 EJES","vje","7,67","0","","","4/5/2026 12:00:00 a. m.","False"
"MZ0195","00","ACOPLE ASTM A-105 1"" ROSCA NPT","und","13,22","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0196","00","CUCHILLAS","pza","17,64","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0197","00","CUCHILLAS PARA TORNO","und","29,7","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0198","00","DATA SHEET (HOJA DE DATOS)","und","2203,96","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0199","00","DECAL - PANEL DISPLAY EN CESTA","und","33,09","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0200","00","DELANTAL DE CARNAZA P/SOLDADOR","und","33,09","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0201","00","DESENCOFRANTE SIKA","lt","8,24","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0202","00","TAMBOR DE DESENGRASANTE","tmb","962,71","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0203","00","GALON DE DESENGRASANTE","gln","17,38","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0204","00","DESENGRASANTE","lt","4,63","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0205","00","DESENGRASANTE INDUSTRIAL (GAL)","gln","17,38","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0206","00","DESENGRASANTE INDUSTRIAL BIODEGRADABLE","lt","4,63","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0207","00","DESPLAZADOR DE HUMEDAD","und","19,84","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0208","00","DESPLAZADOR DE HUMEDAD DIELECTRICO SPRAY","env","8,8","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0209","00","DETERGENTE KHAM","gln","13,22","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0210","00","LITRO DE DETERGENTE","lt","4,97","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0211","00","DIELECTRICO REMOVEDOR DE HUMEDAD","und","8,75","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0212","00","CAJA DE DISCO DE CORTE","caj","55,1","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0213","00","DISCO DE CORTE","und","8,81","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0214","00","DISCO DE CORTE 7""","und","7,69","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0215","00","DISCO DE CORTE 7"" (CAJA 50UND)","caj","53,09","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0216","00","DISCO DE CORTE CON PUNTA DE DIAMANTE","und","27,55","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0217","00","CAJA DE DISCO DE ESMERILAR","caj","55,1","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0218","00","DISCO DE ESMERILAR","und","8,81","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0219","00","CAJA DISCO DE ESMERILAR 7"" (10 UNIDADES)","caj","77,13","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0220","00","COPA DE ALAMBRE DE 4"" (ENTORCHADO)","und","6,18","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0221","00","DISCO TIPO FLAPPER MARCA DEWALT 4 1/2""","und","5,54","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0222","00","DISPOSICION FINAL DE CENIZAS","sg","27,01","0","","","4/5/2026 12:00:00 a. m.","False"
"MZ0223","00","DOTACION EQUIPO PROTECCION PERSONAL DIRE","p/per","319,57","0","","","4/5/2026 12:00:00 a. m.","False"
"MZ0224","00","DOTACION EQUIPO PROTECCION PERSONAL INDI","p/per","319,57","0","","","4/5/2026 12:00:00 a. m.","False"
"MZ0225","00","DOTACION INICIAL EQUIPO PROTECCION PERSO","p/per","115,7","0","","","4/5/2026 12:00:00 a. m.","False"
"MZ0226","00","DOTACION EQUIPO PROTECCION PERSONAL EPP","p/per","297,54","0","","","4/5/2026 12:00:00 a. m.","False"
"MZ0227","00","DRIZA 5MM X 300M / CUERDA","rll","88,17","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0228","00","ELABORACION DOSSIER CIVIL/MEC/ELEC/INSTR","und","2699,86","0","","","4/5/2026 12:00:00 a. m.","False"
"MZ0229","00","ELABORACION DE INFORME","und","385,72","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0230","00","ELECTRODO","kgf","13,22","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0231","00","ELECTRODO E-6010 1/8""","kgf","5,54","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0232","00","ELECTRODO E-6010 3/32""","kgf","6,39","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0233","00","ELECTRODO E 7018 1/8""","kgf","7,69","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0234","00","ELECTRODO E 7018 3/32"" LINCOLN","kgf","6,51","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0235","00","ELECTRODO E 7018-A1 1/8"" 5/32""","kgf","11,02","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0236","00","ELECTRODO E 9018-G H4 1/8"", 3/16""","kgf","19,84","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0237","00","ELECTRODO ER70 S2/S6","kgf","18,19","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0238","00","ELECTRODO E R70S-A1","kgf","24,26","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0239","00","ELECTRODO 7018 3-32""","kgf","6,62","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0240","00","VARILLA ELECTRODO TUNGSTENO SOLD-TIG UNI","pza","9,88","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0241","00","ELECTRODO E 7018 SMAW","kgf","5,43","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0242","00","LIMPIADOR DIELECTRICO - ELECTRON","lt","16,5","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0243","00","ELEMENTOS DE SOPORTE FABRICADOS SOBRE DI","kgf","6,62","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0244","00","EMPACADURA ABIERTA NEOPRENO CONDULET FOR","pza","27,55","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0245","00","EMPACADURA ABIERTA NEOPRENO P/CONDULET F","pza","16,5","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0246","00","EMPACADURA PARA VALVULA SOBREPRESION","und","44,07","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0247","00","EMPACADURA SENSOR DE TEMPERATURA DE ACEI","und","16,5","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0248","00","EMPACADURA SENSOR DE TEMPERATURA DE DEVA","und","33,09","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0249","00","EMPACADURAS RELE BUCHHOLZ","und","38,58","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0250","00","ENCOFRADO DE MADERA  (0.08X3.66)","und","11,02","2","","","4/5/2026 12:00:00 a. m.","False"
"MZ0251","00","ENCUADERNACION Y COPIADO","sg","16,5","0","","","4/5/2026 12:00:00 a. m.","False"
"MZ0252","00","FERRUL- FERRULE P/ MANGUERA HIDRAULICA 1","und","11,02","2","","","4/5/2026 12:00:00 a. m.","False"
