"CodPar","CodIns","CanIns","Contad"
"UP310","1-1.1","3","57097"
"UP310","1-1.2","1","57098"
"UP310","19-2.2","1","57099"
"UP310","22-515","0,5","57100"
"UP310","24-5.4","0,25","57101"
"UP310","2-5.1","0,25","57102"
"UP310","25-227","0,25","57103"
"UP311","1-1.1","3","57104"
"UP311","1-1.2","1","57105"
"UP311","19-2.2","1","57106"
"UP311","22-515","0,5","57107"
"UP311","24-5.4","0,25","57108"
"UP311","2-5.1","0,25","57109"
"UP311","25-227","0,25","57110"
"UP312","1-1.1","4","57111"
"UP312","1-1.2","1","57112"
"UP312","24-5.4","0,5","57113"
"UP312","2-5.1","0,25","57114"
"UP312","25-227","0,5","57115"
"UP312","8-3.5","0,25","57116"
"UP313","1-1.1","4","57117"
"UP313","1-1.2","1","57118"
"UP313","24-5.4","0,5","57119"
"UP313","2-5.1","0,25","57120"
"UP313","25-227","0,5","57121"
"UP313","8-3.5","0,25","57122"
"UP314","1-1.1","4","57123"
"UP314","1-1.2","1","57124"
"UP314","24-5.4","0,5","57125"
"UP314","2-5.1","0,25","57126"
"UP314","25-227","0,5","57127"
"UP315","1-1.1","4","57128"
"UP315","1-1.2","1","57129"
"UP315","24-5.4","0,5","57130"
"UP315","2-5.1","0,25","57131"
"UP315","25-227","0,5","57132"
"UP316","1-1.1","4","57133"
"UP316","1-1.2","1","57134"
"UP316","24-5.4","0,5","57135"
"UP316","2-5.1","0,25","57136"
"UP316","25-227","0,5","57137"
"UP317","1-1.1","4","57138"
"UP317","1-1.2","1,25","57139"
"UP317","11-5.2","0,5","57140"
"UP317","2-5.1","0,5","57141"
"UP317","25-227","0,2","57142"
"UP317","8-3.5","0,25","57143"
"UP318","1-1.1","4","57144"
"UP318","1-1.2","1,25","57145"
"UP318","24-5.4","0,5","57146"
"UP318","2-5.1","0,5","57147"
"UP318","25-227","0,5","57148"
"UP319","1-1.1","4","57149"
"UP319","1-1.2","2","57150"
"UP319","24-5.4","0,75","57151"
"UP319","2-5.1","0,75","57152"
"UP319","25-227","0,5","57153"
"UP319","PET029","0,5","57154"
"UP320","1-1.1","4","57155"
"UP320","1-1.2","1,5","57156"
"UP320","24-5.4","0,75","57157"
"UP320","2-5.1","0,75","57158"
"UP320","25-227","0,25","57159"
"UP321","1-1.1","4","57160"
"UP321","1-1.2","1","57161"
"UP321","22-515","0,5","57162"
"UP321","24-5.4","0,25","57163"
"UP321","2-5.1","0,25","57164"
"UP321","25-227","0,25","57165"
"UP322","1-1.1","4","57166"
"UP322","1-1.2","1","57167"
"UP322","22-515","0,5","57168"
"UP322","24-5.4","0,25","57169"
"UP322","2-5.1","0,25","57170"
"UP322","25-227","0,25","57171"
"UP323","1-1.1","4","57172"
"UP323","1-1.2","1","57173"
"UP323","22-515","0,5","57174"
"UP323","24-5.4","0,25","57175"
"UP323","2-5.1","0,25","57176"
"UP323","25-227","0,25","57177"
"UP324","1-1.1","4","57178"
"UP324","1-1.2","1","57179"
"UP324","22-515","0,5","57180"
"UP324","24-5.4","0,25","57181"
"UP324","2-5.1","0,25","57182"
"UP324","25-227","0,25","57183"
"UP325","1-1.1","4","57184"
"UP325","1-1.2","1","57185"
"UP325","22-515","0,5","57186"
"UP325","24-5.4","0,25","57187"
"UP325","2-5.1","0,25","57188"
"UP325","25-227","0,25","57189"
"UP326","1-1.1","4","57190"
"UP326","1-1.2","1","57191"
"UP326","22-515","0,5","57192"
"UP326","24-5.4","0,25","57193"
"UP326","2-5.1","0,25","57194"
"UP326","25-227","0,25","57195"
"UP327","1-1.1","4","57196"
"UP327","1-1.2","1","57197"
"UP327","22-515","0,5","57198"
"UP327","24-5.4","0,25","57199"
"UP327","2-5.1","0,25","57200"
"UP327","25-227","0,25","57201"
"UP328","1-1.1","1","57202"
"UP328","1-1.2","1","57203"
"UP328","19-212","1","57204"
"UP328","24-213","1","57205"
"UP328","24-5.4","0,25","57206"
"UP328","2-5.1","0,25","57207"
"UP329","1-1.1","1","57208"
"UP329","1-1.2","1","57209"
"UP329","19-212","1","57210"
"UP329","24-213","1","57211"
"UP329","24-5.4","0,25","57212"
"UP329","2-5.1","0,25","57213"
"UP330","1-1.1","1","57214"
"UP330","1-1.2","1","57215"
"UP330","19-212","1","57216"
"UP330","24-213","1","57217"
"UP330","24-5.4","0,25","57218"
"UP330","2-5.1","0,25","57219"
"UP342","1-1.1","1","57220"
"UP342","1-1.2","1","57221"
"UP342","19-2.2","1","57222"
"UP342","25-227","0,25","57223"
"UP342","8-3.5","0,25","57224"
"UP343","1-1.1","3","57225"
"UP343","19-2.2","1","57226"
"UP343","25-227","0,25","57227"
"UP344","1-1.1","3","57228"
"UP344","19-2.2","1","57229"
"UP344","25-227","0,25","57230"
"UP345","1-1.1","3","57231"
"UP345","19-2.2","1","57232"
"UP345","25-227","0,25","57233"
"UP346","1-1.1","3","57234"
"UP346","19-2.2","1","57235"
"UP346","25-227","1","57236"
"UP364","1-1.2","3","57237"
"UP364","13-3.6","0,25","57238"
"UP364","19-710","2","57239"
"UP364","24-216","0,25","57240"
"UP365","1-1.2","3","57241"
"UP365","13-3.6","0,25","57242"
"UP365","19-710","2","57243"
"UP365","24-216","0,25","57244"
"UP366","1-1.2","3","57245"
"UP366","13-3.6","1","57246"
"UP366","19-710","2","57247"
"UP366","24-216","0,25","57248"
"UP367","1-1.2","3","57249"
"UP367","13-3.6","0,25","57250"
"UP367","19-710","2","57251"
"UP367","24-216","0,25","57252"
"UP368","1-1.2","3","57253"
"UP368","13-3.6","0,25","57254"
"UP368","19-710","2","57255"
"UP368","24-216","0,25","57256"
"UP369","1-1.2","3","57257"
"UP369","13-3.6","0,25","57258"
"UP369","19-710","2","57259"
"UP369","24-216","0,25","57260"
"UP370","1-1.2","3","57261"
"UP370","13-3.6","1","57262"
"UP370","19-710","2","57263"
"UP370","24-216","0,25","57264"
"UP371","1-1.2","3","57265"
"UP371","13-3.6","0,25","57266"
"UP371","19-710","2","57267"
"UP371","24-216","0,25","57268"
"UP372","1-1.2","3","57269"
"UP372","13-3.6","0,25","57270"
"UP372","19-710","2","57271"
"UP372","24-216","0,25","57272"
"UP373","1-1.2","3","57273"
"UP373","13-3.6","0,25","57274"
"UP373","19-710","2","57275"
"UP373","24-216","0,25","57276"
"UP374","1-1.2","3","57277"
"UP374","13-3.6","0,25","57278"
"UP374","19-710","2","57279"
"UP374","24-216","0,25","57280"
"UP375","1-1.2","3","57281"
"UP375","13-3.6","1","57282"
"UP375","19-710","2","57283"
"UP375","24-216","0,25","57284"
"UP376","1-1.2","3","57285"
"UP376","13-3.6","0,25","57286"
"UP376","19-710","2","57287"
"UP376","24-216","0,25","57288"
"UP377","1-1.2","3","57289"
"UP377","13-3.6","1","57290"
"UP377","19-710","2","57291"
"UP377","24-216","0,25","57292"
"UP378","1-1.2","3","57293"
"UP378","13-3.6","0,25","57294"
"UP378","19-710","2","57295"
"UP378","24-216","0,25","57296"
"UP379","1-1.2","3","57297"
"UP379","13-3.6","0,25","57298"
"UP379","19-710","2","57299"
"UP379","24-216","0,25","57300"
"UP380","1-1.2","3","57301"
"UP380","13-3.6","0,25","57302"
"UP380","19-710","2","57303"
"UP380","24-216","0,25","57304"
"UP381","1-1.2","3","57305"
"UP381","13-3.6","0,25","57306"
"UP381","19-710","2","57307"
"UP381","24-216","0,25","57308"
"UP382","1-1.2","3","57309"
"UP382","13-3.6","0,25","57310"
"UP382","19-710","2","57311"
"UP382","24-216","0,25","57312"
"UP383","1-1.2","3","57313"
"UP383","13-3.6","0,25","57314"
"UP383","19-710","2","57315"
"UP383","24-216","0,25","57316"
"UP385","1-1.2","2","57317"
"UP385","19-215","0,5","57318"
"UP385","19-710","2","57319"
"UP385","24-216","0,25","57320"
"UP385","8-3.5","0,5","57321"
"UP386","1-1.2","2","57322"
"UP386","19-215","0,5","57323"
"UP386","19-710","2","57324"
"UP386","24-216","0,25","57325"
"UP386","8-3.5","0,5","57326"
"UP387","1-1.2","2","57327"
"UP387","19-215","0,5","57328"
"UP387","19-710","2","57329"
"UP387","24-216","0,25","57330"
"UP387","8-3.5","0,5","57331"
"UP388","1-1.2","2","57332"
"UP388","19-215","0,5","57333"
"UP388","19-710","2","57334"
"UP388","24-216","0,25","57335"
"UP388","8-3.5","0,5","57336"
"UP389","1-1.2","3","57337"
"UP389","13-3.6","0,25","57338"
"UP389","19-710","2","57339"
"UP389","24-216","0,25","57340"
"UP390","1-1.2","3","57341"
"UP390","13-3.6","0,25","57342"
"UP390","19-710","2","57343"
"UP390","24-216","0,25","57344"
"UP391","1-1.2","3","57345"
"UP391","13-3.6","0,25","57346"
"UP391","19-710","2","57347"
"UP391","24-216","0,25","57348"
"UP392","1-1.2","3","57349"
"UP392","13-3.6","0,25","57350"
"UP392","19-710","2","57351"
"UP392","24-216","0,25","57352"
"UP393","1-1.2","3","57353"
"UP393","13-3.6","0,25","57354"
"UP393","19-710","2","57355"
"UP393","24-216","0,25","57356"
"UP394","1-1.2","3","57357"
"UP394","13-3.6","0,25","57358"
"UP394","19-710","2","57359"
"UP394","24-216","1","57360"
"UP395","1-1.2","3","57361"
"UP395","13-3.6","0,25","57362"
"UP395","19-710","2","57363"
"UP395","24-216","1","57364"
"UP396","1-1.2","3","57365"
"UP396","13-3.6","0,25","57366"
"UP396","19-710","2","57367"
"UP396","24-216","1","57368"
"UP397","1-1.2","3","57369"
"UP397","13-3.6","0,25","57370"
"UP397","19-710","2","57371"
"UP397","24-216","0,5","57372"
"UP398","1-1.2","3","57373"
"UP398","13-3.6","0,25","57374"
"UP398","19-710","2","57375"
"UP398","24-216","0,5","57376"
"UP399","1-1.2","3","57377"
"UP399","13-3.6","0,25","57378"
"UP399","19-710","2","57379"
"UP399","24-216","1","57380"
"UP400","1-1.2","3","57381"
"UP400","13-3.6","0,25","57382"
"UP400","19-710","2","57383"
"UP400","24-216","1","57384"
"UP401","1-1.2","3","57385"
"UP401","13-3.6","0,25","57386"
"UP401","19-710","2","57387"
"UP401","24-216","1","57388"
"UP402","1-1.2","3","57389"
"UP402","13-3.6","0,25","57390"
"UP402","19-710","2","57391"
"UP402","24-216","1","57392"
"UP403","1-1.2","3","57393"
"UP403","13-3.6","0,25","57394"
"UP403","19-710","2","57395"
"UP403","24-216","1","57396"
"UP404","1-1.2","3","57397"
"UP404","13-3.6","0,25","57398"
"UP404","19-710","2","57399"
"UP404","24-216","1","57400"
"UP405","1-1.2","3","57401"
"UP405","13-3.6","0,25","57402"
"UP405","19-710","2","57403"
"UP405","24-216","1","57404"
"UP406","1-1.2","3","57405"
"UP406","13-3.6","0,25","57406"
"UP406","19-710","2","57407"
"UP406","24-216","1","57408"
"UP407","1-1.2","3","57409"
"UP407","13-3.6","0,25","57410"
"UP407","19-710","2","57411"
"UP407","24-216","1","57412"
"UP408","1-1.2","3","57413"
"UP408","13-3.6","0,25","57414"
"UP408","19-710","2","57415"
"UP408","24-216","1","57416"
"UP409","1-1.2","3","57417"
"UP409","13-3.6","0,25","57418"
"UP409","19-710","2","57419"
"UP409","24-216","1","57420"
"UP410","1-1.2","3","57421"
"UP410","13-3.6","0,25","57422"
"UP410","19-710","2","57423"
"UP410","24-216","1","57424"
"UP411","1-1.2","3","57425"
"UP411","13-3.6","0,25","57426"
"UP411","19-710","2","57427"
"UP411","24-216","1","57428"
"UP412","1-1.2","3","57429"
"UP412","13-3.6","0,25","57430"
"UP412","19-710","2","57431"
"UP412","24-216","1","57432"
"UP413","1-1.2","3","57433"
"UP413","13-3.6","0,25","57434"
"UP413","19-710","2","57435"
"UP413","24-216","1","57436"
"UP414","1-1.2","3","57437"
"UP414","13-3.6","0,25","57438"
"UP414","19-710","2","57439"
"UP414","24-216","1","57440"
"UP415","1-1.2","3","57441"
"UP415","13-3.6","0,25","57442"
"UP415","19-710","2","57443"
"UP415","24-216","1","57444"
"UP416","1-1.2","3","57445"
"UP416","13-3.6","0,25","57446"
"UP416","19-710","2","57447"
"UP416","24-216","1","57448"
"UP417","1-1.2","3","57449"
"UP417","13-3.6","0,25","57450"
"UP417","19-710","2","57451"
"UP417","24-216","1","57452"
"UP418","1-1.2","3","57453"
"UP418","13-3.6","1","57454"
"UP418","19-710","2","57455"
"UP418","24-216","1","57456"
"UP418","7-3.4","0,25","57457"
"UP419","1-1.2","3","57458"
"UP419","13-3.6","0,25","57459"
"UP419","19-710","2","57460"
"UP419","24-216","1","57461"
"UP420","1-1.2","3","57462"
"UP420","13-3.6","0,25","57463"
"UP420","19-710","2","57464"
"UP420","24-216","1","57465"
"UP421","1-1.2","3","57466"
"UP421","13-3.6","0,25","57467"
"UP421","19-710","2","57468"
"UP421","24-216","1","57469"
"UP422","1-1.2","3","57470"
"UP422","13-3.6","0,25","57471"
"UP422","19-710","2","57472"
"UP422","24-216","1","57473"
"UP423","1-1.2","3","57474"
"UP423","13-3.6","0,25","57475"
"UP423","19-710","2","57476"
"UP423","24-216","1","57477"
"UP424","1-1.2","3","57478"
"UP424","13-3.6","0,25","57479"
"UP424","19-710","2","57480"
"UP424","24-216","1","57481"
"UP425","1-1.2","3","57482"
"UP425","13-3.6","0,25","57483"
"UP425","19-710","2","57484"
"UP425","24-216","1","57485"
"UP426","1-1.2","3","57486"
"UP426","13-3.6","0,25","57487"
"UP426","19-710","2","57488"
"UP426","24-216","1","57489"
"UP427","1-1.2","3","57490"
"UP427","13-3.6","0,25","57491"
"UP427","19-710","2","57492"
"UP427","24-216","1","57493"
"UP428","1-1.2","3","57494"
"UP428","13-3.6","0,25","57495"
"UP428","19-710","2","57496"
"UP428","24-216","1","57497"
"UP429","1-1.2","3","57498"
"UP429","13-3.6","0,25","57499"
"UP429","19-710","3","57500"
"UP429","24-216","1","57501"
"UP430","1-1.2","3","57502"
"UP430","13-3.6","0,25","57503"
"UP430","19-710","2","57504"
"UP430","24-216","1","57505"
"UP431","1-1.2","2","57506"
"UP431","19-710","1","57507"
"UP431","24-216","0,25","57508"
"UP431","8-3.5","0,25","57509"
"UP432","1-1.2","3","57510"
"UP432","13-3.6","0,25","57511"
"UP432","19-710","2","57512"
"UP432","24-216","0,25","57513"
"UP433","1-1.2","2","57514"
"UP433","19-710","1","57515"
"UP433","24-216","1","57516"
"UP433","8-3.5","1","57517"
"UP434","1-1.2","2","57518"
"UP434","19-710","1","57519"
"UP434","24-216","0,25","57520"
"UP434","8-3.5","0,25","57521"
"UP435","1-1.2","2","57522"
"UP435","19-710","1","57523"
"UP435","24-216","1","57524"
"UP435","8-3.5","1","57525"
"UP436","1-1.2","2","57526"
"UP436","19-710","1","57527"
"UP436","24-216","0,25","57528"
"UP436","8-3.5","0,25","57529"
"UP438","1-1.1","1","57530"
"UP438","1-1.2","2","57531"
"UP438","19-215","1","57532"
"UP438","19-514","1","57533"
"UP438","19-710","2","57534"
"UP438","24-216","1","57535"
"UP438","8-3.5","1","57536"
"UP439","1-1.1","2","57537"
"UP439","1-1.2","4","57538"
"UP439","19-215","1","57539"
"UP439","19-514","0,5","57540"
"UP439","19-710","2","57541"
"UP439","24-216","1","57542"
"UP439","8-3.5","0,5","57543"
"UP440","1-1.2","4","57544"
"UP440","19-215","1","57545"
"UP440","19-710","2","57546"
"UP440","24-216","1","57547"
"UP440","8-3.5","1","57548"
"UP441","1-1.2","4","57549"
"UP441","19-215","1","57550"
"UP441","19-710","2","57551"
"UP441","24-216","1","57552"
"UP441","8-3.5","1","57553"
"UP442","1-1.1","2","57554"
"UP442","1-1.2","2","57555"
"UP442","19-215","1","57556"
"UP442","19-514","1","57557"
"UP442","19-710","2","57558"
"UP442","24-216","1","57559"
"UP442","8-3.5","1","57560"
"UP443","1-1.2","4","57561"
"UP443","19-215","1","57562"
"UP443","19-514","1","57563"
"UP443","19-710","2","57564"
"UP443","24-216","1","57565"
"UP443","8-3.5","1","57566"
"UP444","1-1.1","2","57567"
"UP444","1-1.2","2","57568"
"UP444","19-215","1","57569"
"UP444","19-514","1","57570"
"UP444","19-710","2","57571"
"UP444","24-216","1","57572"
"UP444","8-3.5","1","57573"
"UP445","1-1.1","2","57574"
"UP445","1-1.2","4","57575"
"UP445","19-215","1","57576"
"UP445","19-514","1","57577"
"UP445","19-710","2","57578"
"UP445","24-216","1","57579"
"UP445","8-3.5","1","57580"
"UP446","1-1.1","2","57581"
"UP446","1-1.2","4","57582"
"UP446","19-215","1","57583"
"UP446","19-514","1","57584"
"UP446","19-710","2","57585"
"UP446","24-216","1","57586"
"UP446","8-3.5","1","57587"
"UP447","1-1.2","4","57588"
"UP447","19-215","1","57589"
"UP447","19-514","1","57590"
"UP447","19-710","2","57591"
"UP447","24-216","1","57592"
"UP447","8-3.5","1","57593"
"UP448","1-1.1","3","57594"
"UP448","1-1.2","4","57595"
"UP448","19-215","1","57596"
"UP448","19-514","1","57597"
"UP448","19-710","2","57598"
"UP448","24-216","1","57599"
"UP448","8-3.5","1","57600"
"UP450","1-1.2","3","57601"
"UP450","13-3.6","0,25","57602"
"UP450","19-710","2","57603"
"UP450","24-216","0,25","57604"
"UP451","1-1.2","3","57605"
"UP451","13-3.6","0,25","57606"
"UP451","19-710","2","57607"
"UP451","24-216","0,25","57608"
"UP453","1-1.2","3","57609"
"UP453","13-3.6","1","57610"
"UP453","19-215","1","57611"
"UP453","19-710","2","57612"
"UP453","24-216","1","57613"
"UP455","1-1.2","3","57614"
"UP455","13-3.6","0,25","57615"
"UP455","19-710","2","57616"
"UP455","24-216","0,25","57617"
"UP456","1-1.2","3","57618"
"UP456","13-3.6","0,25","57619"
"UP456","19-710","2","57620"
"UP456","24-216","0,25","57621"
"UP458","1-1.2","3","57622"
"UP458","19-710","1","57623"
"UP458","24-216","0,25","57624"
"UP458","8-3.5","0,25","57625"
"UP459","1-1.2","3","57626"
"UP459","19-710","1","57627"
"UP459","24-216","0,25","57628"
"UP459","8-3.5","0,25","57629"
"UP460","1-1.2","3","57630"
"UP460","19-710","1","57631"
"UP460","24-216","0,25","57632"
"UP460","8-3.5","0,25","57633"
"UP461","1-1.2","3","57634"
"UP461","19-710","1","57635"
"UP461","24-216","0,25","57636"
"UP461","8-3.5","0,25","57637"
"UP462","1-1.2","3","57638"
"UP462","19-710","1","57639"
"UP462","24-216","0,25","57640"
"UP462","8-3.5","0,25","57641"
"UP463","1-1.2","3","57642"
"UP463","19-710","1","57643"
"UP463","24-216","0,25","57644"
"UP463","8-3.5","0,25","57645"
"UP464","1-1.2","3","57646"
"UP464","19-710","1","57647"
"UP464","24-216","0,25","57648"
"UP464","8-3.5","0,25","57649"
"UP465","1-1.2","2","57650"
"UP465","13-3.6","0,25","57651"
"UP465","19-710","1","57652"
"UP465","24-216","0,25","57653"
"UP467","1-1.2","3","57654"
"UP467","13-3.6","0,25","57655"
"UP467","19-710","2","57656"
"UP467","24-216","0,25","57657"
"UP468","1-1.2","3","57658"
"UP468","13-3.6","0,25","57659"
"UP468","19-710","2","57660"
"UP468","24-216","0,25","57661"
"UP469","1-1.2","3","57662"
"UP469","13-3.6","0,25","57663"
"UP469","19-710","2","57664"
"UP469","24-216","0,25","57665"
"UP470","1-1.2","3","57666"
"UP470","13-3.6","0,25","57667"
"UP470","19-710","2","57668"
"UP470","24-216","0,25","57669"
"UP471","1-1.2","3","57670"
"UP471","13-3.6","0,25","57671"
"UP471","19-710","2","57672"
"UP471","24-216","0,25","57673"
"UP472","1-1.2","3","57674"
"UP472","19-710","2","57675"
"UP472","24-216","0,25","57676"
"UP472","7-3.4","0,25","57677"
"UP473","1-1.2","1","57678"
"UP473","11-220","1","57679"
"UP473","13-3.6","0,25","57680"
"UP473","19-514","0,25","57681"
"UP473","25-227","0,25","57682"
"UP474","1-1.1","1","57683"
"UP474","11-220","1","57684"
"UP474","13-3.6","0,25","57685"
"UP474","19-514","0,25","57686"
"UP474","25-227","0,25","57687"
"UP475","1-1.2","1","57688"
"UP475","11-220","1","57689"
"UP475","13-3.6","0,25","57690"
"UP475","19-514","0,25","57691"
"UP475","25-227","0,25","57692"
"UP476","1-1.2","1","57693"
"UP476","11-220","1","57694"
"UP476","13-3.6","0,25","57695"
"UP476","19-514","0,25","57696"
"UP476","25-227","0,25","57697"
"UP480","1-1.2","2","57698"
"UP480","13-3.6","1","57699"
"UP480","24-5.4","4","57700"
"UP480","24-516","1","57701"
"UP480","2-5.1","4","57702"
"UP480","4-3.3","1","57703"
"UP480","7-6.2","1","57704"
"UP484","1-1.1","7","57705"
"UP484","1-1.2","1","57706"
"UP484","11-5.2","2","57707"
"UP484","19-2.2","2","57708"
"UP484","25-227","1","57709"
"UP485","1-1.1","7","57710"
"UP485","1-1.2","1","57711"
"UP485","11-5.2","2","57712"
"UP485","19-2.2","2","57713"
"UP485","25-227","1","57714"
"UP486","1-1.1","8","57715"
"UP486","1-1.2","1","57716"
"UP486","11-5.2","2","57717"
"UP486","19-2.2","2","57718"
"UP486","25-227","1","57719"
"UP487","1-1.1","9","57720"
"UP487","1-1.2","1","57721"
"UP487","11-5.2","2","57722"
"UP487","19-2.2","2","57723"
"UP487","25-227","1","57724"
"UP488","1-1.1","9","57725"
"UP488","1-1.2","1","57726"
"UP488","11-5.2","2","57727"
"UP488","19-2.2","2","57728"
"UP488","25-227","1","57729"
"UP489","1-1.1","12","57730"
"UP489","1-1.2","3","57731"
"UP489","11-5.2","5","57732"
"UP489","19-2.2","2","57733"
"UP489","25-227","1","57734"
"UP490","1-1.1","8","57735"
"UP490","1-1.2","2","57736"
"UP490","11-230","1","57737"
"UP490","11-5.2","2","57738"
"UP490","19-2.2","2","57739"
"UP490","25-227","1","57740"
"UP490","6-2.29","1","57741"
"UP491","1-1.1","9","57742"
"UP491","1-1.2","3","57743"
"UP491","11-5.2","4","57744"
"UP491","19-2.2","2","57745"
"UP491","25-227","1","57746"
"UP492","1-1.1","4","57747"
"UP492","1-1.2","4","57748"
"UP492","11-2.8","1","57749"
"UP492","19-2.9","3","57750"
"UP492","24-210","1","57751"
"UP493","1-1.1","4","57752"
"UP493","1-1.2","4","57753"
"UP493","11-2.8","2","57754"
"UP493","19-2.9","2","57755"
"UP493","24-210","1","57756"
"UP494","1-1.1","4","57757"
"UP494","1-1.2","4","57758"
"UP494","11-2.8","1","57759"
"UP494","19-2.9","1","57760"
"UP494","24-210","0,25","57761"
"UP497","1-1.1","2","57762"
"UP497","13-3.6","1","57763"
"UP497","24-516","0,25","57764"
"UP498","1-1.1","2","57765"
"UP498","13-3.6","1","57766"
"UP498","19-5.3","1","57767"
"UP498","24-516","0,25","57768"
"UP500","1-1.1","10","57769"
"UP500","1-1.2","1","57770"
"UP500","13-3.6","2","57771"
"UP500","19-5.3","2","57772"
"UP500","24-5.4","1","57773"
"UP500","2-5.1","3","57774"
"UP500","25-227","1","57775"
"UP502","1-1.1","8","57776"
"UP502","1-1.2","3","57777"
"UP502","11-5.2","2","57778"
"UP502","19-2.2","3","57779"
"UP502","25-227","0,5","57780"
"UP503","1-1.1","8","57781"
"UP503","1-1.2","3","57782"
"UP503","11-5.2","0,25","57783"
"UP503","19-2.2","3","57784"
"UP503","25-227","0,5","57785"
"UP503","6-2.29","1","57786"
"UP504","1-1.1","8","57787"
"UP504","1-1.2","3","57788"
"UP504","11-5.2","2","57789"
"UP504","19-2.2","3","57790"
"UP504","25-227","0,5","57791"
"UP505","1-1.1","8","57792"
"UP505","1-1.2","2,5","57793"
"UP505","11-5.2","2","57794"
"UP505","19-2.2","2","57795"
"UP505","25-227","0,25","57796"
"UP506","1-1.1","8","57797"
"UP506","1-1.2","2,5","57798"
"UP506","11-5.2","2","57799"
"UP506","19-2.2","2","57800"
"UP506","25-227","0,25","57801"
"UP507","1-1.1","8","57802"
"UP507","1-1.2","2","57803"
"UP507","11-5.2","1","57804"
"UP507","19-2.2","2","57805"
"UP507","25-227","0,25","57806"
"UP507","6-2.29","1","57807"
"UP508","1-1.1","8","57808"
"UP508","1-1.2","2","57809"
"UP508","11-5.2","1","57810"
"UP508","19-2.2","1","57811"
"UP508","25-227","0,25","57812"
"UP508","6-2.29","1","57813"
"UP509","1-1.1","8","57814"
"UP509","1-1.2","2","57815"
"UP509","11-5.2","1","57816"
"UP509","19-2.2","1","57817"
"UP509","25-227","0,25","57818"
"UP509","6-2.29","1","57819"
"UP510","1-1.1","8","57820"
"UP510","1-1.2","2","57821"
"UP510","11-5.2","1","57822"
"UP510","19-2.2","1","57823"
"UP510","25-227","0,25","57824"
"UP510","6-2.29","1","57825"
"UP511","1-1.1","8","57826"
"UP511","1-1.2","2","57827"
"UP511","11-5.2","1","57828"
"UP511","19-2.2","1","57829"
"UP511","25-227","0,25","57830"
"UP511","6-2.29","1","57831"
"UP512","1-1.1","8","57832"
"UP512","1-1.2","2","57833"
"UP512","11-5.2","1","57834"
"UP512","19-2.2","1","57835"
"UP512","25-227","0,25","57836"
"UP512","6-2.29","1","57837"
"UP513","1-1.1","8","57838"
"UP513","1-1.2","2","57839"
"UP513","11-5.2","1","57840"
"UP513","19-2.2","1","57841"
"UP513","25-227","0,25","57842"
"UP513","6-2.29","1","57843"
"UP514","1-1.1","8","57844"
"UP514","1-1.2","2","57845"
"UP514","11-5.2","1","57846"
"UP514","19-2.2","1","57847"
"UP514","25-227","0,25","57848"
"UP514","6-2.29","1","57849"
"UP515","1-1.1","8","57850"
"UP515","1-1.2","2","57851"
"UP515","11-5.2","1","57852"
"UP515","19-2.2","1","57853"
"UP515","25-227","0,25","57854"
"UP515","6-2.29","1","57855"
"UP516","1-1.1","8","57856"
"UP516","1-1.2","2","57857"
"UP516","11-5.2","1","57858"
"UP516","19-2.2","1","57859"
"UP516","25-227","0,25","57860"
"UP516","6-2.29","1","57861"
"UP517","1-1.1","8","57862"
"UP517","1-1.2","2","57863"
"UP517","11-5.2","0,5","57864"
"UP517","19-2.2","1","57865"
"UP517","25-227","0,25","57866"
"UP517","6-2.29","1","57867"
"UP518","1-1.1","8","57868"
"UP518","1-1.2","2","57869"
"UP518","11-5.2","0,5","57870"
"UP518","19-2.2","1","57871"
"UP518","25-227","0,25","57872"
"UP518","6-2.29","1","57873"
"UP519","1-1.1","8","57874"
"UP519","1-1.2","2","57875"
"UP519","11-5.2","0,5","57876"
"UP519","19-2.2","1","57877"
"UP519","25-227","0,25","57878"
"UP519","6-2.29","1","57879"
"UP520","1-1.1","8","57880"
"UP520","1-1.2","2","57881"
"UP520","11-5.2","0,5","57882"
"UP520","19-2.2","1","57883"
"UP520","25-227","0,25","57884"
"UP520","6-2.29","1","57885"
"UP521","1-1.1","8","57886"
"UP521","1-1.2","2","57887"
"UP521","11-5.2","0,5","57888"
"UP521","19-2.2","1","57889"
"UP521","25-227","0,25","57890"
"UP521","6-2.29","1","57891"
"UP522","1-1.1","8","57892"
"UP522","1-1.2","2","57893"
"UP522","11-5.2","0,5","57894"
"UP522","19-2.2","1","57895"
"UP522","25-227","0,25","57896"
"UP522","6-2.29","1","57897"
"UP523","1-1.1","8","57898"
"UP523","1-1.2","2","57899"
"UP523","11-5.2","0,5","57900"
"UP523","19-2.2","1","57901"
"UP523","25-227","0,25","57902"
"UP523","6-2.29","1","57903"
"UP524","1-1.1","8","57904"
"UP524","1-1.2","2","57905"
"UP524","11-5.2","0,5","57906"
"UP524","19-2.2","1","57907"
"UP524","25-227","0,25","57908"
"UP524","6-2.29","1","57909"
"UP525","1-1.1","8","57910"
"UP525","1-1.2","2","57911"
"UP525","11-5.2","0,5","57912"
"UP525","19-2.2","1","57913"
"UP525","25-227","0,25","57914"
"UP525","6-2.29","1","57915"
"UP526","1-1.1","8","57916"
"UP526","1-1.2","2","57917"
"UP526","11-5.2","0,5","57918"
"UP526","19-2.2","1","57919"
"UP526","25-227","0,5","57920"
"UP526","6-2.29","1","57921"
"UP527","1-1.1","8","57922"
"UP527","1-1.2","2","57923"
