"CodPar","CodIns","CanIns","Contad"
"EAI001","8-3.5","0,25","18761"
"EAI002","1-1.2","2","18762"
"EAI002","11-228","1","18763"
"EAI002","19-224","1","18764"
"EAI002","24-225","0,5","18765"
"EAI002","7-3.4","0,25","18766"
"EAI003","1-1.1","1","18767"
"EAI003","1-1.2","2","18768"
"EAI003","11-228","1","18769"
"EAI003","19-224","1","18770"
"EAI003","24-225","0,5","18771"
"EAI003","7-3.4","0,25","18772"
"EAI004","1-1.2","2","18773"
"EAI004","19-224","1","18774"
"EAI004","24-225","1","18775"
"EAI004","7-3.4","0,25","18776"
"EAI005","1-1.1","2","18777"
"EAI005","1-1.2","2","18778"
"EAI005","11-228","1","18779"
"EAI005","19-2.2","1","18780"
"EAI005","24-2.3","0,25","18781"
"EAI005","8-3.5","0,25","18782"
"EAI006","1-1.2","2","18783"
"EAI006","19-224","1","18784"
"EAI006","24-225","0,25","18785"
"EAI006","7-3.4","0,25","18786"
"EAI007","1-1.2","2","18787"
"EAI007","11-228","1","18788"
"EAI007","19-224","1","18789"
"EAI007","24-225","1","18790"
"EAI007","8-3.5","0,25","18791"
"EAI008","1-1.2","2","18792"
"EAI008","11-228","1","18793"
"EAI008","19-224","1","18794"
"EAI008","24-225","0,25","18795"
"EAI008","8-3.5","0,25","18796"
"EAI009","1-1.1","2","18797"
"EAI009","1-1.2","2","18798"
"EAI009","11-228","1","18799"
"EAI009","19-2.2","1","18800"
"EAI009","24-2.3","0,25","18801"
"EAI009","8-3.5","0,25","18802"
"EAI010","1-1.1","3","18803"
"EAI010","1-1.2","2","18804"
"EAI010","11-223","1","18805"
"EAI010","11-228","1","18806"
"EAI010","19-224","2","18807"
"EAI010","25-227","0,5","18808"
"EAI011","1-1.2","2","18809"
"EAI011","11-228","1","18810"
"EAI011","19-224","1","18811"
"EAI011","24-225","2","18812"
"EAI011","8-3.5","0,25","18813"
"EAI012","1-1.1","1","18814"
"EAI012","1-1.2","2","18815"
"EAI012","11-223","2","18816"
"EAI012","11-228","1","18817"
"EAI012","19-224","1","18818"
"EAI012","25-227","0,5","18819"
"EAI013","1-1.1","1","18820"
"EAI013","1-1.2","1","18821"
"EAI013","11-228","1","18822"
"EAI013","19-224","2","18823"
"EAI013","24-225","0,5","18824"
"EAI014","1-1.2","2","18825"
"EAI014","11-228","1","18826"
"EAI014","19-224","1","18827"
"EAI014","24-225","0,25","18828"
"EAI014","8-3.5","0,25","18829"
"EAI015","1-1.1","2","18830"
"EAI015","1-1.2","2","18831"
"EAI015","19-2.2","2","18832"
"EAI015","25-227","0,25","18833"
"EAI015","7-3.4","0,25","18834"
"EAI016","1-1.1","2","18835"
"EAI016","1-1.2","2","18836"
"EAI016","11-228","0,5","18837"
"EAI016","19-2.2","2","18838"
"EAI016","25-227","0,25","18839"
"EAI016","7-3.4","0,25","18840"
"EAI017","1-1.1","1","18841"
"EAI017","1-1.2","1","18842"
"EAI017","19-2.2","2","18843"
"EAI017","25-227","0,25","18844"
"EAI017","7-3.4","0,25","18845"
"EAI018","1-1.2","2","18846"
"EAI018","11-228","1","18847"
"EAI018","19-224","1","18848"
"EAI018","24-225","1","18849"
"EAI018","8-3.5","0,25","18850"
"EAI019","1-1.2","2","18851"
"EAI019","11-228","0,5","18852"
"EAI019","19-224","1","18853"
"EAI019","24-225","0,25","18854"
"EAI019","8-3.5","0,25","18855"
"EAI020","1-1.2","2","18856"
"EAI020","11-228","1","18857"
"EAI020","19-224","1","18858"
"EAI020","24-225","1","18859"
"EAI020","8-3.5","0,25","18860"
"EAI021","1-1.1","2","18861"
"EAI021","1-1.2","2","18862"
"EAI021","11-228","1","18863"
"EAI021","19-224","1","18864"
"EAI021","24-225","1","18865"
"EAI021","8-3.5","0,25","18866"
"EAI022","1-1.2","2","18867"
"EAI022","19-221","2","18868"
"EAI022","24-222","0,25","18869"
"EAI023","1-1.1","1","18870"
"EAI023","1-1.2","2","18871"
"EAI023","11-228","1","18872"
"EAI023","19-224","1","18873"
"EAI023","24-225","0,5","18874"
"EAI023","7-3.4","0,25","18875"
"EAI024","1-1.1","2","18876"
"EAI024","1-1.2","2","18877"
"EAI024","11-228","1","18878"
"EAI024","19-2.2","1","18879"
"EAI024","24-2.3","0,25","18880"
"EAI024","8-3.5","0,25","18881"
"EAI025","1-1.1","4","18882"
"EAI025","19-224","1","18883"
"EAI025","24-225","0,5","18884"
"EAI025","8-3.5","0,25","18885"
"EAI026","1-1.1","1","18886"
"EAI026","1-1.2","2","18887"
"EAI026","19-224","2","18888"
"EAI026","24-225","1","18889"
"EAI026","8-3.5","0,25","18890"
"EAI027","1-1.1","1","18891"
"EAI027","1-1.2","2","18892"
"EAI027","11-223","2","18893"
"EAI027","11-228","0,25","18894"
"EAI027","19-224","1","18895"
"EAI027","25-227","0,5","18896"
"EAI028","1-1.1","1","18897"
"EAI028","1-1.2","1","18898"
"EAI028","19-224","2","18899"
"EAI028","24-225","0,5","18900"
"EAI029","1-1.1","1","18901"
"EAI029","1-1.2","2","18902"
"EAI029","11-228","1","18903"
"EAI029","19-224","1","18904"
"EAI029","24-225","0,5","18905"
"EAI029","7-3.4","0,25","18906"
"EAI030","1-1.1","3","18907"
"EAI030","11-223","1","18908"
"EAI030","25-227","0,5","18909"
"EAI031","1-1.1","4","18910"
"EAI031","1-1.2","1","18911"
"EAI031","11-223","1","18912"
"EAI031","19-2.2","1","18913"
"EAI031","25-227","0,5","18914"
"EAI032","1-1.1","1","18915"
"EAI032","1-1.2","2","18916"
"EAI032","11-223","2","18917"
"EAI032","19-224","1","18918"
"EAI032","25-227","0,5","18919"
"EAI033","1-1.2","2","18920"
"EAI033","19-224","1","18921"
"EAI033","24-225","0,5","18922"
"EAI033","8-3.5","0,25","18923"
"EAI034","1-1.2","2","18924"
"EAI034","19-224","1","18925"
"EAI034","24-225","0,5","18926"
"EAI034","7-3.4","0,25","18927"
"EAI035","1-1.1","2","18928"
"EAI035","1-1.2","1","18929"
"EAI035","11-223","1","18930"
"EAI035","25-227","0,5","18931"
"EAI036","1-1.1","2","18932"
"EAI036","1-1.2","1","18933"
"EAI036","11-223","1","18934"
"EAI036","25-227","0,5","18935"
"EAI037","1-1.1","2","18936"
"EAI037","1-1.2","1","18937"
"EAI037","11-223","1","18938"
"EAI037","19-2.2","1","18939"
"EAI037","25-227","1","18940"
"EAI037","7-3.4","1","18941"
"EAI038","1-1.2","2","18942"
"EAI038","19-224","1","18943"
"EAI038","24-225","1","18944"
"EAI038","8-3.5","0,25","18945"
"EAI039","1-1.2","2","18946"
"EAI039","19-224","1","18947"
"EAI039","24-225","1","18948"
"EAI039","8-3.5","0,25","18949"
"EAI040","1-1.2","2","18950"
"EAI040","19-224","1","18951"
"EAI040","24-225","1","18952"
"EAI040","8-3.5","0,25","18953"
"EAI041","1-1.1","2","18954"
"EAI041","1-1.2","2","18955"
"EAI041","19-2.2","1","18956"
"EAI041","19-224","1","18957"
"EAI041","24-225","1","18958"
"EAI041","8-3.5","0,25","18959"
"EAI042","1-1.2","2","18960"
"EAI042","11-228","0,5","18961"
"EAI042","19-224","1","18962"
"EAI042","24-225","0,25","18963"
"EAI042","8-3.5","0,25","18964"
"EAI043","19-2.2","0,5","18965"
"EAI043","19-224","1","18966"
"EAI043","24-225","1","18967"
"EAI043","25-227","0,25","18968"
"EAI044","19-2.2","0,5","18969"
"EAI044","19-224","1","18970"
"EAI044","24-225","1","18971"
"EAI044","25-227","0,25","18972"
"EAI045","19-2.2","0,5","18973"
"EAI045","19-224","1","18974"
"EAI045","24-225","1","18975"
"EAI045","25-227","0,25","18976"
"EAI046","19-2.2","0,5","18977"
"EAI046","19-224","1","18978"
"EAI046","24-225","1","18979"
"EAI046","25-227","0,25","18980"
"EAI047","1-1.1","2","18981"
"EAI047","11-7.6","2","18982"
"EAI047","19-2.2","1","18983"
"EAI047","25-227","0,25","18984"
"EAI047","8-3.5","0,25","18985"
"EAI048","1-1.1","2","18986"
"EAI048","11-7.6","2","18987"
"EAI048","19-2.2","1","18988"
"EAI048","25-227","0,25","18989"
"EAI048","8-3.5","0,25","18990"
"EAI049","1-1.1","2","18991"
"EAI049","11-7.6","2","18992"
"EAI049","19-2.2","1","18993"
"EAI049","25-227","0,25","18994"
"EAI049","8-3.5","0,25","18995"
"EAI050","1-1.1","2","18996"
"EAI050","11-7.6","2","18997"
"EAI050","19-2.2","1","18998"
"EAI050","25-227","0,25","18999"
"EAI050","8-3.5","0,25","19000"
"EAI051","1-1.1","2","19001"
"EAI051","11-7.6","2","19002"
"EAI051","19-2.2","1","19003"
"EAI051","25-227","0,25","19004"
"EAI051","8-3.5","0,25","19005"
"EAI052","1-1.1","2","19006"
"EAI052","11-7.6","2","19007"
"EAI052","19-2.2","1","19008"
"EAI052","25-227","0,25","19009"
"EAI052","8-3.5","0,25","19010"
"EAI053","1-1.1","2","19011"
"EAI053","11-7.6","2","19012"
"EAI053","19-2.2","1","19013"
"EAI053","25-227","0,25","19014"
"EAI053","8-3.5","0,25","19015"
"EAI054","1-1.1","2","19016"
"EAI054","11-7.6","2","19017"
"EAI054","19-2.2","1","19018"
"EAI054","25-227","0,25","19019"
"EAI054","8-3.5","0,25","19020"
"EAI055","1-1.2","2","19021"
"EAI055","11-228","1","19022"
"EAI055","19-224","1","19023"
"EAI055","24-225","1","19024"
"EAI055","8-3.5","0,25","19025"
"EAI056","1-1.1","2","19026"
"EAI056","1-1.2","1","19027"
"EAI056","11-228","0,25","19028"
"EAI056","19-224","2","19029"
"EAI056","24-225","0,5","19030"
"EAI057","1-1.1","1","19031"
"EAI057","1-1.2","1","19032"
"EAI057","19-224","1","19033"
"EAI057","24-225","0,5","19034"
"EAI058","1-1.1","1","19035"
"EAI058","1-1.2","1","19036"
"EAI058","19-224","1","19037"
"EAI058","24-225","0,5","19038"
"EAI059","1-1.1","2","19039"
"EAI059","19-224","1","19040"
"EAI059","24-225","0,25","19041"
"EAI060","1-1.1","2","19042"
"EAI060","19-2.2","0,5","19043"
"EAI060","19-224","1","19044"
"EAI060","24-225","1","19045"
"EAI060","25-227","0,25","19046"
"EAI061","1-1.1","3","19047"
"EAI061","11-211","1","19048"
"EAI061","25-227","0,5","19049"
"EAI062","1-1.1","1","19050"
"EAI062","1-1.2","2","19051"
"EAI062","11-223","2","19052"
"EAI062","11-228","0,25","19053"
"EAI062","19-224","1","19054"
"EAI062","25-227","0,5","19055"
"EAI063","1-1.2","2","19056"
"EAI063","11-228","1","19057"
"EAI063","19-224","1","19058"
"EAI063","24-225","1","19059"
"EAI063","8-3.5","0,25","19060"
"EAI064","1-1.1","1","19061"
"EAI064","1-1.2","2","19062"
"EAI064","11-223","1","19063"
"EAI064","11-228","0,25","19064"
"EAI064","19-224","1","19065"
"EAI064","24-225","0,5","19066"
"EAI065","1-1.1","2","19067"
"EAI065","1-1.2","2","19068"
"EAI065","11-228","1","19069"
"EAI065","19-2.2","1","19070"
"EAI065","24-2.3","0,25","19071"
"EAI065","8-3.5","0,25","19072"
"EAI066","1-1.1","1","19073"
"EAI066","1-1.2","2","19074"
"EAI066","11-228","1","19075"
"EAI066","19-224","1","19076"
"EAI066","24-225","1","19077"
"EAI066","8-3.5","0,25","19078"
"EAI067","1-1.2","2","19079"
"EAI067","19-224","1","19080"
"EAI067","24-225","1","19081"
"EAI067","7-3.4","0,25","19082"
"EAI068","1-1.1","3","19083"
"EAI068","1-1.2","2","19084"
"EAI068","11-223","1","19085"
"EAI068","11-228","0,25","19086"
"EAI068","19-224","2","19087"
"EAI068","25-227","0,25","19088"
"EAI069","1-1.1","3","19089"
"EAI069","1-1.2","2","19090"
"EAI069","11-223","1","19091"
"EAI069","11-228","0,25","19092"
"EAI069","19-224","2","19093"
"EAI069","25-227","0,25","19094"
"EAI070","1-1.1","3","19095"
"EAI070","1-1.2","2","19096"
"EAI070","11-223","1","19097"
"EAI070","11-228","0,25","19098"
"EAI070","19-224","2","19099"
"EAI070","25-227","0,25","19100"
"EAI071","1-1.1","3","19101"
"EAI071","1-1.2","2","19102"
"EAI071","11-223","1","19103"
"EAI071","11-228","0,25","19104"
"EAI071","19-224","2","19105"
"EAI071","25-227","0,25","19106"
"EAI072","1-1.1","2","19107"
"EAI072","1-1.2","2","19108"
"EAI072","19-224","1","19109"
"EAI072","24-225","1","19110"
"EAI072","7-3.4","0,25","19111"
"EAI073","1-1.1","2","19112"
"EAI073","1-1.2","2","19113"
"EAI073","11-228","1","19114"
"EAI073","19-2.2","1","19115"
"EAI073","24-2.3","1","19116"
"EAI073","8-3.5","0,25","19117"
"EAI074","11-220","1","19118"
"EAI074","19-221","1","19119"
"EAI074","25-227","0,25","19120"
"EAI075","1-1.1","2","19121"
"EAI075","1-1.2","2","19122"
"EAI075","11-223","1","19123"
"EAI075","19-224","1","19124"
"EAI075","24-225","1","19125"
"EAI076","1-1.2","2","19126"
"EAI076","11-228","1","19127"
"EAI076","19-224","1","19128"
"EAI076","24-225","0,25","19129"
"EAI076","8-3.5","0,25","19130"
"EAI077","1-1.2","2","19131"
"EAI077","11-228","1","19132"
"EAI077","19-224","1","19133"
"EAI077","24-225","1","19134"
"EAI077","8-3.5","0,25","19135"
"EAI078","1-1.2","2","19136"
"EAI078","11-228","1","19137"
"EAI078","19-224","1","19138"
"EAI078","24-225","0,25","19139"
"EAI078","8-3.5","0,25","19140"
"EAI079","1-1.1","2","19141"
"EAI079","1-1.2","2","19142"
"EAI079","11-2.1","2","19143"
"EAI079","11-228","1","19144"
"EAI079","19-224","1","19145"
"EAI079","24-225","1","19146"
"EAI079","8-3.5","0,25","19147"
"EAI080","1-1.1","2","19148"
"EAI080","1-1.2","2","19149"
"EAI080","11-2.1","2","19150"
"EAI080","11-228","1","19151"
"EAI080","19-224","1","19152"
"EAI080","24-225","1","19153"
"EAI080","8-3.5","0,25","19154"
"EAI081","1-1.1","2","19155"
"EAI081","1-1.2","2","19156"
"EAI081","11-2.1","2","19157"
"EAI081","11-228","1","19158"
"EAI081","19-224","1","19159"
"EAI081","24-225","1","19160"
"EAI081","8-3.5","0,25","19161"
"EAI082","1-1.1","2","19162"
"EAI082","1-1.2","2","19163"
"EAI082","11-2.1","2","19164"
"EAI082","11-228","1","19165"
"EAI082","19-224","1","19166"
"EAI082","24-225","1","19167"
"EAI082","8-3.5","0,25","19168"
"EAI083","1-1.1","2","19169"
"EAI083","1-1.2","1","19170"
"EAI083","11-220","1","19171"
"EAI083","11-228","1","19172"
"EAI083","19-224","1","19173"
"EAI083","24-225","1","19174"
"EAI083","8-3.5","0,25","19175"
"EAI084","1-1.1","2","19176"
"EAI084","1-1.2","2","19177"
"EAI084","11-228","1","19178"
"EAI084","19-224","1","19179"
"EAI084","24-225","1","19180"
"EAI084","8-3.5","0,25","19181"
"EAI085","1-1.1","2","19182"
"EAI085","1-1.2","2","19183"
"EAI085","11-228","1","19184"
"EAI085","19-224","1","19185"
"EAI085","24-225","1","19186"
"EAI085","8-3.5","0,25","19187"
"EAI086","1-1.1","3","19188"
"EAI086","1-1.2","2","19189"
"EAI086","11-220","1","19190"
"EAI086","11-228","1","19191"
"EAI086","19-224","1","19192"
"EAI086","24-225","1","19193"
"EAI086","8-3.5","0,25","19194"
"EAI087","1-1.1","2","19195"
"EAI087","1-1.2","1","19196"
"EAI087","11-220","1","19197"
"EAI087","11-228","1","19198"
"EAI087","19-224","1","19199"
"EAI087","24-225","1","19200"
"EAI087","8-3.5","0,25","19201"
"EAI088","1-1.1","2","19202"
"EAI088","1-1.2","1","19203"
"EAI088","11-220","1","19204"
"EAI088","11-228","1","19205"
"EAI088","19-224","1","19206"
"EAI088","24-225","1","19207"
"EAI088","8-3.5","0,25","19208"
"EAI089","1-1.1","2","19209"
"EAI089","1-1.2","2","19210"
"EAI089","11-228","1","19211"
"EAI089","19-224","1","19212"
"EAI089","24-225","1","19213"
"EAI089","8-3.5","0,25","19214"
"EAI090","1-1.1","2","19215"
"EAI090","1-1.2","2","19216"
"EAI090","11-2.1","2","19217"
"EAI090","11-228","1","19218"
"EAI090","19-224","1","19219"
"EAI090","24-225","1","19220"
"EAI090","8-3.5","0,25","19221"
"EAI091","1-1.1","2","19222"
"EAI091","1-1.2","1","19223"
"EAI091","11-220","1","19224"
"EAI091","11-228","1","19225"
"EAI091","19-224","1","19226"
"EAI091","24-225","1","19227"
"EAI091","8-3.5","0,25","19228"
"EAI092","1-1.1","2","19229"
"EAI092","1-1.2","1","19230"
"EAI092","11-220","1","19231"
"EAI092","11-228","1","19232"
"EAI092","19-224","1","19233"
"EAI092","24-225","1","19234"
"EAI092","8-3.5","0,25","19235"
"EAI093","1-1.1","2","19236"
"EAI093","1-1.2","1","19237"
"EAI093","11-220","1","19238"
"EAI093","11-228","1","19239"
"EAI093","19-224","1","19240"
"EAI093","24-225","1","19241"
"EAI093","8-3.5","0,25","19242"
"EAI094","1-1.1","2","19243"
"EAI094","1-1.2","1","19244"
"EAI094","11-2.1","1","19245"
"EAI094","11-228","1","19246"
"EAI094","19-224","1","19247"
"EAI094","24-225","1","19248"
"EAI094","8-3.5","0,25","19249"
"EAI095","1-1.1","2","19250"
"EAI095","1-1.2","2","19251"
"EAI095","19-224","1","19252"
"EAI095","24-225","1","19253"
"EAI095","8-3.5","0,25","19254"
"EAI096","1-1.1","2","19255"
"EAI096","1-1.2","2","19256"
"EAI096","11-228","1","19257"
"EAI096","19-224","1","19258"
"EAI096","24-225","1","19259"
"EAI096","8-3.5","0,25","19260"
"EAI097","1-1.1","2","19261"
"EAI097","1-1.2","2","19262"
"EAI097","11-223","2","19263"
"EAI097","25-227","1","19264"
"EAI097","8-3.5","0,25","19265"
"EAI098","1-1.1","3","19266"
"EAI098","1-1.2","1","19267"
"EAI098","11-223","1","19268"
"EAI098","11-228","1","19269"
"EAI098","19-2.2","1","19270"
"EAI098","25-227","1","19271"
"EAI098","8-3.5","0,25","19272"
"EAI099","1-1.1","2","19273"
"EAI099","1-1.2","1","19274"
"EAI099","11-2.1","1","19275"
"EAI099","11-223","1","19276"
"EAI099","11-228","1","19277"
"EAI099","19-224","1","19278"
"EAI099","25-227","1","19279"
"EAI099","8-3.5","0,25","19280"
"EAI100","1-1.1","2","19281"
"EAI100","1-1.2","2","19282"
"EAI100","19-224","1","19283"
"EAI100","24-225","1","19284"
"EAI100","8-3.5","0,25","19285"
"EAI101","1-1.1","2","19286"
"EAI101","1-1.2","2","19287"
"EAI101","19-224","1","19288"
"EAI101","24-225","1","19289"
"EAI101","8-3.5","0,25","19290"
"EAI102","1-1.1","2","19291"
"EAI102","1-1.2","1","19292"
"EAI102","11-2.1","1","19293"
"EAI102","11-223","1","19294"
"EAI102","11-228","1","19295"
"EAI102","25-227","1","19296"
"EAI102","8-3.5","0,25","19297"
"EAI103","1-1.1","2","19298"
"EAI103","1-1.2","1","19299"
"EAI103","11-223","1","19300"
"EAI103","11-228","1","19301"
"EAI103","25-227","1","19302"
"EAI103","8-3.5","0,25","19303"
"EAI104","1-1.1","2","19304"
"EAI104","1-1.2","2","19305"
"EAI104","11-223","1","19306"
"EAI104","25-227","1","19307"
"EAI104","8-3.5","0,25","19308"
"EAI105","1-1.1","2","19309"
"EAI105","1-1.2","2","19310"
"EAI105","11-220","1","19311"
"EAI105","19-224","1","19312"
"EAI105","24-225","1","19313"
"EAI105","8-3.5","0,25","19314"
"EAI106","1-1.1","2","19315"
"EAI106","1-1.2","2","19316"
"EAI106","11-220","1","19317"
"EAI106","11-228","1","19318"
"EAI106","19-224","1","19319"
"EAI106","24-225","1","19320"
"EAI106","8-3.5","0,25","19321"
"EAI107","1-1.1","2","19322"
"EAI107","1-1.2","2","19323"
"EAI107","19-2.2","2","19324"
"EAI107","19-224","1","19325"
"EAI107","24-225","1","19326"
"EAI107","25-227","1","19327"
"EAI107","8-3.5","0,25","19328"
"EAI108","1-1.1","2","19329"
"EAI108","1-1.2","2","19330"
"EAI108","19-224","1","19331"
"EAI108","24-225","1","19332"
"EAI108","8-3.5","0,25","19333"
"EAI109","1-1.1","2","19334"
"EAI109","1-1.2","2","19335"
"EAI109","19-224","2","19336"
"EAI109","24-225","1","19337"
"EAI109","8-3.5","0,25","19338"
"EAI110","1-1.1","2","19339"
"EAI110","1-1.2","2","19340"
"EAI110","19-224","2","19341"
"EAI110","24-225","1","19342"
"EAI110","8-3.5","0,25","19343"
"EAI111","1-1.1","2","19344"
"EAI111","1-1.2","2","19345"
"EAI111","19-224","2","19346"
"EAI111","24-225","1","19347"
"EAI111","8-3.5","0,25","19348"
"EAI112","1-1.1","2","19349"
"EAI112","1-1.2","2","19350"
"EAI112","11-2.1","2","19351"
"EAI112","11-228","1","19352"
"EAI112","19-224","1","19353"
"EAI112","24-225","1","19354"
"EAI112","8-3.5","0,25","19355"
"EAI113","1-1.1","2","19356"
"EAI113","1-1.2","2","19357"
"EAI113","11-2.1","2","19358"
"EAI113","11-228","1","19359"
"EAI113","19-224","1","19360"
"EAI113","24-225","1","19361"
"EAI113","8-3.5","0,25","19362"
"EAI114","1-1.1","2","19363"
"EAI114","1-1.2","2","19364"
"EAI114","11-2.1","2","19365"
"EAI114","11-228","1","19366"
"EAI114","19-224","1","19367"
"EAI114","24-225","1","19368"
"EAI114","8-3.5","0,25","19369"
"EAI115","1-1.1","2","19370"
"EAI115","1-1.2","2","19371"
"EAI115","11-2.1","2","19372"
"EAI115","11-228","1","19373"
"EAI115","19-224","1","19374"
"EAI115","24-225","1","19375"
"EAI115","8-3.5","0,25","19376"
"EAI116","1-1.1","2","19377"
"EAI116","1-1.2","1","19378"
"EAI116","11-220","1","19379"
"EAI116","11-228","1","19380"
"EAI116","19-224","1","19381"
"EAI116","24-225","1","19382"
"EAI116","8-3.5","0,25","19383"
"EAI117","1-1.1","2","19384"
"EAI117","1-1.2","2","19385"
"EAI117","11-228","1","19386"
"EAI117","19-224","1","19387"
"EAI117","24-225","1","19388"
"EAI117","8-3.5","0,25","19389"
"EAI118","1-1.1","2","19390"
"EAI118","1-1.2","2","19391"
"EAI118","11-228","1","19392"
"EAI118","19-224","1","19393"
"EAI118","24-225","1","19394"
"EAI118","8-3.5","0,25","19395"
"EAI119","1-1.1","3","19396"
"EAI119","1-1.2","2","19397"
"EAI119","11-220","1","19398"
"EAI119","11-228","1","19399"
"EAI119","19-224","1","19400"
"EAI119","24-225","1","19401"
"EAI119","8-3.5","0,25","19402"
"EAI120","1-1.1","2","19403"
"EAI120","1-1.2","1","19404"
"EAI120","11-220","1","19405"
"EAI120","11-228","1","19406"
"EAI120","19-224","1","19407"
"EAI120","24-225","1","19408"
"EAI120","8-3.5","0,25","19409"
"EAI121","1-1.1","2","19410"
"EAI121","1-1.2","1","19411"
"EAI121","11-220","1","19412"
"EAI121","11-228","1","19413"
"EAI121","19-224","1","19414"
"EAI121","24-225","1","19415"
"EAI121","8-3.5","0,25","19416"
"EAI122","1-1.1","2","19417"
"EAI122","1-1.2","2","19418"
"EAI122","11-228","1","19419"
"EAI122","19-224","1","19420"
"EAI122","24-225","1","19421"
"EAI122","8-3.5","0,25","19422"
"EAI123","1-1.1","2","19423"
"EAI123","1-1.2","2","19424"
"EAI123","11-2.1","2","19425"
"EAI123","11-228","1","19426"
"EAI123","19-224","1","19427"
"EAI123","24-225","1","19428"
"EAI123","8-3.5","0,25","19429"
"EAI124","1-1.1","2","19430"
"EAI124","1-1.2","1","19431"
"EAI124","11-220","1","19432"
"EAI124","11-228","1","19433"
"EAI124","19-224","1","19434"
"EAI124","24-225","1","19435"
"EAI124","8-3.5","0,25","19436"
"EAI125","1-1.1","2","19437"
"EAI125","1-1.2","1","19438"
"EAI125","11-220","1","19439"
"EAI125","11-228","1","19440"
"EAI125","19-224","1","19441"
"EAI125","24-225","1","19442"
"EAI125","8-3.5","0,25","19443"
"EAI126","1-1.1","2","19444"
"EAI126","1-1.2","1","19445"
"EAI126","11-220","1","19446"
"EAI126","11-228","1","19447"
"EAI126","19-224","1","19448"
"EAI126","24-225","1","19449"
"EAI126","8-3.5","0,25","19450"
"EAI127","1-1.1","2","19451"
"EAI127","1-1.2","1","19452"
"EAI127","11-2.1","1","19453"
"EAI127","11-228","1","19454"
"EAI127","19-224","1","19455"
"EAI127","24-225","1","19456"
"EAI127","8-3.5","0,25","19457"
"EAI128","1-1.1","2","19458"
"EAI128","1-1.2","2","19459"
"EAI128","19-224","1","19460"
"EAI128","24-225","1","19461"
"EAI128","8-3.5","0,25","19462"
"EAI129","1-1.1","2","19463"
"EAI129","1-1.2","2","19464"
"EAI129","11-228","1","19465"
"EAI129","19-224","1","19466"
"EAI129","24-225","1","19467"
"EAI129","8-3.5","0,25","19468"
"EAI130","1-1.1","2","19469"
"EAI130","1-1.2","2","19470"
"EAI130","11-223","2","19471"
"EAI130","25-227","1","19472"
"EAI130","8-3.5","0,25","19473"
"EAI131","1-1.1","3","19474"
