"CodMan","CodFam","Descri","Salari","Superv","FecMan"
"PQV034","01","ARMADOR DE TUBERIAS Y ANDAMIOS DE 1RA -P","3,48","","4/5/2026 12:00:00 a. m."
"PQV035","01","ARMADOR DE TUBERIAS Y ANDAMIOS DE 2DA -P","3,23","","4/5/2026 12:00:00 a. m."
"PQV036","01","ARMADOR DE TUBERIAS Y ANDAMIOS DE 3RA -P","3,11","","4/5/2026 12:00:00 a. m."
"PQV037","01","INSPECTOR SIAHO T4 - PEQUIVEN G01","3,73","","4/5/2026 12:00:00 a. m."
"PQV038","01","CAPATAZ - PEQUIVEN G01","3,73","","4/5/2026 12:00:00 a. m."
"PQV039","01","SOPLADOR / SAMBLACISTA - PEQUIVEN G8","2,61","","4/5/2026 12:00:00 a. m."
"PQV040","01","DESPACHADOR MAQUINAS Y HERRAMIENTAS -PEQ","2,88","","4/5/2026 12:00:00 a. m."
"PQV041","01","BOMBERO INDUSTRIAL DE 1RA - PEQUIVEN G3","3,23","","4/5/2026 12:00:00 a. m."
"PQV042","01","BOMBERO INDUSTRIAL DE 2DA - PEQUIVEN G4","3,11","","4/5/2026 12:00:00 a. m."
"PQV043","01","ENFERMERO - PEQUIVEN G01","3,73","","4/5/2026 12:00:00 a. m."
"PQV044","01","CHOFER DE 1RA - PEQUIVEN G4","3,11","","4/5/2026 12:00:00 a. m."
"PQV045","01","CHOFER DE 2DA - PEQUIVEN G5","2,98","","4/5/2026 12:00:00 a. m."
"PQV046","01","REPARADOR AIRE ACONDICIONADO DE 1RA - PE","3,48","","4/5/2026 12:00:00 a. m."
"PQV047","01","REPARADOR AIRE ACONDICIONADO DE 2DA - PE","3,23","","4/5/2026 12:00:00 a. m."
"PQV048","01","ALBAÑIL DE 1RA - PEQUIVEN G2","3,48","","4/5/2026 12:00:00 a. m."
"PQV049","01","ALBAÑIL DE 2DA - PEQUIVEN G3","3,23","","4/5/2026 12:00:00 a. m."
"PQV050","01","CABILLERO - PEQUIVEN G3","3,23","","4/5/2026 12:00:00 a. m."
"PQV051","01","CARPINTERO - PEQUIVEN G3","3,23","","4/5/2026 12:00:00 a. m."
"PQV052","01","PLOMERO DE 1RA - PEQUIVEN G7","2,71","","4/5/2026 12:00:00 a. m."
"PQV053","01","PLOMERO DE 2DA - PEQUIVEN G8","2,61","","4/5/2026 12:00:00 a. m."
"PQV054","01","JARDINERO - PEQUIVEN G11","2,35","","4/5/2026 12:00:00 a. m."
"PQV055","01","LIMPIADOR - PEQUIVEN G10","2,46","","4/5/2026 12:00:00 a. m."
"PQV056","01","MARINERO / MARINO - PEQUIVEN G9","2,55","","4/5/2026 12:00:00 a. m."
"PQV057","01","MARTILLERO / OPERADOR MARTILLO AIRE -PEQ","2,61","","4/5/2026 12:00:00 a. m."
"PQV058","01","PATRON DE LANCHAS - PEQUIVEN G3","3,23","","4/5/2026 12:00:00 a. m."
"PQV059","01","MOTORISTA / MAQUINISTA - PEQUIVEN G8","2,61","","4/5/2026 12:00:00 a. m."
"PQV060","01","PINTOR DE 1RA - PEQUIVEN G7","2,71","","4/5/2026 12:00:00 a. m."
"PQV061","01","PINTOR DE 2DA - PEQUIVEN G8","2,61","","4/5/2026 12:00:00 a. m."
"PQV062","01","OBRERO - PEQUIVEN G9","2,55","","4/5/2026 12:00:00 a. m."
"PQV063","01","VIGILANTE / OPERADOR DE PROTECCION - PEQ","2,88","","4/5/2026 12:00:00 a. m."
"PQV064","01","OPERADOR DE LOCOMOTORA DE 1RA - PEQUIVEN","3,48","","4/5/2026 12:00:00 a. m."
"PQV065","01","OPERADOR DE LOCOMOTORA DE 2DA - PEQUIVEN","3,23","","4/5/2026 12:00:00 a. m."
"PQV066","01","OPERADOR DE LOCOMOTORA DE 3RA - PEQUIVEN","3,11","","4/5/2026 12:00:00 a. m."
"PQV067","01","TRENISTA CAMBIADOR DE VIAS FERREAS - PEQ","3,23","","4/5/2026 12:00:00 a. m."
"PQV068","01","MECANICO ESPECIALISTA EN LOCOMOTORAS - P","3,48","","4/5/2026 12:00:00 a. m."
"PQV069","01","MECANICO ESPECIALISTA EN VAGONES - PEQUI","3,23","","4/5/2026 12:00:00 a. m."
"PQV070","01","ELECTRICISTA ESPECIALISTA LOCOMOTORAS -P","3,48","","4/5/2026 12:00:00 a. m."
"PQV071","01","INSPECTOR SIAHO T3 - PEQUIVEN G2","3,48","","4/5/2026 12:00:00 a. m."
"PQV072","01","INSPECTOR SIAHO T2 - PEQUIVEN G3","3,23","","4/5/2026 12:00:00 a. m."
"PQV073","01","INSPECTOR SIAHO T1 - PEQUIVEN G4","3,11","","4/5/2026 12:00:00 a. m."
"TAB$01","01","TRABAJADOR CONSTRUCCION -N1$ ORIGINAL $ ","0,02","","4/5/2026 12:00:00 a. m."
"TAB$02","01","TRABAJADOR CONSTRUCCION -N2 (N2 VE) $","0,03","","4/5/2026 12:00:00 a. m."
"TAB$03","01","TRABAJADOR CONSTRUCCION -N3 (N3 VE) $","0,03","","4/5/2026 12:00:00 a. m."
"TAB$04","01","TRABAJADOR CONSTRUCCION -N4 (N4 VE) $","0,03","","4/5/2026 12:00:00 a. m."
"TAB$05","01","TRABAJADOR CONSTRUCCION -N5 (N5 VE) $","0,03","","4/5/2026 12:00:00 a. m."
"TAB$06","01","TRABAJADOR CONSTRUCCION -N6 (N6 VE) $","0,03","","4/5/2026 12:00:00 a. m."
"TAB$07","01","TRABAJADOR CONSTRUCCION -N7 (N7 VE) $","0,03","","4/5/2026 12:00:00 a. m."
"TAB$08","01","TRABAJADOR CONSTRUCCION -N8 (N8 VE) $","0,04","","4/5/2026 12:00:00 a. m."
"TAB$09","01","TRABAJADOR CONSTRUCCION -N9 (N9 VE) $","0,04","","4/5/2026 12:00:00 a. m."
"TABN01","01","TRABAJADOR CONSTRUCCION -N1 NEGOCIO SALA","0,09","","4/5/2026 12:00:00 a. m."
"TABN02","01","TRABAJADOR CONSTRUCCION -N2 NEGOCIO EN $","0,1","","4/5/2026 12:00:00 a. m."
"TABN03","01","TRABAJADOR CONSTRUCCION -N3 NEGOCIO EN $","0,11","","4/5/2026 12:00:00 a. m."
"TABN04","01","TRABAJADOR CONSTRUCCION -N4 NEGOCIO EN $","0,12","","4/5/2026 12:00:00 a. m."
"TABN05","01","TRABAJADOR CONSTRUCCION -N5 NEGOCIO EN $","0,13","","4/5/2026 12:00:00 a. m."
"TABN06","01","TRABAJADOR CONSTRUCCION -N6 NEGOCIO EN $","0,13","","4/5/2026 12:00:00 a. m."
"TABN07","01","TRABAJADOR CONSTRUCCION -N7 NEGOCIO EN $","0,14","","4/5/2026 12:00:00 a. m."
"TABN08","01","TRABAJADOR CONSTRUCCION -N8 NEGOCIO EN $","0,15","","4/5/2026 12:00:00 a. m."
"TABN09","01","TRABAJADOR CONSTRUCCION -N9 NEGOCIO EN $","0,15","","4/5/2026 12:00:00 a. m."
"TABN10","01","TRABAJADOR CONSTRUCCION -N1 CVC A TASA M","2,62","","4/5/2026 12:00:00 a. m."
"TABN11","01","TRABAJADOR CONSTRUCCION -N2 CCTC A TASA ","2,84","","4/5/2026 12:00:00 a. m."
"TABN12","01","TRABAJADOR CONSTRUCCION -N3 CCTC A TASA ","2,95","","4/5/2026 12:00:00 a. m."
"TABN13","01","TRABAJADOR CONSTRUCCION -N4 CCTC A TASA ","3,18","","4/5/2026 12:00:00 a. m."
"TABN14","01","TRABAJADOR CONSTRUCCION -N5 CCTC A TASA ","3,49","","4/5/2026 12:00:00 a. m."
"TABN15","01","TRABAJADOR CONSTRUCCION -N6 CCTC A TASA ","3,52","","4/5/2026 12:00:00 a. m."
"TABN16","01","TRABAJADOR CONSTRUCCION -N7 CCTC A TASA ","3,7","","4/5/2026 12:00:00 a. m."
"TABN17","01","TRABAJADOR CONSTRUCCION -N8 CCTC A TASA ","4,07","","4/5/2026 12:00:00 a. m."
"TABN18","01","TRABAJADOR CONSTRUCCION -N9 CCTC A TASA ","4,18","","4/5/2026 12:00:00 a. m."
"TABP01","01","TRABAJADOR PETROLERO PROMEDIO  LIBRE MER","8,08","","4/5/2026 12:00:00 a. m."
"TAC001","01","TRABAJADOR CONSTRUCCION -N1 (CCTC-VE) BS","4,43","","4/5/2026 12:00:00 a. m."
"TAC002","01","TRABAJADOR CONSTRUCCION -N2 (CCTC-VE) BS","4,76","","4/5/2026 12:00:00 a. m."
"TAC003","01","TRABAJADOR CONSTRUCCION -N3 (CCTC-VE) BS","4,99","","4/5/2026 12:00:00 a. m."
"TAC004","01","TRABAJADOR CONSTRUCCION -N4 (CCTC-VE) BS","5,32","","4/5/2026 12:00:00 a. m."
"TAC005","01","TRABAJADOR CONSTRUCCION -N5 (CCTC-VE) BS","5,76","","4/5/2026 12:00:00 a. m."
"TAC006","01","TRABAJADOR CONSTRUCCION -N6 (CCTC-VE) BS","5,87","","4/5/2026 12:00:00 a. m."
"TAC007","01","TRABAJADOR CONSTRUCCION -N7 (CCTC-VE) BS","6,09","","4/5/2026 12:00:00 a. m."
"TAC008","01","TRABAJADOR CONSTRUCCION -N8 (CCTC-VE) BS","6,65","","4/5/2026 12:00:00 a. m."
"TAC009","01","TRABAJADOR CONSTRUCCION -N9 (CCTC-VE) BS","7,2","","4/5/2026 12:00:00 a. m."
