"CodEqu","CodFam","Descri","CosEqu","CosDia","Deprec","Transp","FecEqu","Dep01","Provee","Man01","Rep01","TipEqu"
"HER087","00","EQUIPO PESADO TALLER","29,72","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"HER088","00","EQUIPO LIVIANO DE TALLER HERRERIA","418,42","","0,02","","4/5/2026 12:00:00 a. m.","1","","","",""
"HER089","00","TALADRO RADIAL 32 X 10 MM","330,32","","0,004","","4/5/2026 12:00:00 a. m.","1","","","",""
"HER090","00","SOLDADORA 500 AMPERIOS GASOIL","19269,42","","0,0027","","4/5/2026 12:00:00 a. m.","1","","","",""
"HER091","00","SOLDADORA 150 AMP - 110/220 VOLT","14,3","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"HER092","00","SOLDADORA LINCOLN AC-225 AMP O SIMILAR","44,03","","1","","4/5/2026 12:00:00 a. m.","1","DM Y ESTRUCTURAS C.A. (Andamios)","","",""
"HER093","00","SOPLETE A GASOLINA 2 LT P/SOLDAR ESTAÑO/","242,23","","0,02","","4/5/2026 12:00:00 a. m.","1","OXIGENO BELLO MONTE C.A.","","",""
"HER094","00","PLANTA P/SOLDAR LINCOLN MOD SAE-400 GASO","8808,87","","0,0037","","4/5/2026 12:00:00 a. m.","1","OXIA 2010 CA","","",""
"HER095","00","SOLDADORA, MORROCOY, TRONZADORA","1211,22","","0,011","","4/5/2026 12:00:00 a. m.","1","","","",""
"HER096","00","TALADRO, SOLDADORA Y ESMERIL","1264,09","","0,031","","4/5/2026 12:00:00 a. m.","1","","","",""
"HER097","00","DELANTAL, CARETA, CHALECO Y GUANTES P/SO","165,19","","0,02","","4/5/2026 12:00:00 a. m.","1","","","",""
"HER098","00","CORTADORA PARA TUBOS DE HIERRO DUCTIL","11,01","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"HER099","00","BOMBONA VACIA PARA SOLDADURA/CORTE","112,29","","0,01","","4/5/2026 12:00:00 a. m.","1","SUMIGASES BARLOVENTO C.A.","","",""
"HER100","00","KIT SOLDADURA: REGULADORES, PICOS","207,01","","0,02","","4/5/2026 12:00:00 a. m.","1","","","",""
"HER101","00","GUANTES LARGO PARA SOLDADOR","14,3","","0,05","","4/5/2026 12:00:00 a. m.","1","","","",""
"HER102","00","TRONZADORA ELECTRICA 14""","5,53","","1","","4/5/2026 12:00:00 a. m.","1","DM Y ESTRUCTURAS C.A. (Andamios)","","",""
"HER103","00","EQUIPO CORTE OXIGENO-ACETILENO CAJA META","660,67","","0,004","","4/5/2026 12:00:00 a. m.","1","","","",""
"HER104","00","SOLDADORA, ESMERIL, TRONZADORA, EQ. AUTO","22,01","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"HER105","00","TALADRO ELECTRICO CON CEPILLO DE ALAMBRE","330,32","","0,03","","4/5/2026 12:00:00 a. m.","1","","","",""
"HER106","00","COMPRESOR, OXICORTE Y ESMERIL DE BANCO","2193,43","","0,009","","4/5/2026 12:00:00 a. m.","1","","","",""
"HER107","00","REMACHADORA MANUAL","38,55","","0,03","","4/5/2026 12:00:00 a. m.","1","FERRETERIA DEL ESTE S.A.","","",""
"HER108","00","PRENSA HIDRAULICA ELECTRICA 100 TON","211,41","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"HER109","00","PUENTE GRUA 5 TON","11011,08","","0,005","","4/5/2026 12:00:00 a. m.","1","","","",""
"HER110","00","EQUIPO LIMPIEZA P/ELECTRODO CARBON K4000","99,12","","0,005","","4/5/2026 12:00:00 a. m.","1","","","",""
"HER111","00","CIZALLA GUILLOTINA HIDRAULICA SIMAT 3100","1321,31","","0,004","","4/5/2026 12:00:00 a. m.","1","","","",""
"HER112","00","DOBLADORA HIDARULICA 125 TON SIMAT 3100 ","20921,07","","0,005","","4/5/2026 12:00:00 a. m.","1","","","",""
"HER113","00","SOLDADORA A GASOLINA MILLER","6606,65","","0,004","","4/5/2026 12:00:00 a. m.","1","","","",""
"HER114","00","MANDARRIA DE BRONCE ANTICHISPA 6 LBS","396,4","","0,01","","4/5/2026 12:00:00 a. m.","1","","","",""
"HER115","00","ALICATE DE PRESION VISE-GRIP O SIMILAR /","55,28","","0,02","","4/5/2026 12:00:00 a. m.","1","EPA SUPERFERRETERIA","","",""
"HER116","00","ALICATE DE PRESION VISE-GRIP CON PRENSA","72,7","","0,005","","4/5/2026 12:00:00 a. m.","1","EPA SUPERFERRETERIA","","",""
"HER117","00","CAJA DE DADOS CON MANGO DE 16 PZAS","144,23","","0,006","","4/5/2026 12:00:00 a. m.","1","EPA SUPERFERRETERIA","","",""
"HER118","00","CARRUCHA ESPECIAL PARA BOMBONAS","207,01","","0,006","","4/5/2026 12:00:00 a. m.","1","EPA SUPERFERRETERIA","","",""
"HER119","00","CARRUCHA-CARRETILLA P/MOVILIZACION","198,22","","0,006","","4/5/2026 12:00:00 a. m.","1","EPA SUPERFERRETERIA","","",""
"HER120","00","REBORDEADORA PARA TUBERIA DE COBRE","44,03","","0,01","","4/5/2026 12:00:00 a. m.","1","","","",""
"HER121","00","CHUPON / VENTOSA PARA LAMINAS DE PISO FA","44,03","","0,01","","4/5/2026 12:00:00 a. m.","1","","","",""
"HER122","00","EQUIPO INDUSTRIAL DE GALVANIZADO","19,82","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"HER123","00","SOLDADORA ELECTROPUNTO","990,99","","0,001","","4/5/2026 12:00:00 a. m.","1","DM Y ESTRUCTURAS C.A. (Andamios)","","",""
"HER124","00","PRENSA / PERFORADORA ELECTRICA","616,62","","0,001","","4/5/2026 12:00:00 a. m.","1","DM Y ESTRUCTURAS C.A. (Andamios)","","",""
"HER125","00","SOLDADORA ELECTRICA 180 AC 110/220 V","9,88","","1","","4/5/2026 12:00:00 a. m.","1","EPA SUPERFERRETERIA","","",""
"HER126","00","GUILLOTINA PARA METALES","990,99","","0,003","","4/5/2026 12:00:00 a. m.","1","","","",""
"HER127","00","GUANTES FORRADOS","8,81","","0,01","","4/5/2026 12:00:00 a. m.","1","","","",""
"HER128","00","GUANTES DE CUERO / CARNAZA","11,01","","0,01","","4/5/2026 12:00:00 a. m.","1","","","",""
"HER129","00","GUANTES ESPECIAL ALTA TENSION 4000V","143,12","","0,008","","4/5/2026 12:00:00 a. m.","1","","","",""
"HER130","00","SOLDADORA INDUSTRIAL MILLER O SIMILAR","79,28","","1","","4/5/2026 12:00:00 a. m.","1","MAQUINARIAS BERO 09 C.A.","","",""
"HER131","00","ALQUILER DE BOMBONA VACIA PARA SOLDADURA","4,4","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"HER132","00","PISTOLA AUTOMATICA FIJACION PARA CLAVOS","16,49","","1","","4/5/2026 12:00:00 a. m.","1","DISTRIBUIDORA DIMPERCA C.A.","","",""
"HER133","00","TIJERA PARA CORTAR PERFILES LIVIANOS","99,12","","0,01","","4/5/2026 12:00:00 a. m.","1","","","",""
"HER134","00","JUEGO PARA TROQUELADO MANUAL","99,12","","0,016","","4/5/2026 12:00:00 a. m.","1","","","",""
"HER135","00","BOMBONAS OXICORTE CON CARRETILLA Y ACCES","880,87","","0,004181","","4/5/2026 12:00:00 a. m.","1","","","",""
"HER136","00","ESMERIL PORTATIL / MANUAL","352,37","","0,004181","","4/5/2026 12:00:00 a. m.","1","","","",""
"HER137","00","SIERRA CALADORA ELECTRICA","429,42","","0,005","","4/5/2026 12:00:00 a. m.","1","","","",""
"HER138","00","PRENSA TIPO SARGENTO 6 PULGADAS","33,06","","0,00672","","4/5/2026 12:00:00 a. m.","1","","","",""
"HER139","00","TRONZADORA ELECTRICA DE  14"" PARA HIERRO","605,6","","0,004","","4/5/2026 12:00:00 a. m.","1","EPA SUPERFERRETERIA","","",""
"HER140","00","ESMERIL PORTATIL / MANUAL 4 1/2""","220,22","","0,004181","","4/5/2026 12:00:00 a. m.","1","","","",""
"HER141","00","PINZA PORTA ELECTRODOS PARA SOLDAR","47,34","","0,006","","4/5/2026 12:00:00 a. m.","1","","","",""
"HER142","00","MANDARRIA DE GOMA","27,53","","0,01","","4/5/2026 12:00:00 a. m.","1","","","",""
"HER143","00","LENTE DE SEGURIDAD TRANSPARENTE","6,61","","0,066","","4/5/2026 12:00:00 a. m.","1","","","",""
"HER144","00","SOLDADORA POWER MIG 350 ARCO-GAS LINCOLN","3303,33","","0,009","","4/5/2026 12:00:00 a. m.","1","GRUPO MAGNELEC C.A. (FERRETERIA)","","",""
"HER145","00","TALADRO FIJO PARA ESPESORES ESPECIALES","77,06","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"HER146","00","PUENTE GRUA 12 TON","20370,54","","0,005","","4/5/2026 12:00:00 a. m.","1","","","",""
"HER147","00","ROSCADORA AUTOMATICA CABILLA DIAM. MENOR","11,87","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"HER148","00","TALADRO INALAMBRICO 3/8""","264,26","","0,004","","4/5/2026 12:00:00 a. m.","1","","","",""
"HER149","00","BOMBONA VACIA PARA NITROGENO 6 M3","352,37","","0,009","","4/5/2026 12:00:00 a. m.","1","","","",""
"HER150","00","PICO SOPLETE ANTORCHA P/PROPANO","77,06","","0,05","","4/5/2026 12:00:00 a. m.","1","","","",""
"HER151","00","MANDARRIA DE BRONCE ANTICHISPA 15 LBS","704,69","","0,002","","4/5/2026 12:00:00 a. m.","1","","","",""
"HER152","00","PRENSA TIPO SARGENTO 24 PULGADAS","77,06","","0,00672","","4/5/2026 12:00:00 a. m.","1","","","",""
"HER153","00","DOBLADORA TUBOS AUTOMATICA HASTA D= 4""","16,49","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"HER154","00","EQUIPO DE ARGON","33,06","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"HER155","00","EQUIPO DE CORTE","17,62","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"HER156","00","EQUIPO DE OXICORTE C/SOPLETE, MANOMETROS","15,39","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"HER157","00","MAQUINA SOLDAR 200-225-250 AMP DIESEL","209,2","","1","","4/5/2026 12:00:00 a. m.","1","DM Y ESTRUCTURAS C.A. (Andamios)","","",""
"HER158","00","MAQUINA DE SOLDAR 400-500 AMP DIESEL","286,31","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"HER159","00","PRENSA HIDRAULICA ELECTRICA 8 TON","22,01","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"HER160","00","PRENSA HIDRAULICA ELECTRICA 30 TON","27,53","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"HER161","00","PRENSA HIDRAULICA ELECTRICA 20 TON","22,01","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"HER162","00","PRENSA HIDRAULICA ELECTRICA 50 TON","55,06","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"HER163","00","TORNO ELECTROMECANICO","165,19","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"HER164","00","MAQUINA SOLDADURA LASER 4 FUNC. 3KW 380V","16846,97","","0,006","","4/5/2026 12:00:00 a. m.","1","","","",""
"HER165","00","HERRAMIENTAS FABRICADOR","132,12","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"HER166","00","HERRAMIENTAS DE SOLDADOR","121,12","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"HER167","00","MAQUINA DE SOLDAR","121,12","","1","","4/5/2026 12:00:00 a. m.","1","DM Y ESTRUCTURAS C.A. (Andamios)","","",""
"HER168","00","TALADRO MAGNETICO","66,09","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"HER169","00","MANIFOLD CON CONEXIONES","126,63","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"HER170","00","ESMERIL NEUMATICO 4 1/2""","66,09","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"HER171","00","ESMERIL NEUMATICO 7""","77,06","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"HER172","00","ESMERILES NEUMATICOS","71,59","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"HER173","00","MAQUINA SOLDADORA P/REFINERIAS","275,29","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"HER174","00","PLOGA PARA NEUMATICOS 10KG","27,53","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"IMP001","00","EQUIPO LIVIANO DE IMPERMEABILIZACION","2,18","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"IMP003","00","EQUIPO TIPO 1 PARA IMPERMEABILIZACION","2,18","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"IMP004","00","HARAGAN GRANDE 18"" P/IMPERMEABILIZAR","26,43","","0,03","","4/5/2026 12:00:00 a. m.","1","FULLER INTERAMERICANA C.A.","","",""
"IMP005","00","SOPLETE DOS PICOS C/BOMBONA (SIN GAS)","308,32","","0,046","","4/5/2026 12:00:00 a. m.","1","","","",""
"IMP006","00","MANTO POLIPROPILENO P/COBERTURA-PROTECCI","99,12","","0,06","","4/5/2026 12:00:00 a. m.","1","","","",""
"IMP007","00","QUEMADOR A ANTORCHA GAS C/SOPLETE MANGUE","121,12","","0,05","","4/5/2026 12:00:00 a. m.","1","","","",""
"LAB001","00","EQUIPOS DE LABORATORIO P/PETROQUIMICA","1101,12","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"LIM001","00","EQUIPOS VARIOS DE LIMPIEZA","2,18","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"LIM002","00","ESCOBA DE NYLON","8,81","","0,09","","4/5/2026 12:00:00 a. m.","1","","","",""
"LIM003","00","JUEGO DE COLETO Y HARAGAN","20,89","","0,05","","4/5/2026 12:00:00 a. m.","1","","","",""
"LIM004","00","LAVAMOPAS PVC C/RUEDAS EXPRIMIDOR Y TOBO","330,32","","0,05","","4/5/2026 12:00:00 a. m.","1","","","",""
"LIM005","00","JUEGO DE PALA, PICO Y MACHETE","96,9","","0,011","","4/5/2026 12:00:00 a. m.","1","","","",""
"LIM006","00","JUEGO: RASTRILLO, CEPILLO Y ESCOBA","55,06","","0,025","","4/5/2026 12:00:00 a. m.","1","","","",""
"LIM007","00","CEPILLO DE ALAMBRE STANLEY O SIMILAR","8,81","","0,01","","4/5/2026 12:00:00 a. m.","1","","","",""
"LIM008","00","EQUIPO PARA JARDINERIA","3,28","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"LIM009","00","RASTRILLO P/BARRER TIPO JARDINERO METALI","20,89","","0,04","","4/5/2026 12:00:00 a. m.","1","","","",""
"LIM010","00","HIDROJET DE ALTA DEMANDA- HIDROLIMPIEZA","88,1","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"LIM011","00","EQUIPO DE LIMPIEZA WATERBLAST HIDROJET","77,06","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"LIM012","00","HIDROLIMPIADORA 3000 PSI - HIDROJET","55,06","","1","","4/5/2026 12:00:00 a. m.","1","DM Y ESTRUCTURAS C.A. (Andamios)","","",""
"LIM013","00","DESMALEZADORA DE MOTOR A GASOLINA","66,09","","1","","4/5/2026 12:00:00 a. m.","1","DM Y ESTRUCTURAS C.A. (Andamios)","","",""
"LIM014","00","HIDROLIMPIADOR / HIDROJET","49,5","","1","","4/5/2026 12:00:00 a. m.","1","DM Y ESTRUCTURAS C.A. (Andamios)","","",""
"LIM015","00","EQUIPO LIVIANO DE LIMPIEZA","3,28","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"LIM016","00","EQUIPO HIDROLIMPIADOR (HIDROJET)","1125,35","","0,02","","4/5/2026 12:00:00 a. m.","1","","","",""
"LIM017","00","CEPILLO MANUAL P/LIMPIEZA BARRER","12,12","","0,07","","4/5/2026 12:00:00 a. m.","1","","","",""
"LIM018","00","CEPILLO CARRETERO PARA BARRER MEDIANO","15,39","","0,03","","4/5/2026 12:00:00 a. m.","1","","","",""
"LIM019","00","TOBO CON EXPRIMIDOR Y RUEDAS LAVAMOPAS H","550,58","","0,02","","4/5/2026 12:00:00 a. m.","1","","","",""
"LIM020","00","CAMION VACTOR 8 M3 /VACUUM/HIDROJET ACER","880,87","","1","","4/5/2026 12:00:00 a. m.","1","VENSERVI C.A. CAMION VACTOR CARACAS","","",""
"LIM021","00","PALA PARA RECOLECCION DE DESECHOS","8,33","","0,008","","4/5/2026 12:00:00 a. m.","1","","","",""
"LIM022","00","PULIDORA PARA PISOS CON ACCESORIOS","12,12","","1","","4/5/2026 12:00:00 a. m.","1","DISTRIBUIDORA DIMPERCA C.A.","","",""
"LIM023","00","ASPIRADORA INDUSTRIAL 16 GALONES RIGID O","16,49","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"LIM024","00","JUEGO DE CEPILLO Y ESCOBA DE BARRER","23,11","","0,033","","4/5/2026 12:00:00 a. m.","1","","","",""
"LIM025","00","TOBO PLASTICO PARA LIMPIEZA","7,69","","0,033","","4/5/2026 12:00:00 a. m.","1","","","",""
"LIM026","00","CHUPON PARA DESTAPAR WC","9,25","","0,033","","4/5/2026 12:00:00 a. m.","1","","","",""
"LIM027","00","PALA PLASTICA CON CABO P/RECOGER DESECHO","9,88","","0,008","","4/5/2026 12:00:00 a. m.","1","","","",""
"LIM028","00","GUANTE PLASTICO PARA LIMPIEZA (JUEGO)","11,01","","0,07","","4/5/2026 12:00:00 a. m.","1","","","",""
"LIM029","00","HARAGAN PARA LIMPIEZA (JUEGO)","19,82","","0,04","","4/5/2026 12:00:00 a. m.","1","","","",""
"LIM030","00","CAMION VACTOR/VACUUM 8 M3 ACERO INOXIDAB","1101,12","","1","","4/5/2026 12:00:00 a. m.","1","VACCUM SERVICE CA - VALENCIA","","",""
"LIM031","00","EQUIPO PARA WATERBLASTING","77,06","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"LIM032","00","HIDROJET DE 10.000 LBS C/ACCESORIOS","194,88","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"LIM033","00","HIDROJET DE 15.000 LBS C/ACCESORIOS","236,72","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"LIM034","00","HIDROJET DE 20.000 LBS C/ACCESORIOS","264,26","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"LIM035","00","CAMION DE VACIO TIPO CHUTO C/VACUUM","1321,31","","1","","4/5/2026 12:00:00 a. m.","1","VACCUM SERVICE CA - VALENCIA","","",""
"MAQ001","00","BARREDORA-TRACTOR AGRICOLA","594,6","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"MAQ002","00","TIENDE TUBOS (SIDE BOOM) CAT. 572-G 40 T","2202,2","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"MAQ003","00","PLANTA GENERADORA ELECTRICA 10HP 5000W","2642,66","","0,009","","4/5/2026 12:00:00 a. m.","1","EPA SUPERFERRETERIA","","",""
"MAQ004","00","TANQUE ALMACENAMIENTO FIJO CAP 45.000 LT","11011,08","","0,0007","","4/5/2026 12:00:00 a. m.","1","","","",""
"MAQ005","00","TIENDE TUBOS (SIDE BOOM) CAT O SIMILAR","2202,2","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"MAQ006","00","PLANTA ELECTRICA 60 KVA","88,1","","1","","4/5/2026 12:00:00 a. m.","1","TRANSPORTE R1 C A","","",""
"MAQ007","00","GENERADOR PARA ILUMINACION","49,5","","1","","4/5/2026 12:00:00 a. m.","1","TRANSPORTE R1 C A","","",""
"MAQ008","00","CAMION / LOW-BOY P/TRANSPORTE MAQUINARIA","770,79","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"MAQ009","00","CERNIDORA AUTOMATICA 4 HP","1101,12","","0,0028","","4/5/2026 12:00:00 a. m.","1","","","",""
"MAQ010","00","PLANTA ELECTRICA 40 -45 KVA/ EN REFINERI","110,11","","1","","4/5/2026 12:00:00 a. m.","1","TRANSPORTE R1 C A","","",""
"MAQ011","00","PLANTA ELECTRICA 70 KVA","102,39","","1","","4/5/2026 12:00:00 a. m.","1","TRANSPORTE R1 C A","","",""
"MAQ012","00","TRANSFORMADOR PARA ALQUILER DE 55 KVA","44,03","","1","","4/5/2026 12:00:00 a. m.","1","TRANSPORTE R1 C A","","",""
"MAQ013","00","TIRALINEAS DE 30 MTS","36,32","","0,005","","4/5/2026 12:00:00 a. m.","1","","","",""
"MAQ014","00","TRANSFORMADOR PARA ALQUILER DE 25 KVA","27,53","","1","","4/5/2026 12:00:00 a. m.","1","TRANSPORTE R1 C A","","",""
"MAQ015","00","TRANSFORMADOR PARA ALQUILER DE 15 KVA","22,01","","1","","4/5/2026 12:00:00 a. m.","1","TRANSPORTE R1 C A","","",""
"MAQ016","00","TRANSFORMADOR PARA ALQUILER DE 10.5 KVA","19,82","","1","","4/5/2026 12:00:00 a. m.","1","TRANSPORTE R1 C A","","",""
"MAQ017","00","CAMION P/TRANSPORTE DE MAQUINAS HASTA 50","385,41","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"MAQ018","00","PLANTA ELECTRICA DE 13.5 KVA","8423,47","","0,004","","4/5/2026 12:00:00 a. m.","1","","","",""
"MAQ019","00","PLANTA ELECTRICA 350 KVA","537,34","","1","","4/5/2026 12:00:00 a. m.","1","TRANSPORTE R1 C A","","",""
"MAQ020","00","PLANTA ELECTRICA 240 KVA","339,11","","1","","4/5/2026 12:00:00 a. m.","1","TRANSPORTE R1 C A","","",""
"MAQ021","00","PLANTA ELECTRICA 200 KVA","281,9","","1","","4/5/2026 12:00:00 a. m.","1","TRANSPORTE R1 C A","","",""
"MAQ022","00","PLANTA ELECTRICA 175/180 KVA- INST. ESPE","418,42","","1","","4/5/2026 12:00:00 a. m.","1","TRANSPORTE R1 C A","","",""
"MAQ023","00","PLANTA ELECTRICA 150 KVA","211,41","","1","","4/5/2026 12:00:00 a. m.","1","TRANSPORTE R1 C A","","",""
"MAQ024","00","TRANSPORTE RETROEXCAV. O SIM. 1 VIAJE MA","220,22","","1","","4/5/2026 12:00:00 a. m.","1","MAQUINARIAS ALQUI RETRO C.A.","","",""
"MAQ025","00","TRANSPORTE DE POCLAIN 90. O SIM. MAXIMO ","242,23","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"MAQ026","00","TRANSPORTE DE POCLAIN 160 O SIM. MAXIMO ","440,44","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"MAQ027","00","PLANTA ELECTRICA 120 KVA","123,32","","1","","4/5/2026 12:00:00 a. m.","1","TRANSPORTE R1 C A","","",""
"MAQ028","00","PLANTA ELECTRICA DE 30 KVA","63,87","","1","","4/5/2026 12:00:00 a. m.","1","TRANSPORTE R1 C A","","",""
"MAQ029","00","PLANTA ELECTRICA GENERADOR / 7.5 KVA","27,53","","1","","4/5/2026 12:00:00 a. m.","1","TRANSPORTE R1 C A","","",""
"MAQ030","00","PLANTA ELECTRICA MEDIANA","61,67","","1","","4/5/2026 12:00:00 a. m.","1","TRANSPORTE R1 C A","","",""
"MAQ031","00","TRANSFORMADOR PARA ALQUILER DE 7.5 KVA","16,49","","1","","4/5/2026 12:00:00 a. m.","1","TRANSPORTE R1 C A","","",""
"MAQ032","00","TRANSPORTE COMPRESOR O SIM. 1 VIAJE MAXI","99,12","","1","","4/5/2026 12:00:00 a. m.","1","TALLER MECANICO INDUST. PARIS C.A.","","",""
"MAQ033","00","TRANSPORTE RETROEXCAV. O SIM. 1 VIAJE MA","165,19","","1","","4/5/2026 12:00:00 a. m.","1","MAQUINARIAS ALQUI RETRO C.A.","","",""
"MAQ034","00","TRANSPORTE MINISHOVEL O SIM. 1 VIAJE MAX","110,11","","1","","4/5/2026 12:00:00 a. m.","1","MAQUINARIAS ALQUI RETRO C.A.","","",""
"MAQ035","00","PLANTA TRATAM. AGUAS NEGRAS L/D=24000 C=","22022,18","","0,004","","4/5/2026 12:00:00 a. m.","1","","","",""
"MAQ036","00","PLANTA TRATAM. AGUAS NEGRAS L/D=4400 C= ","5505,55","","0,004","","4/5/2026 12:00:00 a. m.","1","","","",""
"MAQ037","00","TORRE DE ILUMINACION (LUZ)","53,98","","1","","4/5/2026 12:00:00 a. m.","1","MAQUINARIAS BERO 09 C.A.","","",""
"MAQ038","00","PLANTA ELECTRICA / GENERADOR DUAL 100 KV","140,93","","1","","4/5/2026 12:00:00 a. m.","1","MAQUINARIAS BERO 09 C.A.","","",""
"MAQ039","00","TRANSPORTE RETROEXCAV. O SIM. AREA METRO","132,12","","1","","4/5/2026 12:00:00 a. m.","1","TRANSPORTE R1 C A","","",""
"MAQ040","00","TRANSPORTE RETROEXCAV. AREA METROP IDA-V","132,12","","1","","4/5/2026 12:00:00 a. m.","1","TALLER MECANICO INDUST. PARIS C.A.","","",""
"MAQ041","00","TELEHANDLER CAT TH 330B O SIMILAR/MANIPU","660,67","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"MAQ042","00","TRANSPORTE RETROEXCAV. O SIM. 1 VIAJE MA","264,26","","1","","4/5/2026 12:00:00 a. m.","1","GRUPO FERGA / MAQUINARIA","","",""
"MAQ043","00","CAMION /LOW-BOY TRANSPORTE MAQUINARIA PE","330,32","","1","","4/5/2026 12:00:00 a. m.","1","GRUPO FERGA / MAQUINARIA","","",""
"MAQ044","00","EQUIPO ILUMINACION GEN 3KW POSTE+LAMP 40","55,06","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"MAQ045","00","GENERADOR PARA ILUMINACION","49,5","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"MEC001","00","TORQUIMETRO Y ACCESORIOS (LLAVE DINAMOME","275,29","","0,02","","4/5/2026 12:00:00 a. m.","1","","","",""
"MEC002","00","EQUIPO P/MONTAJE AIRE ACONDICIONADO","7,69","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"MEC003","00","EQUIPO MENOR DESMONTAR-MONTAR A/C CAJA H","9,88","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"MEC004","00","RATCHET PARA TUERCAS Y JUEGO DE DADOS","209,2","","0,01","","4/5/2026 12:00:00 a. m.","1","","","",""
"MEC005","00","BOMBA DE VACIO","678,31","","0,005","","4/5/2026 12:00:00 a. m.","1","","","",""
"MEC006","00","DOBLADORA PARA TUBOS DE COBRE A/C","71,59","","0,01","","4/5/2026 12:00:00 a. m.","1","","","",""
"MEC007","00","CAJA CON HERRAMIENTAS ELECTROMECANICAS","770,79","","0,02","","4/5/2026 12:00:00 a. m.","1","","","",""
"MEC008","00","EQUIPO MANOMETRO Y MANGUERAS PRESION ALT","132,12","","0,03","","4/5/2026 12:00:00 a. m.","1","","","",""
"MEC009","00","DETECTOR FUGAS DE GAS EN EQUIPOS Y TUBER","440,44","","0,02","","4/5/2026 12:00:00 a. m.","1","","","",""
"MEC010","00","MEDIDOR ELECTRICO CAPACITANCIA  A/C, CAP","110,11","","0,01","","4/5/2026 12:00:00 a. m.","1","","","",""
"MEC011","00","VALVULA EN SISTEMA DE RECIRCULACION","242,23","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"MEC012","00","CONEXIONES VARIAS EN SISTEMA RECIRCULACI","110,11","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"MEC013","00","CAJA  HERRAMIENTAS P/MECANICO ESTATICO","110,11","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"MED001","00","CINTA METRICA 3 MTS METALICA O SIMILAR","16,49","","0,01","","4/5/2026 12:00:00 a. m.","1","","","",""
"MED002","00","EQUIPO TOPOGRAFICO","55,06","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"MED003","00","CAUDALIMETRO MEDICION CAUDAL - VELOCIDAD","5,53","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"MED004","00","TEODOLITO CON DISTANCIOMETRO WILD O SIM","154,17","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
