"CodPar","CodIns","CanIns","Desper","Contad"
"EIB175","ELE835","1","0","20225"
"EIB175","VAL244","1","0","20226"
"EIB176","ELA199","1","0","20227"
"EIB176","VAL184","1","0","20228"
"EIB177","ELA210","1","0","20229"
"EIB177","VAL183","1","0","20230"
"EIB178","ELA200","1","0","20231"
"EIB178","VAL235","1","0","20232"
"EIB179","CON022","0,01","5","20233"
"EIB179","ELE742","1","0","20234"
"EIB179","VAL232","1","0","20235"
"EIB180","CON022","0,01","5","20236"
"EIB180","ELA201","1","0","20237"
"EIB180","VAL112","1","0","20238"
"EIB181","CON022","0,02","5","20239"
"EIB181","ELA202","1","0","20240"
"EIB181","VAL278","1","0","20241"
"EIB182","CON022","0,02","5","20242"
"EIB182","ELA207","1","0","20243"
"EIB182","VAL278","1","0","20244"
"EIB183","CON022","0,04","5","20245"
"EIB183","ELA205","1","0","20246"
"EIB183","VAL233","1","0","20247"
"EIB184","CON022","0,05","5","20248"
"EIB184","ELA208","1","0","20249"
"EIB184","VAL233","1","0","20250"
"EIB185","CON022","0,05","5","20251"
"EIB185","ELA209","1","0","20252"
"EIB185","VAL276","1","0","20253"
"EIB186","ELA186","1","5","20254"
"EIB186","MT1437","1","5","20255"
"EIB186","MT207","1","0","20256"
"EIB187","ELA186","1","5","20257"
"EIB187","ELE770","1","0","20258"
"EIB188","ELE849","1","0","20259"
"EIB188","VAL232","1","0","20260"
"EIB189","ELE008","1","0","20261"
"EIB189","VAL082","1","0","20262"
"EIB190","ELE011","1","0","20263"
"EIB190","VAL112","1","0","20264"
"EIB201","ACA152","4","5","20265"
"EIB201","ACE625","2","5","20266"
"EIB201","CON134","0,0003","3","20267"
"EIB201","CON231","0,0002","5","20268"
"EIB201","HER003","0,002","5","20269"
"EIB201","HER062","0,0005","0","20270"
"EIB202","ACA152","4","5","20271"
"EIB202","ACE625","6","5","20272"
"EIB202","CON134","0,0003","3","20273"
"EIB202","CON231","0,0002","5","20274"
"EIB202","HER003","0,002","5","20275"
"EIB202","HER062","0,0005","0","20276"
"EIB203","ACE343","0,05","5","20277"
"EIB203","CON134","0,0003","3","20278"
"EIB203","CON231","0,0002","5","20279"
"EIB203","HER001","0,01","2","20280"
"EIB203","HER003","0,002","5","20281"
"EIB203","HER008","0,01","2","20282"
"EIB203","HER062","0,0005","0","20283"
"EIB204","ACE353","2","5","20284"
"EIB204","ACE517","12","2","20285"
"EIB204","ELA515","12","2","20286"
"EIB204","ELE427","12","5","20287"
"EIB204","MT282","12","5","20288"
"EIB204","QUI052","2","2","20289"
"EIB205","ACE343","0,5","5","20290"
"EIB205","CON134","0,03","3","20291"
"EIB205","CON231","0,03","5","20292"
"EIB205","HER001","0,01","2","20293"
"EIB205","HER008","0,01","2","20294"
"EIB205","MT1597","3","5","20295"
"EIB206","ACE026","8","5","20296"
"EIB206","ACE895","4","5","20297"
"EIB206","COC306","0,25","2","20298"
"EIB206","CON231","1","5","20299"
"EIB206","ENC010","0,009","10","20300"
"EIB208","ACE343","0,5","5","20301"
"EIB208","ACE620","1","5","20302"
"EIB208","ACE641","4","5","20303"
"EIB208","CON134","0,03","3","20304"
"EIB208","CON231","0,004","5","20305"
"EIB208","HER003","0,002","5","20306"
"EIB208","HER062","0,0005","0","20307"
"EIB209","ACE517","12","2","20308"
"EIB209","ACE702","2","5","20309"
"EIB209","ELE424","2","5","20310"
"EIB209","MT279","2","5","20311"
"EIB209","QUI052","2","2","20312"
"EIB212","ACE343","0,5","5","20313"
"EIB212","ACE625","70","5","20314"
"EIB212","CON134","0,004","3","20315"
"EIB212","CON231","0,002","5","20316"
"EIB212","HER001","0,01","2","20317"
"EIB212","HER003","0,002","5","20318"
"EIB212","HER008","0,01","2","20319"
"EIB212","HER062","0,0005","0","20320"
"EIB228","ACE697","1","0","20321"
"EIB231","ELE991","1","1","20322"
"EIB231","VAL183","1","0","20323"
"EIB234","ELA168","1","0","20324"
"EIB234","VAL237","1","0","20325"
"EIB235","ELA123","1","0","20326"
"EIB236","COM031","0,05","5","20327"
"EIB237","ELE045","1","0","20328"
"EIB238","ELE418","1","5","20329"
"EIB238","ELE533","1","0","20330"
"EIB238","ELE537","8","0","20331"
"EIB238","ELE554","1","0","20332"
"EIB238","HER003","0,05","5","20333"
"EIB238","PIN034","0,04","5","20334"
"EIB238","PIN119","0,03","1","20335"
"EIB238","PIN190","0,03","5","20336"
"EIB239","ACE701","1","5","20337"
"EIB239","ACE705","10","5","20338"
"EIB239","ELE434","4","0","20339"
"EIB239","ELE435","2","0","20340"
"EIB240","ACE701","1","5","20341"
"EIB240","ELE434","4","0","20342"
"EIB240","ELF254","2","5","20343"
"EIB240","ELF255","8","0","20344"
"EIB242","ELA482","1","0","20345"
"EIB242","VAL237","1","0","20346"
"EIB243","ACE701","1","5","20347"
"EIB243","ACE705","10","5","20348"
"EIB243","ELE434","4","0","20349"
"EIB243","ELE435","2","0","20350"
"EIB245","ELE115","1","2","20351"
"EIB245","ELE378","0,04","5","20352"
"EIB246","ELE115","1","2","20353"
"EIB246","ELE378","0,04","5","20354"
"EIB247","ELE133","1","2","20355"
"EIB247","ELE378","0,04","5","20356"
"EIB248","ELE133","1","2","20357"
"EIB248","ELE378","0,04","5","20358"
"EIB249","ELE131","1","2","20359"
"EIB249","ELE368","0,04","5","20360"
"EIB249","ELE378","0,04","5","20361"
"EIB250","ELE128","1","2","20362"
"EIB250","ELE368","0,04","5","20363"
"EIB250","ELE378","0,04","5","20364"
"EIB251","ELE368","0,04","5","20365"
"EIB251","ELE378","0,04","5","20366"
"EIB251","ELE702","1","2","20367"
"EIB252","ELE368","0,04","5","20368"
"EIB252","ELE378","0,04","5","20369"
"EIB252","ELF047","1","2","20370"
"EIB253","ELE129","1","2","20371"
"EIB253","ELE368","0,04","5","20372"
"EIB253","ELE378","0,04","5","20373"
"EIB254","ELE118","1","5","20374"
"EIB254","ELE560","1","5","20375"
"EIB255","ELE562","1","0","20376"
"EIB255","MT3097","1","5","20377"
"EIB256","ELE563","1","0","20378"
"EIB257","ELE566","1","0","20379"
"EIB257","MT3097","1","5","20380"
"EIB258","ELE431","1","0","20381"
"EIB258","MT3097","1","5","20382"
"EIB259","ELE436","1","0","20383"
"EIB259","VAL058","1","0","20384"
"EIB260","MT3115","1","2","20385"
"EIB260","VAL058","1","0","20386"
"EIB268","ACA012","1","2","20387"
"EIB268","ELE521","1","0","20388"
"EIB268","HER003","0,035","5","20389"
"EIB268","PIN034","0,05","5","20390"
"EIB268","PIN119","0,03","1","20391"
"EIB268","PIN190","0,04","5","20392"
"EIB269","ELE524","0,5","0","20393"
"EIB269","ELE530","1","0","20394"
"EIB269","ELF041","1","0","20395"
"EIB269","HER003","0,03","5","20396"
"EIB269","PIN034","0,04","5","20397"
"EIB269","PIN119","0,03","1","20398"
"EIB269","PIN190","0,03","5","20399"
"EIB270","HER003","0,05","5","20400"
"EIB270","PIN034","0,04","5","20401"
"EIB270","PIN119","0,03","1","20402"
"EIB270","PIN190","0,03","5","20403"
"EIB272","ACE157","1","2","20404"
"EIB272","ELA234","0,2","5","20405"
"EIB272","ELA241","0,2","5","20406"
"EIB272","ELE416","0,33","5","20407"
"EIB272","ELE424","0,33","5","20408"
"EIB272","MT1595","1","5","20409"
"EIB272","MT323","0,33","2","20410"
"EIB272","TUB060","0,33","2","20411"
"EIB273","ACE625","0,7","5","20412"
"EIB273","ACE642","0,2","0","20413"
"EIB273","ELA239","1","5","20414"
"EIB273","ELE199","0,33","2","20415"
"EIB273","ELE296","1","5","20416"
"EIB273","ELE414","0,33","5","20417"
"EIB273","ELE550","0,4","0","20418"
"EIB273","MT334","0,2","2","20419"
"EIB274","ELA042","1","0","20420"
"EIB274","ELA556","18","0","20421"
"EIB274","ELE005","2","2","20422"
"EIB274","ESP002","1","0","20423"
"EIB274","MT3107","56","2","20424"
"EIB274","MT3108","1","0","20425"
"EIB274","MT3109","1","0","20426"
"EIB274","MT3110","6","2","20427"
"EIB275","ACE642","0,1","0","20428"
"EIB275","ELE550","0,07","0","20429"
"EIB275","ELE798","1","5","20430"
"EIB275","ELE924","0,33","5","20431"
"EIB275","PLO090","0,004","5","20432"
"EIB276","ACA126","1","0","20433"
"EIB276","ELA591","0,1","2","20434"
"EIB276","ELE550","0,1","0","20435"
"EIB276","ELE899","1","5","20436"
"EIB276","ELE927","0,33","5","20437"
"EIB276","PLO090","0,01","5","20438"
"EIB277","ACA152","0,2","5","20439"
"EIB277","ELE550","0,1","0","20440"
"EIB277","ELE667","2","5","20441"
"EIB277","MEC295","1","3","20442"
"EIB277","MEC334","0,6","0","20443"
"EIB277","MEC335","0,5","0","20444"
"EIB278","ACA152","0,2","5","20445"
"EIB278","ELE550","0,2","0","20446"
"EIB278","ELE669","2","5","20447"
"EIB278","MEC296","1","3","20448"
"EIB278","MEC333","0,5","0","20449"
"EIB278","MEC341","0,5","0","20450"
"EIB279","ACA152","1","5","20451"
"EIB279","ELA311","0,33","2","20452"
"EIB279","ELE028","0,33","2","20453"
"EIB279","ELE184","0,333","2","20454"
"EIB279","ELE206","0,33","2","20455"
"EIB279","ELE307","1","5","20456"
"EIB279","MT322","0,33","2","20457"
"EIB280","ACA152","1","5","20458"
"EIB280","ELE031","0,33","2","20459"
"EIB280","ELE180","0,33","2","20460"
"EIB280","ELE209","0,33","2","20461"
"EIB280","ELE305","1","5","20462"
"EIB280","MT320","0,33","2","20463"
"EIB280","TUB060","1","2","20464"
"EIB281","ACA126","1","0","20465"
"EIB281","ELA591","0,333","2","20466"
"EIB281","ELE026","0,33","2","20467"
"EIB281","ELE204","0,333","2","20468"
"EIB281","ELE842","1","5","20469"
"EIB281","MT324","0,33","2","20470"
"EIB281","TUB061","0,33","2","20471"
"EIB282","ACA010","1","0","20472"
"EIB282","ELE026","0,333","2","20473"
"EIB282","ELE201","0,333","2","20474"
"EIB282","ELE418","0,333","5","20475"
"EIB282","ELE426","0,333","5","20476"
"EIB282","ELE552","1","5","20477"
"EIB282","MT324","0,2","2","20478"
"EIB283","ACA010","1","0","20479"
"EIB283","ELE025","0,2","2","20480"
"EIB283","ELE200","0,2","2","20481"
"EIB283","ELE416","0,33","5","20482"
"EIB283","ELE424","0,33","5","20483"
"EIB283","ELE553","1","5","20484"
"EIB283","MT323","0,3","2","20485"
"EIB284","ACA152","1","5","20486"
"EIB284","ELA311","0,33","2","20487"
"EIB284","ELE024","0,2","2","20488"
"EIB284","ELE199","0,2","2","20489"
"EIB284","ELE414","0,33","5","20490"
"EIB284","ELE422","0,33","5","20491"
"EIB284","ELE541","1","5","20492"
"EIB284","MT322","0,33","2","20493"
"EIB285","ELA026","1","0","20494"
"EIB286","ELA026","1","0","20495"
"EIB287","ELE215","1","0","20496"
"EIB288","ELA555","4","2","20497"
"EIB289","ELA556","1","0","20498"
"EIB289","ELA557","1","0","20499"
"EIB289","ELA558","4","10","20500"
"EIB289","ELA559","1","5","20501"
"EIB289","ELA560","3","5","20502"
"EIB289","MT3088","1,5","5","20503"
"EIB289","MT3089","2","5","20504"
"EIB291","ELA042","1","0","20505"
"EIB291","ELA556","18","0","20506"
"EIB291","ELE826","2","2","20507"
"EIB291","ESP002","1","0","20508"
"EIB291","MT3107","56","2","20509"
"EIB291","MT3108","1","0","20510"
"EIB291","MT3109","1","0","20511"
"EIB291","MT3110","6","2","20512"
"EIB292","ELA556","18","0","20513"
"EIB292","ELE005","2","2","20514"
"EIB292","ESP002","1","0","20515"
"EIB292","MT3107","26","2","20516"
"EIB292","MT3108","2","0","20517"
"EIB292","MT3109","2","0","20518"
"EIB292","MT3110","4","2","20519"
"EIB293","ELA556","12","0","20520"
"EIB293","ELE826","2","2","20521"
"EIB293","ESP002","1","0","20522"
"EIB293","MT3107","26","2","20523"
"EIB293","MT3108","2","0","20524"
"EIB293","MT3109","2","0","20525"
"EIB293","MT3110","6","2","20526"
"EIB294","ELF131","1","2","20527"
"EIB294","VAL058","1","0","20528"
"EIB295","ELE181","1","2","20529"
"EIB295","VAL058","1","0","20530"
"EIB297","ELA011","1","5","20531"
"EIB298","MT1886","1","2","20532"
"EIB299","ELE545","1","0","20533"
"EIB300","ELA360","1","0","20534"
"EIB301","ELA703","1","0","20535"
"EIB302","ELA361","1","0","20536"
"EIB303","ELA359","1","0","20537"
"EIB304","ELE372","0,05","5","20538"
"EIB304","ELE548","1","2","20539"
"EIB305","ELA004","1","0","20540"
"EIB306","ELA485","1","1","20541"
"EIB307","ELE378","0,01","5","20542"
"EIB307","ELF047","1","2","20543"
"EIB308","ELE042","1","0","20544"
"EIB309","ELE115","1","2","20545"
"EIB310","ELA487","1","0","20546"
"EIB310","ELA720","1","2","20547"
"EIB310","ELA746","1","1","20548"
"EIB311","ELA510","1","1","20549"
"EIB314","AGR015","1","5","20550"
"EIB315","ELA362","1","5","20551"
"EIB316","PLO032","1","2","20552"
"EIB316","VAL118","1","0","20553"
"EIB318","ELA511","1","0","20554"
"EIB319","ELA512","1","0","20555"
"EIB320","ACE625","0,7","5","20556"
"EIB320","ACE642","0,2","0","20557"
"EIB320","ELA239","1","5","20558"
"EIB320","ELE199","0,33","2","20559"
"EIB320","ELE296","1","5","20560"
"EIB320","ELE414","0,2","5","20561"
"EIB320","ELE550","0,4","0","20562"
"EIB320","MT334","0,2","2","20563"
"EIB321","AGR001","0,18","5","20564"
"EIB321","AGR015","0,95","5","20565"
"EIB321","AGR018","0,48","5","20566"
"EIB321","CEM041","9","5","20567"
"EIB321","VAL021","1,43","0","20568"
"EIB321","VAL023","9","0","20569"
"EIB322","ACE124","1","5","20570"
"EIB322","ELF256","1","2","20571"
"EIB323","ACE124","1","5","20572"
"EIB323","ELF257","1","2","20573"
"EIB324","ACE121","1","5","20574"
"EIB324","ACE133","1","5","20575"
"EIB324","ELE138","1","0","20576"
"EIB324","MT1459","1","0","20577"
"EIB325","ACE133","1","5","20578"
"EIB325","ELF258","1","0","20579"
"EIB325","MET007","1","0","20580"
"EIB325","MT1459","1","0","20581"
"EIB326","ACE133","1","5","20582"
"EIB326","ELF259","1","0","20583"
"EIB326","MET007","1","0","20584"
"EIB326","MT1459","1","0","20585"
"EIB327","ACE121","1","5","20586"
"EIB327","ACE133","1","5","20587"
"EIB327","ELF260","1","0","20588"
"EIB327","MT1459","1","0","20589"
"EIB328","ACE121","1","5","20590"
"EIB328","ACE133","1","5","20591"
"EIB328","ELF261","1","0","20592"
"EIB328","MT1459","1","0","20593"
"EIB329","ACE121","1","5","20594"
"EIB329","ACE133","1","5","20595"
"EIB329","ELF262","1","0","20596"
"EIB329","MT1459","1","0","20597"
"EIB330","ELE203","1","0","20598"
"EIB330","VAL126","1","0","20599"
"EIB331","ELF264","1","5","20600"
"EIB331","VAL126","1","0","20601"
"EIB332","ELF266","1","5","20602"
"EIB332","VAL185","1","0","20603"
"EIB333","ACEA18","1","5","20604"
"EIB334","ACE133","1","5","20605"
"EIB334","ELF270","1","0","20606"
"EIB334","MET007","1","0","20607"
"EIB334","MT1459","1","0","20608"
"EIB335","MT320","1","2","20609"
"EIB335","SAN141","1","0","20610"
"EIB335","VAL046","1","0","20611"
"EIB336","ELE283","2","2","20612"
"EIB336","MT320","1","2","20613"
"EIB337","ELE283","2","2","20614"
"EIB337","MT320","1","2","20615"
"EIB338","MT321","1","2","20616"
"EIB339","ELE661","2","2","20617"
"EIB339","MT321","1","2","20618"
"EIB340","MT326","1","2","20619"
"EIB340","SAN141","1","0","20620"
"EIB340","VAL025","1","0","20621"
"EIB341","ELE661","2","2","20622"
"EIB341","MT321","1","2","20623"
"EIB342","ELE991","1","1","20624"
"EIB342","VAL183","1","0","20625"
"EIB343","ELA355","1","2","20626"
"EIB343","MEC215","1","5","20627"
"EIB343","VAL336","1","0","20628"
"EIB344","ELF271","1","2","20629"
"EIB344","MEC215","1","5","20630"
"EIB344","VAL336","1","0","20631"
"EIB345","ELA354","1","2","20632"
"EIB345","VAL236","1","0","20633"
"EIB346","ELF272","1","2","20634"
"EIB346","VAL236","1","0","20635"
"EIB347","ELF273","1","2","20636"
"EIB347","VAL236","1","0","20637"
"EIB348","ELF274","1","2","20638"
"EIB348","VAL236","1","0","20639"
"EIB349","ELF276","1","2","20640"
"EIB349","VAL236","1","0","20641"
"EIB350","ELF277","1","2","20642"
"EIB350","VAL236","1","0","20643"
"EIB351","ELF278","1","2","20644"
"EIB351","VAL236","1","0","20645"
"EIB352","ELF279","1","2","20646"
"EIB352","VAL236","1","0","20647"
"EIB353","ELF280","1","2","20648"
"EIB353","VAL236","1","0","20649"
"EIB354","ELF246","1","0","20650"
"EIB355","ELA482","1","0","20651"
"EIB355","ELA504","2","2","20652"
"EIB356","MT79","0,001","5","20653"
"EIB356","PIN119","0,005","1","20654"
"EIB357","ELA135","1","0","20655"
"EIB357","VAL242","1","0","20656"
"EIC001","APA011","1","0","20657"
"EIC001","MT1475","0,81","3","20658"
"EIC001","MT1940","1","0","20659"
"EIC001","MT393","2","0","20660"
"EIC001","MT72","4","5","20661"
"EIC001","MT731","2","0","20662"
"EIC001","PLO172","0,5","5","20663"
"EIC002","APA018","1","0","20664"
"EIC002","MT1475","0,81","3","20665"
"EIC002","MT1940","1","0","20666"
"EIC002","MT393","2","0","20667"
"EIC002","MT72","4","5","20668"
"EIC002","MT731","2","0","20669"
"EIC002","PLO172","0,5","5","20670"
"EIC003","MT1475","0,81","3","20671"
"EIC003","MT1940","1","0","20672"
"EIC003","MT393","2","0","20673"
"EIC003","MT521","1","0","20674"
"EIC003","MT72","4","5","20675"
"EIC003","MT731","2","0","20676"
"EIC003","PLO172","0,5","5","20677"
"EIC004","APA004","1","0","20678"
"EIC004","MT1475","0,81","3","20679"
"EIC004","MT1940","1","0","20680"
"EIC004","MT393","2","0","20681"
"EIC004","MT72","4","5","20682"
"EIC004","MT731","2","0","20683"
"EIC004","PLO172","0,5","5","20684"
"EIC005","APA010","1","0","20685"
"EIC005","MT1475","0,81","3","20686"
"EIC005","MT1940","1","0","20687"
"EIC005","MT393","2","0","20688"
"EIC005","MT72","4","5","20689"
"EIC005","MT731","2","0","20690"
"EIC005","PLO172","0,5","5","20691"
"EIC006","APA017","1","0","20692"
"EIC006","MT1475","0,81","3","20693"
"EIC006","MT1940","1","0","20694"
"EIC006","MT393","2","0","20695"
"EIC006","MT72","4","5","20696"
"EIC006","MT731","2","0","20697"
"EIC006","PLO172","0,5","5","20698"
"EIC007","APA013","1","0","20699"
"EIC007","MT1475","0,81","3","20700"
"EIC007","MT1940","1","0","20701"
"EIC007","MT393","2","0","20702"
"EIC007","MT72","4","5","20703"
"EIC007","MT731","2","0","20704"
"EIC007","PLO172","0,5","5","20705"
"EIC008","APA083","1","0","20706"
"EIC008","ELE055","1","0","20707"
"EIC008","ELE361","12","2","20708"
"EIC008","MT1475","0,81","3","20709"
"EIC008","MT393","2","0","20710"
"EIC008","MT731","2","0","20711"
"EIC008","PLO172","0,5","5","20712"
"EIC008","TUB015","0,5","5","20713"
"EIC009","APA089","1","0","20714"
"EIC010","APA090","1","0","20715"
"EIC012","APA014","1","0","20716"
"EIC012","MT1475","0,81","3","20717"
"EIC012","MT1940","1","0","20718"
"EIC012","MT393","2","0","20719"
"EIC012","MT72","4","5","20720"
"EIC012","MT731","2","0","20721"
"EIC012","PLO172","0,5","5","20722"
"EIC029","ACE157","2","2","20723"
"EIC029","INC067","1","0","20724"
"EIC029","MT1390","2","0","20725"
"EIC030","ACE157","2","2","20726"
"EIC030","MT1390","2","0","20727"
"EIC031","INC067","1","0","20728"
"EII001","ELA018","1","5","20729"
"EII001","VAL180","1","0","20730"
"EII002","ELE042","3","0","20731"
"EII002","ELE052","3","0","20732"
"EII002","ELE109","4","2","20733"
"EII002","ELE115","12","2","20734"
"EII002","ELE272","3","0","20735"
"EII003","ELE005","1","2","20736"
"EII004","ELE005","1","2","20737"
"EII005","ELE019","1","5","20738"
"EII006","ELA002","1","0","20739"
"EII007","ELA003","1","5","20740"
"EII008","ELA004","1","0","20741"
"EII009","ESP002","1","0","20742"
"EII010","ELA007","1","0","20743"
"EII011","ELE045","1","0","20744"
"EII011","ELE116","3","2","20745"
"EII012","ELE043","1","0","20746"
"EII013","ELE052","1","0","20747"
"EII014","ELF015","1","0","20748"
"EII015","ELA012","1","5","20749"
"EII016","ELE181","1","2","20750"
"EII017","ELA013","1","5","20751"
"EII017","ELE016","1","0","20752"
"EII018","ELA015","1","5","20753"
"EII018","VAL160","1","0","20754"
"EII019","ELA016","1","5","20755"
"EII019","VAL179","1","0","20756"
"EII020","ELA027","1","0","20757"
"EII021","ELA028","1","5","20758"
"EII022","ELA029","1","0","20759"
"EII022","VAL237","1","0","20760"
"EII023","ACE094","1","5","20761"
"EII024","REC014","1","0","20762"
"EII024","VAL178","1","0","20763"
"EII025","ACE116","1","5","20764"
"EII025","VAL175","1","0","20765"
"EII026","MET007","1","0","20766"
"EII027","ACE091","1","0","20767"
"EII027","VAL084","1","0","20768"
"EII028","ACE151","1","0","20769"
"EII028","ELA044","1","0","20770"
"EII028","VAL083","1","0","20771"
"EII029","ELA025","1","0","20772"
"EII029","ELA046","1","0","20773"
"EII029","VAL083","1","0","20774"
"EII030","ELA050","1","0","20775"
"EII030","VAL082","1","0","20776"
"EII031","CAR033","1","0","20777"
"EII031","COC001","300","5","20778"
"EII031","COC005","60","5","20779"
"EII031","ELE128","10,5","2","20780"
"EII031","ELE308","5","5","20781"
"EII031","ELE738","1","0","20782"
"EII031","ELI012","50","0","20783"
"EII031","ELI021","6","0","20784"
"EII032","ELE741","1","0","20785"
"EII032","VAL057","1","0","20786"
"EII033","ELE042","1","0","20787"
"EII034","ELA045","1","0","20788"
"EII034","ELE215","1","0","20789"
"EII034","VAL082","1","0","20790"
"EII035","ELA018","1","5","20791"
"EII035","VAL179","1","0","20792"
"EII036","ELA029","1","0","20793"
"EII036","VAL237","1","0","20794"
"EII037","ELA013","1","5","20795"
"EII037","VAL283","1","0","20796"
"EII038","ELE042","3","0","20797"
"EII038","ELE116","6","2","20798"
"EII039","ELA002","1","0","20799"
"EII040","C-0011","0,009","5","20800"
"EII040","ELE024","0,5","2","20801"
"EII040","ELE199","0,5","2","20802"
