"CodPar","CodIns","CanIns","Deprec","Contad"
"B03014","ALB000","1","1","4018"
"B03015","HER022","1","1","4019"
"B03015","HER048","1","0,05","4020"
"B03015","HER080","1","0,023","4021"
"B03015","PLO006","1","1","4022"
"B03016","HER016","1","1","4023"
"B03016","SUB003","2","0,009","4024"
"B03016","SUB070","2","0,009","4025"
"B03017","ALB010","1","1","4026"
"B03018","HER022","1","1","4027"
"B03018","HER048","1","0,05","4028"
"B03018","HER080","1","0,023","4029"
"B03018","PLO006","1","1","4030"
"B03019","HER013","1","1","4031"
"B03019","HER022","1","1","4032"
"B03019","HER048","1","0,05","4033"
"B03019","HER080","2","0,023","4034"
"B03019","PLO006","1","1","4035"
"B03019","SUB020","2","0,009","4036"
"B03020","ALB077","1","0,02","4037"
"B03020","ALB081","1","0,034","4038"
"B03020","ALB136","1","0,011","4039"
"B03020","ALB146","1","0,07","4040"
"B03020","COP074","0,25","0,004979","4041"
"B03021","ALB077","1","0,02","4042"
"B03021","ALB081","1","0,034","4043"
"B03021","ALB136","1","0,011","4044"
"B03021","ALB146","1","0,07","4045"
"B03021","COP074","0,25","0,004979","4046"
"B03022","ALB010","1","1","4047"
"B03023","ALB010","1","1","4048"
"B03024","HER014","1","1","4049"
"B03024","HER016","1","1","4050"
"B03024","PIN033","1","0,005","4051"
"B03024","SUB008","1","1","4052"
"B03025","CON045","1","1","4053"
"B03025","HER022","1","1","4054"
"B03025","HER048","1","0,05","4055"
"B03026","HER022","1","1","4056"
"B03026","HER080","1","0,023","4057"
"B03026","PLO006","1","1","4058"
"B03027","HER022","1","1","4059"
"B03027","HER080","1","0,023","4060"
"B03027","PLO006","1","1","4061"
"B03028","HER022","1","1","4062"
"B03028","HER080","1","0,023","4063"
"B03028","PLO006","1","1","4064"
"B03029","ALB010","1","1","4065"
"B03030","ALB173","1","1","4066"
"B03030","HER022","1","1","4067"
"B03031","COP075","0,25","0,004429","4068"
"B03031","HER023","1","1","4069"
"B03031","HER035","1","1","4070"
"B03031","HER038","1","1","4071"
"B03031","SUB003","2","0,009","4072"
"B03032","HER022","1","1","4073"
"B03032","HER046","1","0,05","4074"
"B03032","HER061","1","1","4075"
"B03032","HER080","1","0,023","4076"
"B03032","PIN033","1","0,005","4077"
"B03032","VEH003","1","0,004","4078"
"B03033","HER022","1","1","4079"
"B03033","HER046","1","0,05","4080"
"B03033","HER061","1","1","4081"
"B03033","HER080","1","0,023","4082"
"B03033","PIN033","1","0,005","4083"
"B03033","VEH003","1","0,004","4084"
"B03034","HER022","1","1","4085"
"B03034","HER048","1","0,05","4086"
"B03034","HER080","1","0,023","4087"
"B03034","PLO006","1","1","4088"
"B03035","ALB046","1","1","4089"
"B03035","COP075","0,5","0,004429","4090"
"B03035","ELE003","1","1","4091"
"B03035","HER088","1","0,02","4092"
"B03035","SUB021","1","1","4093"
"B03036","ALB046","1","1","4094"
"B03036","COP075","0,25","0,004429","4095"
"B03036","ELE003","1","1","4096"
"B03036","HER088","1","0,02","4097"
"B03036","SUB021","1","1","4098"
"B03037","ALB046","1","1","4099"
"B03037","COP075","0,5","0,004429","4100"
"B03037","ELE003","1","1","4101"
"B03037","HER088","1","0,02","4102"
"B03037","SUB021","1","1","4103"
"B03038","CON045","1","1","4104"
"B03038","HER092","1","1","4105"
"B03038","HER099","2","0,01","4106"
"B03038","SOL002","1","1","4107"
"B03039","CON045","1","1","4108"
"B03039","HER092","1","1","4109"
"B03039","HER099","2","0,01","4110"
"B03039","HER145","1","1","4111"
"B03039","SOL002","1","1","4112"
"B03040","COP075","1","0,004429","4113"
"B03040","HER013","1","1","4114"
"B03040","HER023","1","1","4115"
"B03040","HER035","1","1","4116"
"B03040","SUB003","2","0,009","4117"
"B03041","COP074","0,2","0,004979","4118"
"B03041","COPA05","1","0,006536","4119"
"B03041","ESP012","1","1","4120"
"B03041","HER039","1","1","4121"
"B03042","COP075","0,25","0,004429","4122"
"B03042","HER015","1","1","4123"
"B03042","HER023","1","1","4124"
"B03042","HER034","1","1","4125"
"B03042","HER038","1","1","4126"
"B03042","SUB017","1","1","4127"
"B03042","SUB023","1","1","4128"
"B04001","ALB002","1","0,025","4129"
"B04001","ALB010","1","1","4130"
"B04002","IMP003","1","1","4131"
"B04003","COM001","1","1","4132"
"B04004","PIN008","1","0,02","4133"
"B04005","ALB010","1","1","4134"
"B04005","COP075","0,25","0,004429","4135"
"B04005","SUB019","1","0,0045","4136"
"B04006","ALB132","1","0,09","4137"
"B04006","COP075","0,5","0,004429","4138"
"B04006","SUB055","1","0,003","4139"
"B05001","ALB002","1","0,025","4140"
"B05001","CON005","1","0,03","4141"
"B05002","ALB002","2","0,025","4142"
"B05002","ALB010","1","1","4143"
"B05003","ALB002","1","0,025","4144"
"B05003","ALB064","1","0,02","4145"
"B05003","ALB080","2","0,03","4146"
"B05003","ALB081","1","0,034","4147"
"B05003","DEM008","1","0,05","4148"
"B05003","LIM018","1","0,03","4149"
"B05003","SUB003","2","0,009","4150"
"B05004","ALB004","1","0,006","4151"
"B05005","ALB004","1","0,006","4152"
"B05005","SUB003","1","0,009","4153"
"B05006","ALB010","1","1","4154"
"B05006","ALB080","3","0,03","4155"
"B05006","SUB023","2","1","4156"
"B05007","ALB010","1","1","4157"
"B05007","ALB080","3","0,03","4158"
"B05008","ALB010","1","1","4159"
"B05009","ALB010","1","1","4160"
"B05009","SUB023","2","1","4161"
"B05010","ALB050","1","1","4162"
"B05010","SUB003","2","0,009","4163"
"B05011","ALB010","1","1","4164"
"B05011","ESP012","1","1","4165"
"B05011","SUB003","2","0,009","4166"
"B05011","SUB017","0,5","1","4167"
"B05012","ALB010","1","1","4168"
"B05012","COP074","0,25","0,004979","4169"
"B05012","ESP012","1","1","4170"
"B05012","SUB003","2","0,009","4171"
"B05012","SUB017","1","1","4172"
"B05013","ALB010","1","1","4173"
"B05013","COP075","0,25","0,004429","4174"
"B05013","ESP012","1","1","4175"
"B05013","SUB017","1","1","4176"
"B05013","SUB023","2","1","4177"
"B05014","ALB010","1","1","4178"
"B05014","COP075","0,25","0,004429","4179"
"B05014","ESP012","1","1","4180"
"B05014","SUB017","1","1","4181"
"B05014","SUB023","2","1","4182"
"B05015","ALB010","1","1","4183"
"B05015","ESP012","1","1","4184"
"B05015","SUB023","2","1","4185"
"B05016","ALB010","1","1","4186"
"B05016","ESP012","1","1","4187"
"B05016","SUB017","1","1","4188"
"B05016","SUB023","2","1","4189"
"B05017","ALB002","2","0,025","4190"
"B05017","ALB016","1","0,01","4191"
"B05017","ALB026","2","0,067","4192"
"B05017","ALB070","1","0,009","4193"
"B05017","ALB077","2","0,02","4194"
"B05017","ALB080","1","0,03","4195"
"B05017","ALB081","1","0,034","4196"
"B05017","PLO007","1","0,02","4197"
"B05018","ALB010","1","1","4198"
"B05019","ALB010","1","1","4199"
"B05019","SUB023","1","1","4200"
"B05020","ALB050","1","1","4201"
"B05021","ALB004","1","0,006","4202"
"B06001","ALB000","1","1","4203"
"B06001","SUB021","1","1","4204"
"B06002","ALB000","1","1","4205"
"B06002","SUB021","1","1","4206"
"B06003","ALB010","1","1","4207"
"B06004","ALB010","1","1","4208"
"B06004","COP075","0,25","0,004429","4209"
"B06004","PLO009","1","1","4210"
"B06004","SUB023","1","1","4211"
"B06005","ALB002","2","0,025","4212"
"B06005","ALB022","2","0,01","4213"
"B06005","ALB081","3","0,034","4214"
"B06005","ALB136","1","0,011","4215"
"B06005","ALB146","2","0,07","4216"
"B06005","MED001","1","0,01","4217"
"B06005","PLO007","1","0,02","4218"
"B06006","ALB002","2","0,025","4219"
"B06006","ALB022","2","0,01","4220"
"B06006","ALB081","3","0,034","4221"
"B06006","ALB136","1","0,011","4222"
"B06006","ALB146","2","0,07","4223"
"B06006","MED001","1","0,01","4224"
"B06006","PLO007","1","0,02","4225"
"B06007","ALB000","1","1","4226"
"B06007","SUB021","1","1","4227"
"B06008","ESP012","1","1","4228"
"B06009","ALB000","1","1","4229"
"B06009","SUB003","2","0,009","4230"
"B06010","ALB000","1","1","4231"
"B06010","ALB043","1","0,009","4232"
"B06010","ALB137","1","0,025","4233"
"B06010","ALB149","2","0,01","4234"
"B06010","SUB021","2","1","4235"
"B06010","SUB023","2","1","4236"
"B06011","ALB010","1","1","4237"
"B06012","ALB010","1","1","4238"
"B06012","ESP012","1","1","4239"
"B06013","ALB038","1","1","4240"
"B06013","ALB076","1","0,02","4241"
"B06013","ALB138","1","0,01","4242"
"B06014","ALB010","1","1","4243"
"B06015","ALB007","1","1","4244"
"B06015","ALB010","1","1","4245"
"B06015","COP075","0,25","0,004429","4246"
"B06016","ALB000","1","1","4247"
"B06016","SUB021","1","1","4248"
"B06017","ALB000","1","1","4249"
"B06017","SUB021","1","1","4250"
"B06018","ALB002","3","0,025","4251"
"B06018","ALB022","2","0,01","4252"
"B06018","ALB081","3","0,034","4253"
"B06018","ALB146","3","0,07","4254"
"B06018","ESP012","1","1","4255"
"B06019","ALB010","1","1","4256"
"B06019","SUB023","1","1","4257"
"B06020","ALB002","2","0,025","4258"
"B06020","ALB016","1","0,01","4259"
"B06020","ALB026","2","0,067","4260"
"B06020","ALB070","1","0,009","4261"
"B06020","ALB077","2","0,02","4262"
"B06020","ALB080","1","0,03","4263"
"B06020","ALB081","1","0,034","4264"
"B06020","PLO007","1","0,02","4265"
"B06020","VEH003","0,5","0,004","4266"
"B06021","ALB043","1","0,009","4267"
"B06021","ALB137","1","0,025","4268"
"B06021","ALB149","2","0,01","4269"
"B06021","HER107","1","0,03","4270"
"B06021","HER132","1","1","4271"
"B06021","SUB021","2","1","4272"
"B06021","SUB023","1","1","4273"
"B06022","ALB010","1","1","4274"
"B06022","ESP012","1","1","4275"
"B06022","VEH003","0,5","0,004","4276"
"B06023","ALB002","1","0,025","4277"
"B06023","ALB035","1","0,04","4278"
"B06023","ALB051","1","0,01","4279"
"B06023","ALB076","2","0,02","4280"
"B06024","ALB010","1","1","4281"
"B06024","PLO009","1","1","4282"
"B06024","SUB023","1","1","4283"
"B06025","ALB010","1","1","4284"
"B06025","PLO009","1","1","4285"
"B06025","SUB023","1","1","4286"
"B06026","ALB010","1","1","4287"
"B06026","PLO009","1","1","4288"
"B06026","SUB023","1","1","4289"
"B06027","ALB043","1","0,009","4290"
"B06027","ALB137","1","0,025","4291"
"B06027","ALB149","2","0,01","4292"
"B06027","HER107","1","0,03","4293"
"B06027","HER132","1","1","4294"
"B06027","SUB021","2","1","4295"
"B06027","SUB023","1","1","4296"
"B06028","ALB000","1","1","4297"
"B06028","SUB003","2","0,009","4298"
"B06028","VEH003","0,5","0,004","4299"
"B06029","ALB000","1","1","4300"
"B06029","ALB019","1","1","4301"
"B06029","COP074","0,25","0,004979","4302"
"B06029","SUB003","2","0,009","4303"
"B06030","ALB010","1","1","4304"
"B06031","ALB000","1","1","4305"
"B06031","SUB003","2","0,009","4306"
"B06032","ALB010","1","1","4307"
"B06032","HER024","1","0,003","4308"
"B06033","ALB011","1","0,05","4309"
"B06033","MED001","1","0,01","4310"
"B06033","PIN010","1","0,07","4311"
"B06034","ALB010","1","1","4312"
"B06034","HER040","1","1","4313"
"B06035","ALB043","1","0,009","4314"
"B06035","ALB137","1","0,025","4315"
"B06035","ALB149","2","0,01","4316"
"B06035","HER107","1","0,03","4317"
"B06035","SUB021","2","1","4318"
"B06036","ALB043","1","0,009","4319"
"B06036","ALB137","1","0,025","4320"
"B06036","ALB149","2","0,01","4321"
"B06036","HER107","1","0,03","4322"
"B06036","SUB021","2","1","4323"
"B06036","SUB023","1","1","4324"
"B06037","ALB043","1","0,009","4325"
"B06037","ALB137","1","0,025","4326"
"B06037","ALB149","2","0,01","4327"
"B06037","HER107","1","0,03","4328"
"B06037","SUB021","2","1","4329"
"B06037","SUB023","1","1","4330"
"B06038","COP075","0,25","0,004429","4331"
"B06038","HER132","1","1","4332"
"B06038","SUB021","1","1","4333"
"B06038","SUB023","1","1","4334"
"B06039","ALB043","1","0,009","4335"
"B06039","COM001","1","1","4336"
"B06039","SUB021","1","1","4337"
"B06039","SUB023","1","1","4338"
"B06040","ALB002","1","0,025","4339"
"B06040","ALB010","1","1","4340"
"B06040","ALB169","1","1","4341"
"B06040","COP074","1","0,004979","4342"
"B06040","SUB001","2","0,009","4343"
"B06040","SUB070","1","0,009","4344"
"B06041","ALB136","1","0,011","4345"
"B06041","MED001","1","0,01","4346"
"B06041","PLO007","1","0,02","4347"
"B07001","CAR004","1","0,007","4348"
"B07001","HER042","1","1","4349"
"B07002","ALB066","1","0,02","4350"
"B07002","CAR004","1","0,007","4351"
"B07002","CAR025","1","0,005","4352"
"B07003","CAR001","1","1","4353"
"B07003","CAR019","1","1","4354"
"B07003","ESP012","1","1","4355"
"B07004","ALB058","1","0,015","4356"
"B07004","ALB064","4","0,02","4357"
"B07004","DEM008","4","0,05","4358"
"B07005","CAR016","1","0,08","4359"
"B07005","CAR036","1","1","4360"
"B07005","COP075","0,5","0,004429","4361"
"B07006","CAR016","1","0,08","4362"
"B07007","CAR019","1","1","4363"
"B07007","ESP012","1","1","4364"
"B07008","CAR007","1","1","4365"
"B07009","CAR003","1","1","4366"
"B07009","ELE003","1","1","4367"
"B07010","CAR019","1","1","4368"
"B07010","ESP012","1","1","4369"
"B07011","CAR019","1","1","4370"
"B07011","ESP012","1","1","4371"
"B07012","CAR019","1","1","4372"
"B07013","CAR019","1","1","4373"
"B07014","CAR019","1","1","4374"
"B07014","COP075","0,25","0,004429","4375"
"B07015","CAR001","1","1","4376"
"B07015","CAR019","1","1","4377"
"B07016","CAR019","1","1","4378"
"B07017","CAR019","1","1","4379"
"B07018","CAR004","1","0,007","4380"
"B07018","COP075","0,5","0,004429","4381"
"B07018","HER042","1","1","4382"
"B07019","CAR004","1","0,007","4383"
"B07019","HER042","1","1","4384"
"B07020","CAR019","1","1","4385"
"B07020","ESP012","1","1","4386"
"B07021","CAR019","1","1","4387"
"B07021","ESP012","1","1","4388"
"B07022","ALB076","1","0,02","4389"
"B07022","ALB138","1","0,01","4390"
"B07023","CAR004","1","0,007","4391"
"B07023","CAR025","1","0,005","4392"
"B07024","CAR004","1","0,007","4393"
"B07024","CAR025","1","0,005","4394"
"B07024","PIN008","1","0,02","4395"
"B07025","CAR019","1","1","4396"
"B07026","CAR019","1","1","4397"
"B07027","COP075","0,25","0,004429","4398"
"B07027","PLO001","1","1","4399"
"B07028","CAR019","1","1","4400"
"B07028","ESP012","1","1","4401"
"B07029","ALB082","1","0,01","4402"
"B07029","ALB097","1","0,003","4403"
"B07029","ALB109","1","0,02","4404"
"B07029","ALB136","1","0,011","4405"
"B07029","ALB138","1","0,01","4406"
"B07029","MED001","1","0,01","4407"
"B07030","CAR019","1","1","4408"
"B07030","COP075","0,5","0,004429","4409"
"B07030","ESP012","1","1","4410"
"B07031","CAR019","1","1","4411"
"B07032","CAR019","1","1","4412"
"B07032","ESP012","1","1","4413"
"B07033","CAR019","1","1","4414"
"B07033","ESP012","1","1","4415"
"B07034","CAR019","1","1","4416"
"B07034","ESP012","1","1","4417"
"B07035","CAR019","1","1","4418"
"B07035","ESP012","1","1","4419"
"B07036","CAR019","1","1","4420"
"B07036","ESP012","1","1","4421"
"B07037","CAR019","1","1","4422"
"B07037","ESP012","1","1","4423"
"B07038","CAR019","1","1","4424"
"B07038","ESP012","1","1","4425"
"B07039","CAR019","1","1","4426"
"B07039","ESP012","1","1","4427"
"B07040","CAR001","1","1","4428"
"B07040","CAR019","1","1","4429"
"B07041","CAR001","1","1","4430"
"B07042","CAR007","1","1","4431"
"B07043","CAR019","1","1","4432"
"B07044","CAR019","1","1","4433"
"B07045","CAR019","1","1","4434"
"B07046","CAR007","1","1","4435"
"B07047","CAR003","1","1","4436"
"B07047","COP075","0,25","0,004429","4437"
"B07048","COP048","0,25","0,004349","4438"
"B07048","ESP012","1","1","4439"
"B07049","CAR019","1","1","4440"
"B07049","ESP006","1","0,06","4441"
"B07050","CAR007","1","1","4442"
"B07051","CAR019","1","1","4443"
"B07051","ESP006","1","0,06","4444"
"B07052","CAR003","1","1","4445"
"B07053","CAR003","1","1","4446"
"B07054","CAR019","1","1","4447"
"B07055","CAR019","1","1","4448"
"B07056","CAR019","1","1","4449"
"B07057","CAR019","1","1","4450"
"B07057","ESP012","1","1","4451"
"B07058","CAR019","1","1","4452"
"B07059","CAR003","1","1","4453"
"B07059","COP074","0,2","0,004979","4454"
"B07060","CAR003","1","1","4455"
"B07061","CAR003","1","1","4456"
"B07062","CAR003","1","1","4457"
"B07062","COP074","1","0,004979","4458"
"B07062","PIN007","1","1","4459"
"B07063","ALB004","1","0,006","4460"
"B07064","CAR019","1","1","4461"
"B07064","ESP012","1","1","4462"
"B07065","ESP012","1","1","4463"
"B08001","ALB004","1","0,006","4464"
"B08002","HER042","1","1","4465"
"B08003","HER042","1","1","4466"
"B08004","HER042","1","1","4467"
"B08005","ALB082","1","0,01","4468"
"B08005","ALB097","1","0,003","4469"
"B08005","ALB138","1","0,01","4470"
"B08005","ALB144","1","0,015","4471"
"B08006","ESP012","1","1","4472"
"B08007","HER042","1","1","4473"
"B08008","HER042","1","1","4474"
"B08009","ALB082","1","0,01","4475"
"B08009","ALB097","1","0,003","4476"
"B08009","ALB138","1","0,01","4477"
"B08009","ALB144","1","0,015","4478"
"B08009","MED001","1","0,01","4479"
"B08010","ALB082","1","0,01","4480"
"B08010","ALB097","1","0,003","4481"
"B08010","ALB138","1","0,01","4482"
"B08010","ALB144","1","0,015","4483"
"B08010","MED001","1","0,01","4484"
"B08011","CAR019","1","1","4485"
"B08011","ESP012","1","1","4486"
"B08012","ALB004","1","0,006","4487"
"B08013","ALB004","1","0,006","4488"
"B08014","CAR003","1","1","4489"
"B08015","CAR003","1","1","4490"
"B08016","CAR003","1","1","4491"
"B08017","HER042","1","1","4492"
"B08018","HER042","1","1","4493"
"B08019","CAR003","1","1","4494"
"B08020","HER042","1","1","4495"
"B09001","ALB010","1","1","4496"
"B09001","CAR006","1","1","4497"
"B09001","COP075","1","0,004429","4498"
"B09001","HER040","1","1","4499"
"B09002","ALB010","1","1","4500"
"B09002","COP075","0,5","0,004429","4501"
"B09002","DEM008","1","0,05","4502"
"B09002","DEM009","1","0,01","4503"
"B09002","ELE003","1","1","4504"
"B09002","ELE010","1","1","4505"
"B09002","ELE026","1","0,009","4506"
"B09002","SUB021","1","1","4507"
"B09003","ALB010","1","1","4508"
"B09003","CAR006","1","1","4509"
"B09003","HER040","1","1","4510"
"B09004","ALB010","1","1","4511"
"B09004","CAR006","1","1","4512"
"B09004","HER040","1","1","4513"
"B09005","ALB010","1","1","4514"
"B09005","CAR006","1","1","4515"
"B09005","HER040","1","1","4516"
"B09006","ALB010","1","1","4517"
"B09006","CAR006","1","1","4518"
"B09006","HER040","1","1","4519"
"B09007","HER030","1","0,05","4520"
"B09008","ALB135","1","0,05","4521"
"B09008","ALB136","1","0,011","4522"
"B09008","MED001","1","0,01","4523"
"B09008","SUB071","1","0,009","4524"
"B09009","ALB097","1","0,003","4525"
"B09009","ALB138","1","0,01","4526"
"B09009","ALB144","1","0,015","4527"
"B09010","ALB135","2","0,05","4528"
"B09010","ALB138","1","0,01","4529"
"B09010","MED001","2","0,01","4530"
"B09010","PIN024","2","0,03","4531"
"B09010","SUB003","2","0,009","4532"
"B09010","SUB071","1","0,009","4533"
"B09011","ALB135","2","0,05","4534"
"B09011","ALB138","1","0,01","4535"
"B09011","MED001","2","0,01","4536"
"B09011","PIN024","2","0,03","4537"
"B09011","SUB003","2","0,009","4538"
"B09011","SUB071","1","0,009","4539"
"B09012","ALB135","1","0,05","4540"
"B09012","ALB138","1","0,01","4541"
"B09012","PIN024","1","0,03","4542"
"B09012","SUB071","1","0,009","4543"
"B09013","ALB135","2","0,05","4544"
"B09013","ALB138","1","0,01","4545"
"B09013","MED001","2","0,01","4546"
"B09013","PIN024","2","0,03","4547"
"B09013","SUB003","2","0,009","4548"
"B09013","SUB071","1","0,009","4549"
"B09014","ALB010","1","1","4550"
"B09014","HER040","1","1","4551"
"B09015","ALB010","1","1","4552"
"B09015","HER040","1","1","4553"
"B09016","ALB010","1","1","4554"
"B09016","HER040","1","1","4555"
"B09016","SUB003","1","0,009","4556"
"B09017","ALB010","1","1","4557"
"B09017","COP075","1","0,004429","4558"
"B09017","HER040","1","1","4559"
"B09017","SUB003","1","0,009","4560"
"B09018","ALB010","1","1","4561"
"B09018","COP075","1","0,004429","4562"
"B09018","HER040","1","1","4563"
"B09018","SUB003","1","0,009","4564"
"B09019","ALB010","1","1","4565"
"B09019","COP075","0,5","0,004429","4566"
"B09019","HER040","1","1","4567"
"B09019","SUB003","1","0,009","4568"
"B09020","ESP012","1","1","4569"
"B09021","HER040","1","1","4570"
"B09022","HER040","1","1","4571"
"B09023","HER030","1","0,05","4572"
"B09024","HER030","1","0,05","4573"
"B09025","HER040","1","1","4574"
