"CodPar","CodIns","CanIns","Deprec","Contad"
"HCO055","CPT007","1","1","43040"
"HCO056","ALB013","2","1","43041"
"HCO056","COP038","1","0,004842","43042"
"HCO056","CPT007","1","1","43043"
"HCO057","COP038","1","0,004842","43044"
"HCO057","MOV003","1","1","43045"
"HCO058","COP076","1","0,003032","43046"
"HCO058","MOV003","2","1","43047"
"HCO059","COP038","1","0,004842","43048"
"HCO059","MOV003","1","1","43049"
"HCO060","COP016","1","0,00252","43050"
"HCO060","COP021","1","0,003191","43051"
"HCO060","VEH005","0,5","1","43052"
"HCO061","ALB013","1","1","43053"
"HCO061","ALB048","2","0,03","43054"
"HCO061","COP038","1","0,004842","43055"
"HCO061","COPA01","1","0,004632","43056"
"HCO061","CPT004","1","0,008","43057"
"HCO062","COP006","1","0,003541","43058"
"HCO062","COP052","3","0,003433","43059"
"HCO063","COP006","1","0,003541","43060"
"HCO063","COP052","3","0,003433","43061"
"HCO064","COP006","1","0,003541","43062"
"HCO064","COP052","3","0,003433","43063"
"HCO065","COP006","1","0,003541","43064"
"HCO065","COP052","3","0,003433","43065"
"HCO066","ALB003","3","0,02","43066"
"HCO066","ALB056","3","0,011","43067"
"HCO066","ALB081","10","0,034","43068"
"HCO067","COP038","1","0,004842","43069"
"HCO068","COP059","1","0,004142","43070"
"HCO068","COP072","1","0,004179","43071"
"HCO068","COP074","2","0,004979","43072"
"HCO069","COP059","1","0,004142","43073"
"HCO069","COP072","1","0,004179","43074"
"HCO069","COP074","1","0,004979","43075"
"HCO070","ALB030","1","1","43076"
"HCO070","VEH005","1","1","43077"
"HCO071","COP075","0,25","0,004429","43078"
"HCO071","LIM011","1","1","43079"
"HCO072","CON038","1","1","43080"
"HCO072","COP075","1","0,004429","43081"
"HCO072","COPA01","1","0,004632","43082"
"HCO072","ESP009","1","0,005","43083"
"HCO073","BOM005","1","1","43084"
"HCO073","COP074","0,2","0,004979","43085"
"HCO073","ESP020","1","0,07","43086"
"HCO074","VEH051","1","0,003","43087"
"HCO075","ALB003","2","0,02","43088"
"HCO075","ALB081","2","0,034","43089"
"HCO075","LIM020","1","1","43090"
"HCO076","ALB010","1","1","43091"
"HCO076","ALB084","1","1","43092"
"HCO076","COP074","0,25","0,004979","43093"
"HCO076","PLO012","1","1","43094"
"HCO077","ALB010","1","1","43095"
"HCO077","ALB084","1","1","43096"
"HCO077","PLO012","1","1","43097"
"HCO078","ALB010","1","1","43098"
"HCO078","ALB084","1","1","43099"
"HCO078","PLO012","1","1","43100"
"HCO079","ALB010","1","1","43101"
"HCO079","ALB084","1","1","43102"
"HCO079","PLO012","1","1","43103"
"HCO080","ALB010","1","1","43104"
"HCO080","ALB084","1","1","43105"
"HCO080","COP074","0,25","0,004979","43106"
"HCO080","PLO012","1","1","43107"
"HCO081","ALB010","1","1","43108"
"HCO081","ALB084","1","1","43109"
"HCO081","COP074","0,25","0,004979","43110"
"HCO081","PLO012","1","1","43111"
"HCO082","ALB010","1","1","43112"
"HCO082","ALB084","1","1","43113"
"HCO082","COP074","0,25","0,004979","43114"
"HCO082","PLO012","1","1","43115"
"HCO083","ALB010","1","1","43116"
"HCO083","ALB084","1","1","43117"
"HCO083","COP074","0,25","0,004979","43118"
"HCO083","PLO012","1","1","43119"
"HCO084","ALB010","1","1","43120"
"HCO084","ALB084","1","1","43121"
"HCO084","COP074","0,25","0,004979","43122"
"HCO084","PLO012","1","1","43123"
"HCO085","COP074","0,25","0,004979","43124"
"HCO085","PLO012","1","1","43125"
"HCO086","COP074","0,25","0,004979","43126"
"HCO086","PLO012","1","1","43127"
"HCO087","ALB010","1","1","43128"
"HCO087","ALB084","1","1","43129"
"HCO087","COP074","0,25","0,004979","43130"
"HCO087","PLO012","1","1","43131"
"HCO088","COP074","0,25","0,004979","43132"
"HCO088","PLO012","1","1","43133"
"HCO089","ALB002","1","0,025","43134"
"HCO089","ALB010","1","1","43135"
"HCO089","ALB081","2","0,034","43136"
"HCO089","COP074","0,25","0,004979","43137"
"HCO089","PLO001","1","1","43138"
"HCO089","PLO027","1","1","43139"
"HCO090","ALB002","1","0,025","43140"
"HCO090","ALB010","1","1","43141"
"HCO090","ALB081","2","0,034","43142"
"HCO090","COP074","0,25","0,004979","43143"
"HCO090","PLO001","1","1","43144"
"HCO090","PLO027","1","1","43145"
"HCO091","PIN001","2","0,07","43146"
"HCO091","PIN020","2","0,07","43147"
"HCO091","PIN024","2","0,03","43148"
"HCO091","SUB071","1","0,009","43149"
"HCO091","SUB072","1","0,009","43150"
"HCO092","COP074","0,25","0,004979","43151"
"HCO092","PIN007","1","1","43152"
"HCO093","COP074","0,25","0,004979","43153"
"HCO093","PIN007","1","1","43154"
"HCO094","COP074","0,25","0,004979","43155"
"HCO094","PIN007","1","1","43156"
"HCO095","COP074","0,25","0,004979","43157"
"HCO095","ESP012","1","1","43158"
"HCO095","LIM001","1","1","43159"
"HCO096","COP074","0,25","0,004979","43160"
"HCO096","PIN007","1","1","43161"
"HCO097","CON025","1","0,009","43162"
"HCO097","COP074","0,5","0,004979","43163"
"HCO097","DEM019","1","0,0031","43164"
"HCO097","SUB014","0,25","1","43165"
"HCO098","ALB081","3","0,034","43166"
"HCO098","COP074","1","0,004979","43167"
"HCO098","DEM029","1","1","43168"
"HCO098","DEM034","1","0,009","43169"
"HCO099","COM007","1","1","43170"
"HCO100","COM007","1","1","43171"
"HCO101","COP075","0,25","0,004429","43172"
"HCO101","ELE005","1","1","43173"
"HCO101","ESP012","1","1","43174"
"HCO102","ELE003","1","1","43175"
"HCO102","ELE006","1","0,009","43176"
"HCO103","ALB010","1","1","43177"
"HCO103","ALB055","1","0,095","43178"
"HCO103","COP075","0,25","0,004429","43179"
"HCO103","COP078","0,25","0,003468","43180"
"HCO103","PLO002","1","0,03","43181"
"HCO104","ALB008","1","1","43182"
"HCO104","COP075","0,25","0,004429","43183"
"HCO104","ESP012","1","1","43184"
"HCO105","ALB008","1","1","43185"
"HCO105","COP075","0,25","0,004429","43186"
"HCO105","ESP012","1","1","43187"
"HCO106","ALB008","1","1","43188"
"HCO106","COP075","0,25","0,004429","43189"
"HCO106","ESP012","1","1","43190"
"HCO107","ALB008","1","1","43191"
"HCO107","COP075","0,25","0,004429","43192"
"HCO107","ESP012","1","1","43193"
"HCO108","ALB008","1","1","43194"
"HCO108","COP075","0,25","0,004429","43195"
"HCO108","ESP012","1","1","43196"
"HCO109","ALB008","1","1","43197"
"HCO109","COP075","0,25","0,004429","43198"
"HCO109","ESP012","1","1","43199"
"HCO110","ALB008","1","1","43200"
"HCO110","COP075","0,25","0,004429","43201"
"HCO110","ESP012","1","1","43202"
"HCO111","ALB008","1","1","43203"
"HCO111","COP075","0,25","0,004429","43204"
"HCO111","ESP012","1","1","43205"
"HCO112","ALB008","1","1","43206"
"HCO112","COP075","0,25","0,004429","43207"
"HCO112","ESP012","1","1","43208"
"HCO113","ALB008","1","1","43209"
"HCO113","COP075","0,25","0,004429","43210"
"HCO113","ESP012","1","1","43211"
"HCO114","ALB008","1","1","43212"
"HCO114","COP075","0,25","0,004429","43213"
"HCO114","ESP012","1","1","43214"
"HCO115","ALB008","1","1","43215"
"HCO115","COP075","0,25","0,004429","43216"
"HCO115","ESP012","1","1","43217"
"HCO116","ALB008","1","1","43218"
"HCO116","CAR006","1","1","43219"
"HCO116","COP075","0,25","0,004429","43220"
"HCO116","ESP012","1","1","43221"
"HCO117","ALB008","1","1","43222"
"HCO117","CAR006","1","1","43223"
"HCO117","COP075","0,25","0,004429","43224"
"HCO117","ESP012","1","1","43225"
"HCO118","ALB008","1","1","43226"
"HCO118","CAR006","1","1","43227"
"HCO118","COP075","0,25","0,004429","43228"
"HCO118","ESP012","1","1","43229"
"HCO119","ALB008","1","1","43230"
"HCO119","CAR006","1","1","43231"
"HCO119","COP075","0,25","0,004429","43232"
"HCO119","ESP012","1","1","43233"
"HCO120","ALB008","1","1","43234"
"HCO120","CAR006","1","1","43235"
"HCO120","COP075","0,25","0,004429","43236"
"HCO120","ESP012","1","1","43237"
"HCO121","ALB008","1","1","43238"
"HCO121","CAR006","1","1","43239"
"HCO121","COP075","0,25","0,004429","43240"
"HCO121","ESP012","1","1","43241"
"HCO122","ALB008","1","1","43242"
"HCO122","CAR006","1","1","43243"
"HCO122","COP075","0,25","0,004429","43244"
"HCO122","ESP012","1","1","43245"
"HCO123","ALB008","1","1","43246"
"HCO123","CAR006","1","1","43247"
"HCO123","COP075","0,25","0,004429","43248"
"HCO123","ESP012","1","1","43249"
"HCO124","ALB008","1","1","43250"
"HCO124","CAR006","1","1","43251"
"HCO124","COP075","0,25","0,004429","43252"
"HCO124","ESP012","1","1","43253"
"HCO125","ALB008","1","1","43254"
"HCO125","CAR006","1","1","43255"
"HCO125","COP075","0,25","0,004429","43256"
"HCO125","ESP012","1","1","43257"
"HCO126","ALB008","1","1","43258"
"HCO126","CAR006","1","1","43259"
"HCO126","COP075","0,25","0,004429","43260"
"HCO126","ESP012","1","1","43261"
"HCO127","ALB008","1","1","43262"
"HCO127","CAR006","1","1","43263"
"HCO127","COP075","0,25","0,004429","43264"
"HCO127","ESP012","1","1","43265"
"HCO128","ALB008","1","1","43266"
"HCO128","CAR006","1","1","43267"
"HCO128","COP075","0,25","0,004429","43268"
"HCO128","ESP012","1","1","43269"
"HCO129","ALB008","1","1","43270"
"HCO129","CAR006","1","1","43271"
"HCO129","COP075","0,25","0,004429","43272"
"HCO129","ESP012","1","1","43273"
"HCO130","ALB008","1","1","43274"
"HCO130","CAR006","1","1","43275"
"HCO130","COP075","0,25","0,004429","43276"
"HCO130","ESP012","1","1","43277"
"HCO131","ALB008","1","1","43278"
"HCO131","CAR006","1","1","43279"
"HCO131","COP075","0,25","0,004429","43280"
"HCO131","ESP012","1","1","43281"
"HCO132","ALB008","1","1","43282"
"HCO132","CAR006","1","1","43283"
"HCO132","COP075","0,25","0,004429","43284"
"HCO132","ESP012","1","1","43285"
"HCO133","ALB010","1","1","43286"
"HCO133","VEH021","0,5","1","43287"
"HCO134","ALB010","1","1","43288"
"HCO134","VEH021","1","1","43289"
"HCO135","ALB037","1","1","43290"
"HCO135","COP076","0,25","0,003032","43291"
"HCO135","SUB028","1","1","43292"
"HCO135","VEH021","0,25","1","43293"
"HCO136","ALB037","1","1","43294"
"HCO136","COP075","0,25","0,004429","43295"
"HCO136","SUB028","1","1","43296"
"HCO136","VEH021","1","1","43297"
"HCO137","ALB010","1","1","43298"
"HCO137","VEH021","0,25","1","43299"
"HCO138","ALB010","1","1","43300"
"HCO138","VEH021","0,25","1","43301"
"HCO139","COP075","1","0,004429","43302"
"HCO139","HER022","1","1","43303"
"HCO139","HER048","1","0,05","43304"
"HCO139","HER080","1","0,023","43305"
"HCO140","ALB008","1","1","43306"
"HCO140","CON005","1","0,03","43307"
"HCO140","CON007","1","0,007","43308"
"HCO140","COP075","0,25","0,004429","43309"
"HCO141","ALB008","1","1","43310"
"HCO141","CON005","1","0,03","43311"
"HCO141","CON007","1","0,007","43312"
"HCO141","COP075","0,25","0,004429","43313"
"HCO142","ALB008","1","1","43314"
"HCO142","CON005","1","0,03","43315"
"HCO142","CON007","1","0,007","43316"
"HCO142","COP075","0,25","0,004429","43317"
"HCO143","ALB008","1","1","43318"
"HCO143","CON005","1","0,03","43319"
"HCO143","CON007","1","0,007","43320"
"HCO143","COP075","0,25","0,004429","43321"
"HCO144","ALB008","1","1","43322"
"HCO144","CON005","1","0,03","43323"
"HCO144","CON007","1","0,007","43324"
"HCO144","COP075","0,25","0,004429","43325"
"HCO145","ALB008","1","1","43326"
"HCO145","CON005","1","0,03","43327"
"HCO145","CON007","1","0,007","43328"
"HCO145","COP075","0,25","0,004429","43329"
"HCO146","ALB050","1","1","43330"
"HCO146","ALB157","1","0,003","43331"
"HCO146","CON028","2","0,014","43332"
"HCO146","CON032","1","0,0045","43333"
"HCO146","CON033","1","0,0028","43334"
"HCO146","COP038","1","0,004842","43335"
"HCO147","ALB001","3","1","43336"
"HCO147","ALB081","6","0,034","43337"
"HCO147","ALB088","1","0,03","43338"
"HCO147","CON021","1","1","43339"
"HCO147","SUB003","4","0,009","43340"
"HCO148","ALB001","3","1","43341"
"HCO148","ALB081","4","0,034","43342"
"HCO148","ALB088","1","0,03","43343"
"HCO148","CON021","1","1","43344"
"HCO148","SUB003","4","0,009","43345"
"HCO149","ALB050","1","1","43346"
"HCO149","ALB157","1","0,003","43347"
"HCO149","CON028","2","0,014","43348"
"HCO149","CON032","1","0,0045","43349"
"HCO149","CON033","1","0,0028","43350"
"HCO149","COP038","1","0,004842","43351"
"HCO150","ALB050","1","1","43352"
"HCO150","ALB157","1","0,003","43353"
"HCO150","CON028","2","0,014","43354"
"HCO151","ALB001","3","1","43355"
"HCO151","ALB081","4","0,034","43356"
"HCO151","ALB088","1","0,03","43357"
"HCO151","CON021","1","1","43358"
"HCO151","SUB003","4","0,009","43359"
"HCO152","ALB001","4","1","43360"
"HCO152","ALB075","2","0,09","43361"
"HCO152","ALB081","3","0,034","43362"
"HCO152","ALB150","2","0,009","43363"
"HCO152","CON016","1","0,009","43364"
"HCO152","CON037","1","1","43365"
"HCO152","COP038","1","0,004842","43366"
"HCO153","ALB001","4","1","43367"
"HCO153","ALB075","2","0,09","43368"
"HCO153","ALB081","3","0,034","43369"
"HCO153","ALB150","2","0,009","43370"
"HCO153","CON037","1","1","43371"
"HCO154","ALB001","4","1","43372"
"HCO154","ALB075","2","0,09","43373"
"HCO154","ALB081","3","0,034","43374"
"HCO154","ALB150","2","0,009","43375"
"HCO154","CON037","1","1","43376"
"HCO155","ALB001","3","1","43377"
"HCO155","ALB022","1","0,01","43378"
"HCO155","ALB081","4","0,034","43379"
"HCO155","CON016","1","0,009","43380"
"HCO155","CON021","2","1","43381"
"HCO155","COP074","0,25","0,004979","43382"
"HCO156","BOM004","2","1","43383"
"HCO156","BOM019","2","0,04","43384"
"HCO156","COP074","0,5","0,004979","43385"
"HCO157","CAR003","1","1","43386"
"HCO157","COP075","0,25","0,004429","43387"
"HCO158","ALB002","2","0,025","43388"
"HCO158","ALB064","2","0,02","43389"
"HCO158","ALB090","2","0,02","43390"
"HCO158","ALB149","2","0,01","43391"
"HCO158","COP038","1","0,004842","43392"
"HCO158","COP074","1","0,004979","43393"
"HCO158","HER001","2","0,02","43394"
"HCO159","ALB030","4","1","43395"
"HCO159","COP075","1","0,004429","43396"
"HCO159","COPA05","1","0,006536","43397"
"HCO159","HER022","1","1","43398"
"HCO159","HER103","1","0,004","43399"
"HCO160","ALB002","2","0,025","43400"
"HCO160","ALB056","2","0,011","43401"
"HCO160","ALB081","4","0,034","43402"
"HCO160","ARB007","2","0,01","43403"
"HCO160","MOV002","3","0,02","43404"
"HCO161","ALB030","2","1","43405"
"HCO161","COP075","1","0,004429","43406"
"HCO161","COPA02","1","0,004691","43407"
"HCO161","ESP023","1","0,001","43408"
"HCO162","CON038","1","1","43409"
"HCO162","COPA01","1","0,004632","43410"
"HCO162","ESP009","1","0,005","43411"
"HCO163","ALB030","1","1","43412"
"HCO163","VEH003","0,5","0,004","43413"
"HCO164","MOV018","1","1","43414"
"HCO164","PLO002","1","0,03","43415"
"HCO165","ALB002","4","0,025","43416"
"HCO165","ALB081","8","0,034","43417"
"HCO165","ALB133","2","0,008","43418"
"HCO165","CPT015","2","0,0045","43419"
"HCO165","MOV039","0,25","1","43420"
"HCO165","VEH011","0,25","1","43421"
"HCO166","ALB103","1","0,005","43422"
"HCO166","ALB111","1","0,03","43423"
"HCO166","ALB137","1","0,025","43424"
"HCO166","ALB149","1","0,01","43425"
"HCO167","BOM023","1","0,004","43426"
"HCO167","COP075","0,25","0,004429","43427"
"HCO167","COPA01","1","0,004632","43428"
"HCO168","VEH004","1","1","43429"
"HS0016","COP003","1","0,003065","43430"
"HS0016","COP008","1","0,002734","43431"
"HS0016","COP050","1","0,002781","43432"
"HS0016","COP052","2","0,003433","43433"
"HS0016","COP074","1","0,004979","43434"
"HS0026","ALB013","2","1","43435"
"HS0026","COP052","1","0,003433","43436"
"HS0026","COPA01","1","0,004632","43437"
"HS0026","DEM001","1","0,006","43438"
"HS0026","DEM004","2","0,01","43439"
"HS0027","ALB013","2","1","43440"
"HS0027","COP052","1","0,003433","43441"
"HS0027","COPA01","1","0,004632","43442"
"HS0027","DEM001","1","0,006","43443"
"HS0027","DEM004","2","0,01","43444"
"HS0028","ALB013","2","1","43445"
"HS0028","COP052","1","0,003433","43446"
"HS0028","COPA01","1","0,004632","43447"
"HS0028","DEM001","1","0,006","43448"
"HS0028","DEM004","2","0,01","43449"
"HS0030","ALB048","2","0,03","43450"
"HS0030","ALB084","2","1","43451"
"HS0030","COP076","1","0,003032","43452"
"HS0031","ALB048","2","0,03","43453"
"HS0031","ALB084","2","1","43454"
"HS0031","COP076","1","0,003032","43455"
"HS0032","ALB048","2","0,03","43456"
"HS0032","ALB084","2","1","43457"
"HS0032","COP076","1","0,003032","43458"
"HS0033","ALB164","2","1","43459"
"HS0033","COM014","4","1","43460"
"HS0033","COP052","1","0,003433","43461"
"HS0033","SUB051","1","0,002","43462"
"HS0051","ALB013","2","1","43463"
"HS0051","ALB048","1","0,03","43464"
"HS0051","ALB065","2","0,01","43465"
"HS0051","SUB013","2","1","43466"
"HS0051","SUB028","1","1","43467"
"HS0052","ALB013","1","1","43468"
"HS0052","COP075","0,5","0,004429","43469"
"HS0052","COPA02","1","0,004691","43470"
"HS0052","SUB072","1","0,009","43471"
"HS0056","ALB013","4","1","43472"
"HS0056","ALB065","1","0,01","43473"
"HS0056","DEM010","1","1","43474"
"HS0056","VEH003","1","0,004","43475"
"HS0057","ALB013","4","1","43476"
"HS0057","ALB065","2","0,01","43477"
"HS0057","COPA02","1","0,004691","43478"
"HS0057","VEH003","1","0,004","43479"
"HS0058","ALB013","6","1","43480"
"HS0058","BOM010","2","1","43481"
"HS0058","BOM011","2","1","43482"
"HS0058","SUB085","2","0,009","43483"
"HS0059","ALB013","6","1","43484"
"HS0059","BOM010","2","1","43485"
"HS0059","BOM011","2","1","43486"
"HS0060","ALB013","6","1","43487"
"HS0060","BOM010","3","1","43488"
"HS0060","BOM011","3","1","43489"
"HS0060","SUB069","2","0,009","43490"
"HS0063","COP042","1","0,004541","43491"
"HS0063","COP078","1","0,003468","43492"
"HS0066","ALB013","2","1","43493"
"HS0066","ALB048","1","0,03","43494"
"HS0066","COP043","1","0,004443","43495"
"HS0066","SUB020","1","0,009","43496"
"HS0066","SUB028","1","1","43497"
"HS0069","COP017","1","0,003106","43498"
"HS0069","MOV011","1","1","43499"
"HS0069","VEH003","1","0,004","43500"
"HS0070","COP017","1","0,003106","43501"
"HS0070","COPA01","1","0,004632","43502"
"HS0070","VEH003","1","0,004","43503"
"HS0071","COP017","1","0,003106","43504"
"HS0071","COPA01","1","0,004632","43505"
"HS0071","VEH003","1","0,004","43506"
"HS0072","COP017","1","0,003106","43507"
"HS0072","COPA01","1","0,004632","43508"
"HS0072","VEH003","1","0,004","43509"
"HS0073","ALB013","6","1","43510"
"HS0073","BOM010","3","1","43511"
"HS0073","BOM011","3","1","43512"
"HS0073","COP017","1","0,003106","43513"
"HS0074","ALB013","3","1","43514"
"HS0074","ALB048","1","0,03","43515"
"HS0074","SUB020","1","0,009","43516"
"HS0074","SUB028","1","1","43517"
"HS0075","ALB013","3","1","43518"
"HS0075","ALB048","1","0,03","43519"
"HS0075","SUB020","1","0,009","43520"
"HS0075","SUB028","1","1","43521"
"HS0076","ALB013","3","1","43522"
"HS0076","ALB048","1","0,03","43523"
"HS0076","SUB020","1","0,009","43524"
"HS0076","SUB028","1","1","43525"
"HS0077","ALB013","2","1","43526"
"HS0077","ALB048","3","0,03","43527"
"HS0077","CPT033","2","0,01","43528"
"HS0077","SUB020","1","0,009","43529"
"HS0078","ALB013","2","1","43530"
"HS0078","ALB048","1","0,03","43531"
"HS0078","ALB065","2","0,01","43532"
"HS0078","DEM014","1","1","43533"
"HS0078","SUB013","2","1","43534"
"HS0078","SUB028","1","1","43535"
"HS0079","ALB013","2","1","43536"
"HS0079","ALB048","1","0,03","43537"
"HS0079","ALB065","2","0,01","43538"
"HS0079","DEM014","1","1","43539"
"HS0079","SUB013","2","1","43540"
"HS0079","SUB028","1","1","43541"
"HS0080","ALB013","2","1","43542"
"HS0080","ALB048","1","0,03","43543"
"HS0080","SUB020","1","0,009","43544"
"HS0080","SUB028","1","1","43545"
"HS0081","ALB013","2","1","43546"
"HS0081","ALB048","1","0,03","43547"
"HS0081","SUB020","1","0,009","43548"
"HS0081","SUB028","1","1","43549"
"HS0082","ALB013","2","1","43550"
"HS0082","ALB048","1","0,03","43551"
"HS0082","SUB020","1","0,009","43552"
"HS0082","SUB028","1","1","43553"
"HS0376","COP075","0,25","0,004429","43554"
"HS0376","HER013","1","1","43555"
"HS0376","HER023","1","1","43556"
"HS0376","HER035","1","1","43557"
"HS0376","SUB003","2","0,009","43558"
"HS0392","COP025","1","0,002569","43559"
"HS0392","PLO012","1","1","43560"
"HS0393","COP025","1","0,002569","43561"
"HS0393","PLO012","1","1","43562"
"HS0394","PLO012","1","1","43563"
"HS0395","PLO012","1","1","43564"
"HS0395","VEH021","1","1","43565"
"INI001","MOV045","3","0,0058","43566"
"INI002","MOV045","3","0,0058","43567"
"INI004","MOV046","4","1","43568"
"INI005","ALB003","5","0,02","43569"
"INI005","ALB056","3","0,011","43570"
"INI005","ALB081","6","0,034","43571"
"INI006","BOM011","1","1","43572"
"INI006","BOM016","1","0,0035","43573"
"INI006","COP074","1","0,004979","43574"
"INI007","COP043","1","0,004443","43575"
"INI007","COP057","1","0,003555","43576"
"INI008","COP043","1","0,004443","43577"
"INI008","COP057","1","0,003555","43578"
"INI009","ALB157","1","0,003","43579"
"INI009","CON032","1","0,0045","43580"
"INI009","CON037","1","1","43581"
"INI009","CON041","2","0,0095","43582"
"INI009","COP038","1","0,004842","43583"
"INI009","COP074","1","0,004979","43584"
"INI010","ALB157","1","0,003","43585"
"INI010","CON032","1","0,0045","43586"
"INI010","CON037","1","1","43587"
"INI010","CON041","2","0,0095","43588"
"INI010","COP038","1","0,004842","43589"
"INI010","COP074","1","0,004979","43590"
"INI011","ALB157","1","0,003","43591"
"INI011","CON032","1","0,0045","43592"
"INI011","CON037","1","1","43593"
"INI011","CON041","2","0,0095","43594"
"INI011","COP038","1","0,004842","43595"
"INI011","COP074","1","0,004979","43596"
"INI012","ALB157","1","0,003","43597"
"INI012","CON032","1","0,0045","43598"
"INI012","CON037","1","1","43599"
"INI012","CON041","2","0,0095","43600"
"INI012","COP038","1","0,004842","43601"
"INI012","COP074","1","0,004979","43602"
"INI013","CON014","1","1","43603"
"INI013","CON037","1","1","43604"
"INI013","CON041","2","0,0095","43605"
"INI013","COP038","1","0,004842","43606"
"INI013","COP074","0,5","0,004979","43607"
"INI014","ALB002","2","0,025","43608"
"INI014","ALB064","2","0,02","43609"
"INI014","ALB090","2","0,02","43610"
"INI014","ALB149","2","0,01","43611"
"INI014","COP074","1","0,004979","43612"
"INI014","HER001","2","0,02","43613"
"INI015","ALB002","2","0,025","43614"
"INI015","ALB064","2","0,02","43615"
"INI015","ALB090","2","0,02","43616"
"INI015","ALB149","2","0,01","43617"
"INI015","COP074","1","0,004979","43618"
"INI015","HER001","2","0,02","43619"
"INI016","BOM015","1","1","43620"
"INI016","CON038","1","1","43621"
"INI016","COP075","1","0,004429","43622"
"INI017","BOM015","1","1","43623"
"INI017","CON038","1","1","43624"
"INI017","COP075","1","0,004429","43625"
"INI018","BOM015","1","1","43626"
"INI018","CON038","1","1","43627"
"INI018","COP075","1","0,004429","43628"
"INI019","BOM015","1","1","43629"
"INI019","CON038","1","1","43630"
"INI019","COP075","1","0,004429","43631"
"INI021","ALB157","1","0,003","43632"
"INI021","CON032","1","0,0045","43633"
"INI021","CON037","1","1","43634"
"INI021","CON041","2","0,0095","43635"
"INI021","COP038","1","0,004842","43636"
"INI021","COP074","1","0,004979","43637"
"INI022","ALB157","1","0,003","43638"
"INI022","CON032","1","0,0045","43639"
"INI022","CON037","1","1","43640"
"INI022","CON041","2","0,0095","43641"
"INI022","COP038","1","0,004842","43642"
"INI022","COP074","1","0,004979","43643"
"INI032","ARB007","2","0,01","43644"
"INI032","ARB012","2","0,011","43645"
"INI040","ESP048","1","1","43646"
"INI041","COP017","1","0,003106","43647"
"INI041","COP029","1","0,003359","43648"
"INI042","ALB013","4","1","43649"
"INI042","COP038","1","0,004842","43650"
"INI042","COP052","1","0,003433","43651"
"INI042","MOV002","2","0,02","43652"
"INI044","COP042","1","0,004541","43653"
"INI055","COP017","1","0,003106","43654"
"INI055","COP029","1","0,003359","43655"
"INI055","COP052","4","0,003433","43656"
"INI056","COP052","4","0,003433","43657"
"INI056","COP078","2","0,003468","43658"
"INI058","COP042","1","0,004541","43659"
"INI058","ESP046","1","1","43660"
"INI060","ALB101","2","0,035","43661"
"INI060","ALB164","1","1","43662"
"INI060","HER048","2","0,05","43663"
"INI060","SUB051","0,25","0,002","43664"
"INI065","CAR045","2","0,008","43665"
"INI065","COP005","1","0,002948","43666"
"INI065","ESP012","2","1","43667"
"INI067","ALB013","1","1","43668"
"INI067","PLO004","1","1","43669"
"INI068","ALB013","1","1","43670"
"INI068","PLO004","1","1","43671"
"INI069","BOM015","1","1","43672"
"INI069","CON032","1","0,0045","43673"
"INI069","CON038","1","1","43674"
"INI069","COP038","1","0,004842","43675"
"INI069","COP074","1","0,004979","43676"
"INI069","COP075","1","0,004429","43677"
"INI071","BOM015","1","1","43678"
"INI071","CON032","1","0,0045","43679"
"INI071","CON038","1","1","43680"
"INI071","COP038","1","0,004842","43681"
"INI071","COP074","1","0,004979","43682"
"INI071","COP075","1","0,004429","43683"
"INI073","BOM015","1","1","43684"
"INI073","CON032","1","0,0045","43685"
"INI073","CON038","1","1","43686"
"INI073","COP038","1","0,004842","43687"
"INI073","COP074","1","0,004979","43688"
"INI073","COP075","1","0,004429","43689"
"INI074","BOM015","1","1","43690"
"INI074","CON032","1","0,0045","43691"
"INI074","CON038","1","1","43692"
"INI074","COP038","1","0,004842","43693"
"INI074","COP074","1","0,004979","43694"
"INI074","COP075","1","0,004429","43695"
"INI075","BOM015","1","1","43696"
"INI075","CON032","1","0,0045","43697"
"INI075","CON038","1","1","43698"
"INI075","COP038","1","0,004842","43699"
"INI075","COP074","1","0,004979","43700"
"INI075","COP075","1","0,004429","43701"
"INI076","BOM015","1","1","43702"
"INI076","CON032","1","0,0045","43703"
"INI076","CON038","1","1","43704"
"INI076","COP038","1","0,004842","43705"
"INI076","COP074","1","0,004979","43706"
"INI076","COP075","1","0,004429","43707"
"INI077","BOM015","1","1","43708"
"INI077","CON032","1","0,0045","43709"
"INI077","CON038","1","1","43710"
"INI077","COP038","1","0,004842","43711"
"INI077","COP074","1","0,004979","43712"
"INI077","COP075","1","0,004429","43713"
"INI078","BOM015","1","1","43714"
"INI078","CON032","1","0,0045","43715"
"INI078","CON038","1","1","43716"
"INI078","COP038","1","0,004842","43717"
"INI078","COP074","1","0,004979","43718"
"INI078","COP075","1","0,004429","43719"
"INI079","BOM015","1","1","43720"
"INI079","CON032","1","0,0045","43721"
"INI079","CON038","1","1","43722"
"INI079","COP038","1","0,004842","43723"
"INI079","COP074","1","0,004979","43724"
"INI079","COP075","1","0,004429","43725"
"INI080","BOM015","1","1","43726"
"INI080","CON032","1","0,0045","43727"
"INI080","CON038","1","1","43728"
"INI080","COP038","1","0,004842","43729"
"INI080","COP074","1","0,004979","43730"
"INI080","COP075","1","0,004429","43731"
"INI081","ALB013","3","1","43732"
"INI082","ALB003","4","0,02","43733"
"INI082","ALB081","8","0,034","43734"
"INI083","COP075","0,25","0,004429","43735"
